no,match_id,leagueid,key,value,data_year
52090,5939659036,13026,nasuko,1,2021
26918,5839637403,12214,manam,1,2021
37848,5875973170,11863,gege,1,2021
69397,6001117547,13108,ggwp,1,2021
75200,6037646878,13213,g,6,2021
57063,5954364996,12805,pa,1,2021
89318,6090980806,13301,gl,1,2021
94155,6100021316,13268,gg,3,2021
91288,6095317577,13320,say,1,2021
200741,5745796102,12616,gg,5,2020
50965,5934370065,13043,рехоста,1,2021
22266,5827661430,12214,nemishe,1,2021
45846,5910565083,11912,fodeu,1,2021
90952,6094248757,13268,wp,1,2021
44350,5901557619,12929,g,1,2021
74263,6027219794,13173,glhf,2,2021
25689,5835044015,12093,gg,1,2021
90672,6093900950,13301,g,1,2021
39000,5880127711,12858,p,1,2021
62623,5970132104,13102,bayrlla,1,2021
59635,5961872063,13102,next,1,2021
53475,5944869923,13108,nyan,1,2021
42674,5896550936,11863,e,2,2021
10740,5780877016,12717,gg,6,2021
16673,5801995310,12723,p,1,2021
38470,5877428931,12832,fair,1,2021
62822,5971421134,12942,if,2,2021
200699,5745725396,11863,kale,1,2020
94294,6100134264,13330,nawala,1,2021
56112,5950243833,12692,gwr,4,2021
29695,5848627693,12093,min,1,2021
50423,5933412195,13026,discord,1,2021
82478,6075280417,13325,hablar,1,2021
50130,5932302031,12780,g,1,2021
5393,5775227810,12726,gg,7,2021
73543,6019971220,13237,he,1,2021
37767,5875882237,11863,is,1,2021
11723,5781005107,12717,чел,1,2021
74115,6025737869,13237,gwr,1,2021
56012,5950151629,12692,called,1,2021
20790,5821317569,12735,gg,5,2021
57473,5955541411,13059,telat,1,2021
76705,6050732096,13228,u,1,2021
70677,6006082395,13114,n,1,2021
92140,6095760733,13320,b,1,2021
35152,5866585276,12881,kale,1,2021
1119,5773380194,12717,бро,1,2021
10723,5780876958,12717,ласт,1,2021
85245,6081174343,13325,packet,1,2021
86861,6084284464,11912,mudou,2,2021
13996,5793206170,12723,gg,1,2021
43335,5899835282,12577,hayuu,1,2021
85630,6081681304,13194,dost,1,2021
201810,5746953850,11863,pldt,2,2020
19124,5814667604,12817,gg,2,2021
60405,5962900883,12805,ke,1,2021
78694,6060728395,13256,exitlagnoping,1,2021
200220,5744508486,12508,gg,5,2020
20494,5820897470,12214,bashan,1,2021
26087,5836594590,12832,sry,1,2021
20482,5820879314,12214,lol,1,2021
38414,5876963385,12871,уебанов,1,2021
61361,5964171525,13102,rlo,1,2021
12916,5787315584,12093,думаю,1,2021
31768,5857443416,12727,big,1,2021
58973,5960322333,12942,sewc,1,2021
52094,5939659036,13026,parin,1,2021
16410,5800696577,12093,обьяснит,1,2021
14842,5795091015,12720,hf,2,2021
14724,5794669753,12703,hfhfhf,1,2021
65011,5982192674,13119,glhf,1,2021
200518,5745426365,12616,gg,3,2020
65575,5984542839,13115,hf,1,2021
66847,5990401028,13108,nervous,1,2021
27787,5842162491,12780,okay,1,2021
23336,5829187058,10937,udah,4,2021
89112,6090764683,13268,g,2,2021
53154,5943823273,12805,many,1,2021
87017,6084588053,13325,madaroriririird,1,2021
79072,6062730161,11912,cachorro,1,2021
45989,5910778141,11912,rolou,1,2021
81416,6070723082,13319,mirana,1,2021
35727,5868069040,12692,the,1,2021
3878,5775164104,12726,d,1,2021
39193,5880618218,12871,аг,1,2021
1673,5773468805,12717,где,1,2021
84490,6079002196,13256,glhf,1,2021
37999,5876389471,12881,our,2,2021
58092,5958045054,12805,mishe,2,2021
9180,5780209985,10650,kill,4,2021
63323,5973553535,12873,oraclem,1,2021
94776,6101439067,13320,hter,1,2021
14042,5793324384,12093,wp,1,2021
5800,5775273392,12726,sec,1,2021
64301,5979301580,13120,in,2,2021
8984,5780096586,12721,keys,1,2021
40306,5886702089,12093,бы,4,2021
86017,6081994559,13268,sry,1,2021
72584,6014218470,13228,please,1,2021
79807,6065825824,11912,salve,1,2021
29139,5846959003,12214,min,1,2021
52298,5940945638,12972,bonito,1,2021
12328,5781443178,12734,lobby,1,2021
70752,6006622968,13120,youre,1,2021
13885,5792149491,12703,gee,1,2021
57725,5956722013,13120,ssee,1,2021
70902,6007276061,12780,are,1,2021
67821,5994956222,13160,have,1,2021
88465,6089142667,13320,remake,4,2021
81724,6071914455,13256,gl,1,2021
66846,5990401028,13108,my,1,2021
198,5772849947,12721,fps,1,2021
89716,6092169757,13320,hf,1,2021
20615,5820908294,12214,enshallah,1,2021
72390,6013377893,13043,wk,1,2021
21116,5822283536,12214,delemoonmikhad,1,2021
69203,6000614537,13114,lag,1,2021
88794,6089560562,13320,ayghjadh,1,2021
70566,6005564246,13108,go,1,2021
2684,5774233983,12721,min,1,2021
7268,5777585051,12717,g,3,2021
23595,5831130397,12718,g,4,2021
92137,6095756714,13330,gg,5,2021
59974,5961982620,12942,gg,5,2021
18476,5810992711,12735,not,1,2021
85616,6081649693,13256,you,1,2021
9717,5780875022,12717,залез,1,2021
64370,5979349643,13120,gg,6,2021
44522,5902935930,11912,no,1,2021
50598,5933913877,13069,sry,1,2021
20584,5820908294,12214,bedim,1,2021
64931,5981695119,13150,gg,6,2021
10174,5780875990,12717,longer,5,2021
92985,6098157641,13320,boo,1,2021
21340,5822448916,12214,shaba,1,2021
60167,5962406404,13102,bolku,1,2021
49359,5927930960,13030,luego,1,2021
17145,5803953072,10650,main,2,2021
15971,5799454177,12727,its,2,2021
28928,5846270563,12692,himself,1,2021
74477,6028307505,12964,g,2,2021
61946,5966841342,13113,g,3,2021
74266,6027266972,13237,be,1,2021
11317,5780892192,12093,прям,1,2021
20376,5820117787,12692,nvm,1,2021
95355,6102669638,13320,break,1,2021
14367,5793560077,12703,uuruu,1,2021
12069,5781032295,12719,hf,2,2021
31517,5856519796,12780,same,1,2021
614,5773364672,12717,илтв,3,2021
200182,5744423884,11863,g,1,2020
49217,5927286613,13030,xd,10,2021
33489,5862688794,12214,dont,1,2021
9844,5780875081,12717,ждем,3,2021
71121,6007738726,13150,glhf,1,2021
19061,5814050985,12727,g,5,2021
41869,5893157595,11912,oijgwraorag,1,2021
47160,5915448730,12906,cmon,1,2021
36346,5869692957,11863,curses,1,2021
60369,5962818201,13110,gg,5,2021
202107,5748123726,12646,gaigu,1,2020
94846,6101439067,13320,par,1,2021
91808,6095549358,13330,room,1,2021
18729,5812155518,12093,сори,2,2021
6079,5775292023,12726,wk,1,2021
69221,6000618931,13119,gg,2,2021
64983,5982146832,13110,ggwp,2,2021
29844,5849049816,12840,адимнов,1,2021
77359,6054926748,13256,челом,1,2021
9980,5780875081,12717,че,4,2021
57323,5955283799,12942,-ping,1,2021
51306,5935187540,12780,sec,1,2021
41873,5893157595,11912,oq,1,2021
15508,6431109352,13894,inform,1,2022
118816,6179608867,13442,gg,3,2021
128046,6202281392,11912,mid,1,2021
6516,6384544680,13738,glgl,1,2022
109446,6145800049,13404,gg,3,2021
11045,6407628873,13877,sry,2,2022
3591,6370148886,13710,items,2,2022
12610,6417971163,13877,go,1,2022
18869,6443879634,13809,gg,2,2022
769,6358711063,13716,glhf,1,2022
138832,6248899613,13443,pres,1,2021
167377,6305629702,13741,xd,1,2021
150408,6284665347,13742,xd,2,2021
10588,6404741018,13572,elo,1,2022
97353,6109027507,13286,hahhahaha,1,2021
154601,6288248665,13756,deny,1,2021
118200,6178226969,13498,fine,1,2021
129010,6204364963,13442,httpswwwyoutubecomwatchvxlmtvsyeuu,1,2021
143144,6264278189,13659,rushton,1,2021
10440,6404090894,13877,который,1,2022
140181,6254058150,13442,sec,1,2021
127152,6200312677,13442,мои,1,2021
120295,6182763001,13498,aja,3,2021
108072,6138711750,13409,gg,3,2021
106547,6132516283,13409,missclicked,1,2021
137176,6240449692,13442,доярка,1,2021
171669,6322597882,13741,one,1,2021
126641,6198780936,13430,gg,6,2021
4952,6376028755,13754,gwr,2,2022
156814,6289600851,13756,glhf,2,2021
118649,6179069927,13442,увидел,1,2021
108933,6144355854,13442,сказали,1,2021
128210,6202339461,13552,nevermine,1,2021
136934,6239135272,13567,both,1,2021
164030,6294744336,13725,сори,1,2021
102706,6124169600,13404,sorry,1,2021
96696,6106123964,13268,gg,2,2021
106519,6132516283,13409,by,1,2021
163100,6294595826,13725,idi,1,2021
122017,6188563559,13430,si,1,2021
4440,6373515609,13690,ez,1,2022
16041,6433150596,13379,gygy,1,2022
137665,6243305789,13581,the,1,2021
126636,6198778036,13442,ск,1,2021
171006,6319279844,13713,robotico,1,2021
18293,6441784599,13926,u,1,2022
163394,6294632033,13725,bane,13,2021
132458,6215630483,13443,sry,1,2021
128855,6203850854,13430,reset,1,2021
112031,6158879676,13478,everywher,1,2021
136943,6239228226,13567,g,2,2021
122517,6189886569,11912,marmita,1,2021
124319,6193800966,13498,game,1,2021
104458,6128018143,13404,-,1,2021
152707,6286194675,13528,you,1,2021
171790,6322716567,13741,orange,1,2021
150718,6285123657,13756,tyty,1,2021
116425,6173655823,13446,ta,1,2021
174427,6332819914,13809,gg,3,2021
19093,6444096900,13877,sry,2,2022
111118,6155150715,13446,tooez,1,2021
174508,6333099631,13809,gege,2,2021
99432,6114685634,13301,cari,2,2021
108710,6143408149,13442,g,2,2021
19215,6444293500,13877,terchies,1,2022
160978,6294432517,13725,чувака,1,2021
161065,6294437938,13725,h,1,2021
652,6358558330,13754,hahahahahahaha,1,2022
104250,6127359114,13379,ty,1,2021
10944,6407205321,13894,lah,1,2022
120090,6182382182,13498,baby,1,2021
151441,6286015525,13714,legendario,1,2021
9561,6398540807,13877,sec,1,2022
9120,6395395154,13379,ggs,1,2022
103894,6125996184,13403,g,1,2021
173973,6330680165,13804,hfhf,1,2021
135833,6233888797,13537,xd,1,2021
150899,6285366186,13690,пиши,2,2021
165828,6298901499,13690,прарин,1,2021
148507,6283038053,13622,coach,1,2021
157979,6292549271,13756,begins,1,2021
13245,6420663364,13940,my,1,2022
105672,6130639720,13442,lags,1,2021
15603,6431499242,13877,go,1,2022
119475,6181041974,13498,not,1,2021
146406,6279194353,13689,если,1,2021
96988,6107340881,13409,glhf,1,2021
118153,6178167804,13446,gg,2,2021
114416,6168914620,13430,feel,1,2021
18681,6442911397,13877,gg,2,2022
148796,6283182424,13756,hate,1,2021
14348,6424414866,13894,high,1,2022
173314,6327133314,13682,bie,1,2021
1319,6361389582,13741,g,5,2022
98666,6112685299,13379,hf,1,2021
12019,6414211450,13379,lopendo,1,2022
143824,6267832059,13659,daya,1,2021
9808,6400275690,13379,gg,4,2022
159907,6294361599,13725,вам,2,2021
148030,6282872024,13742,g,5,2021
108913,6144178956,13379,ggwp,1,2021
106074,6131380058,13286,pada,2,2021
15180,6429383124,13894,reid,1,2022
151364,6286015525,13714,cuento,1,2021
130837,6211590343,13379,hfhf,1,2021
120183,6182620459,13498,so,1,2021
132268,6215123226,13443,gege,1,2021
136587,6237033408,13537,saave,1,2021
139619,6251409963,13567,gl,2,2021
165369,6296552913,13690,чисто,1,2021
166207,6300364654,13690,без,1,2021
145754,6277117934,13622,wait,1,2021
141683,6258932009,13659,g,5,2021
165397,6296847273,13725,bratha,1,2021
111124,6155255346,13371,gwr,2,2021
173614,6327991506,13379,rd,1,2021
127128,6200235868,13442,правильно,1,2021
15332,6430165056,13877,gg,2,2022
173972,6330680165,13804,glhf,1,2021
145976,6277799607,13442,m,1,2021
143097,6264204875,13622,gg,5,2021
158675,6292992988,13725,меня,1,2021
115856,6172166625,13442,капитана,1,2021
16350,6434172663,13940,raedy,2,2022
19009,6444048069,13896,it,3,2022
8656,6392615855,13876,bug,1,2022
150781,6285280455,13756,hf,2,2021
152090,6286088259,13714,ni,1,2021
126918,6199980638,13442,овсе,1,2021
137848,6244224524,13528,hopefully,1,2021
169397,6313512308,13774,loss,1,2021
175200,6336948043,13690,не,1,2021
157063,6290189721,13379,ping,3,2021
12447,6417247003,13613,sleep,1,2022
17284,6437211562,13826,gatsad,1,2022
14417,6424584924,13379,sec,1,2022
96845,6106713830,13393,con,1,2021
150965,6285470664,13379,hf,1,2021
122266,6189637059,13442,в,3,2021
145846,6277428180,13676,g,2,2021
14081,6424138789,13940,tyt,1,2022
144350,6269541186,13442,вы,1,2021
174263,6331575000,13748,ran,1,2021
125689,6197438027,13442,gg,2,2021
13801,6422846186,13940,sry,1,2022
139000,6249335682,13567,sry,1,2021
162623,6294556914,13725,go,1,2021
159635,6294359459,13725,esli,1,2021
153475,6287603259,13740,sec,1,2021
142674,6262508718,13659,stop,1,2021
110740,6153485053,13446,issues,1,2021
116673,6174312650,13430,groups,1,2021
138470,6247987920,13499,sup,1,2021
162822,6294558489,13725,просто,2,2021
96803,6106467149,13309,cant,1,2021
17423,6437361563,13877,gg,2,2022
156112,6289210225,13714,g,2,2021
129695,6206002330,13442,выплачивает,1,2021
150423,6284683053,13742,quals,1,2021
5607,6379341459,13741,gg,8,2022
150130,6284662753,13742,tsh,1,2021
105393,6129879012,13409,primes,1,2021
173543,6327583949,13690,g,3,2021
137767,6243611299,13442,gg,1,2021
111723,6158211970,13446,my,1,2021
174115,6331166628,13690,вас,1,2021
156012,6289200909,13714,oba,1,2021
120790,6184237996,13430,cannot,1,2021
157473,6291321523,13509,priority,1,2021
176705,6349685977,13816,glgl,1,2021
170677,6317948001,13742,waiot,1,2021
15269,6429705677,13877,gg,2,2022
135152,6229797632,13596,lang,1,2021
101119,6120950475,13409,darararawet,1,2021
110723,6153147424,13404,прописал,1,2021
8374,6390749863,13876,mars,2,2022
9990,6401225757,13886,glgl,1,2022
113996,6167292792,13478,remaking,1,2021
143335,6265212216,13379,g,1,2021
8759,6393008212,13754,night,1,2022
97914,6110217844,13286,mode,2,2021
119124,6180568063,13442,g,8,2021
160405,6294369751,13725,бывает,1,2021
1823,6362760250,13709,penalty,1,2022
96324,6104710800,13320,me,1,2021
120494,6183038023,13442,zaplatil,1,2021
126087,6198328531,11912,mozinha,1,2021
120482,6183038023,13442,mujiki,1,2021
138414,6247538026,13567,min,1,2021
161361,6294459151,13725,tango,1,2021
112916,6162509804,13446,ser,1,2021
131768,6213019393,13256,xd,1,2021
158973,6293140373,13725,пересоздают,1,2021
152094,6286088259,13714,o,1,2021
116410,6173655823,13446,msm,1,2021
114842,6169632201,13379,gg,4,2021
114724,6169617852,13446,grupo,1,2021
165011,6295881116,13690,зависимости,1,2021
96622,6105994354,13335,sry,1,2021
165575,6297744103,13690,скорее,1,2021
166847,6303540676,13710,gg,2,2021
127787,6201347330,13442,g,1,2021
123336,6191907704,13442,и,1,2021
12241,6415967823,13379,we,1,2022
153154,6286332764,13714,sec,1,2021
10146,6402465417,13877,пп,1,2022
2201,6364488361,13690,g,3,2022
145989,6277958067,13442,gg,2,2021
4545,6374036150,13741,yjes,1,2022
135727,6233731745,13537,come,1,2021
103878,6125983987,13404,vse,1,2021
139193,6250314847,13659,sry,1,2021
101673,6122400468,13286,why,1,2021
7619,6388655413,13754,morning,2,2022
137999,6245056953,13509,enjoy,1,2021
158092,6292549271,13756,resume,1,2021
109180,6145081552,13431,mic,1,2021
163323,6294628572,13725,kushat,1,2021
17905,6439849127,13926,hf,2,2022
114042,6167754488,13442,rdy,1,2021
105800,6131281503,13286,dulu,1,2021
164301,6294908759,13725,gg,3,2021
108984,6144409134,13442,пудочка,1,2021
140306,6254310462,13567,ekhtar,2,2021
9146,6395565788,13877,g,3,2022
172584,6325207831,13752,coming,1,2021
2936,6368154987,13690,понял,1,2022
129139,6204906609,11912,ta,1,2021
152298,6286094467,13714,medio,1,2021
112328,6160343997,13442,gg,2,2021
170752,6318278621,13379,pentalty,1,2021
113885,6166512535,13379,gg,6,2021
157725,6292041530,13379,ааахахахах,1,2021
170902,6318787965,13690,reconnect,1,2021
167821,6307561877,13742,g,10,2021
11594,6410805998,13379,кто,1,2022
4853,6375269958,13713,gg,1,2022
166846,6303509990,13690,gg,1,2021
100198,6117182625,13268,п,1,2021
12845,6419206296,13894,g,4,2022
120615,6183501568,13442,матч,1,2021
172390,6324994937,13752,ready,1,2021
121116,6185032854,13498,era,1,2021
169203,6312572607,13690,gg,3,2021
11923,6413996985,13877,gg,3,2022
170566,6317690790,13712,sus,2,2021
102684,6124168180,13404,гг,1,2021
107268,6134650615,13403,g,1,2021
123595,6192400398,11912,mais,1,2021
15266,6429673346,13939,want,1,2022
159974,6294361599,13725,раньш,1,2021
118476,6178591060,13430,see,1,2021
8745,6393004100,13716,hf,1,2022
109717,6147274338,13404,g,2,2021
164370,6294925212,13725,тильтит,1,2021
144522,6270305399,13622,gg,1,2021
150598,6284851613,13742,ok,1,2021
120584,6183326846,13442,сенкс,1,2021
164931,6295777810,13509,gl,1,2021
110174,6149898617,13442,у,1,2021
16114,6433522900,13379,disc,5,2022
121340,6185694986,13498,haha,1,2021
160167,6294364770,13725,ez,1,2021
149359,6283453275,13740,gg,6,2021
117145,6175095610,13446,gl,2,2021
115971,6172462182,13446,sos,1,2021
128928,6204056630,13430,mouse,1,2021
174477,6333032750,13379,понял,1,2021
161946,6294496930,13725,правила,1,2021
174266,6331650110,13710,dc,1,2021
111317,6155931791,13443,klidn,1,2021
120376,6182813481,13430,k,1,2021
18484,6442416698,13896,has,1,2022
114367,6168803900,13430,syaing,1,2021
112069,6158879676,13478,wtf,2,2021
131517,6212812115,13587,shodin,1,2021
100614,6118819596,13393,hola,1,2021
96286,6104618714,13320,player,1,2021
149217,6283447204,13740,lag,2,2021
133489,6220167746,13528,g,2,2021
109844,6147889699,13409,right,1,2021
171121,6319714115,13690,готовы,1,2021
119061,6180475828,13442,такое,1,2021
141869,6259462168,13442,mujiky,1,2021
147160,6280862182,13689,мы,2,2021
136346,6235899681,13537,gwr,2,2021
160369,6294367488,13725,нас,1,2021
98211,6110488684,13301,indopride,1,2021
17975,6440415103,13961,again,1,2022
14937,6427821681,13826,y,1,2022
118729,6179447399,13379,further,1,2021
106079,6131380058,13286,wp,1,2021
169221,6312718198,13690,g,2,2021
164983,6295881116,13690,wp,1,2021
129844,6206338514,13442,можем,1,2021
488,6357032955,13690,кого,1,2022
109980,6148545896,13378,hf,1,2021
157323,6291011854,13768,gg,4,2021
151306,6286013741,13714,hacker,1,2021
141873,6259462168,13442,xd,1,2021
115508,6696977214,14417,good,1,2022
41945,6511281967,14050,id,1,2022
51175,6540889154,13877,one,1,2022
106516,6677008237,14426,gwr,2,2022
32575,6478204697,14050,try,1,2022
111045,6686490255,14200,g,3,2022
103591,6671807972,14389,gg,3,2022
112610,6690272892,14373,rdy,1,2022
118869,6705759433,14451,dildo,4,2022
100769,6669890340,14389,ckckckckck,1,2022
61961,6566160153,14198,tirar,1,2022
90506,6637256627,14200,gods,1,2022
73537,6603009816,14200,sry,1,2022
110588,6684633159,14401,gg,4,2022
20482,6449157007,13978,after,1,2022
77730,6614488239,14284,gg,1,2022
41329,6508714434,14105,gege,1,2022
52139,6544090690,14132,admin,1,2022
66273,6581717616,14200,otduwi,1,2022
110440,6684339745,14200,perviy,1,2022
63310,6570391220,14173,glhf,2,2022
50281,6538010321,13985,apa,1,2022
43424,6516198301,14067,dc,1,2022
31201,6472333310,14066,ty,1,2022
29676,6468209263,13924,berjuang,1,2022
60305,6562710412,14168,gl,1,2022
94798,6652608810,13379,happened,1,2022
49770,6537204891,14148,hf,1,2022
104952,6674015610,14200,нинфав,2,2022
79943,6619141184,14220,kilala,1,2022
41778,6511202440,14051,gg,5,2022
32062,6477115987,14041,cosplay,1,2022
51339,6541849941,14121,gg,7,2022
60063,6562399525,14168,chera,1,2022
87159,6631514859,14284,gg,1,2022
25835,6460765235,13952,g,1,2022
19825,6446312234,13924,mantap,1,2022
29648,6468041219,13877,gg,2,2022
86229,6629849496,14266,garnus,1,2022
45146,6522133429,14068,discord,1,2022
104440,6672375265,14323,ok,1,2022
116041,6697751500,14200,ты,1,2022
60794,6563750503,14166,noisy,1,2022
49765,6537198657,14121,wroln,1,2022
94135,6650076025,14200,loss,1,2022
118293,6704167882,14451,shob,1,2022
86523,6629979886,14266,kati,3,2022
55587,6552265481,14166,picker,1,2022
51984,6543625382,13877,rdy,1,2022
35160,6488275061,13924,gg,4,2022
60072,6562399525,14168,dont,1,2022
45646,6523601503,14068,noa,1,2022
47448,6530211447,13997,u,3,2022
27587,6464102913,13980,lag,1,2022
75836,6609528947,14298,wp,1,2022
94919,6653200669,14299,ta,1,2022
73847,6604244621,14200,он,1,2022
39554,6500920519,13924,bengong,1,2022
97556,6662830524,14376,это,1,2022
119093,6706919611,14448,wait,1,2022
34247,6483895273,14052,draft,1,2022
97637,6662943823,13985,wkwk,1,2022
22561,6453769339,13981,ggwp,1,2022
31839,6475843622,13826,xd,1,2022
119215,6707327133,14451,ajk,1,2022
84107,6625422749,14259,g,1,2022
84194,6625502998,13379,вы,1,2022
100652,6669686291,14105,sry,1,2022
27379,6463625749,14010,gg,5,2022
110944,6686081858,14323,gg,3,2022
43219,6515074121,13379,pause,5,2022
74570,6607134303,14200,и,1,2022
109561,6682468257,14389,gg,1,2022
109120,6681772688,14401,окей,1,2022
27023,6462527555,14015,gop,1,2022
97102,6661540625,14295,sec,2,2022
58962,6560671974,14192,wait,1,2022
74028,6605242904,14298,g,3,2022
88957,6634676571,14279,the,3,2022
71636,6595143907,14166,polaris,1,2022
81108,6620556150,14296,hf,1,2022
113245,6691953594,14373,crash,1,2022
28801,6466339535,13952,wait,2,2022
115603,6697116723,14456,manda,1,2022
42604,6512758498,14088,fair,1,2022
69535,6588460806,14015,g,3,2022
20117,6447615794,13924,untuk,2,2022
41282,6508543863,14105,gg,1,2022
37545,6494461946,14054,tay,1,2022
118681,6705654639,14451,chih,1,2022
71925,6596527480,14200,с,1,2022
114348,6693693270,14440,gg,2,2022
96443,6659468000,14271,hf,2,2022
101319,6670287920,14391,g,2,2022
21795,6452641390,13896,gg,5,2022
112019,6688985792,14401,how,3,2022
66953,6585370747,14223,mundo,1,2022
109808,6682608682,14371,vs,1,2022
83036,6623706234,14284,b,1,2022
71159,6593454661,14188,zo,1,2022
32042,6477044720,13754,g,2,2022
29203,6467568261,14066,mkamang,1,2022
115180,6695598933,14417,gg,4,2022
74493,6607047947,14234,shu,1,2022
53966,6548392934,14192,for,1,2022
43312,6515779851,14088,g,2,2022
55397,6551901755,13379,ez,1,2022
59716,6561839869,14148,kalo,1,2022
62748,6567920917,14173,gl,4,2022
88498,6634201738,14278,hf,1,2022
89336,6635096453,14281,gg,7,2022
68883,6587036568,14166,hf,2,2022
64812,6576773446,14200,nezt,1,2022
88526,6634233106,14270,gg,7,2022
34253,6483895273,14052,gg,7,2022
96743,6660880450,14200,gg,4,2022
50257,6537916051,13877,vot,1,2022
115332,6696236458,14401,sad,1,2022
97101,6661540625,14295,rdy,1,2022
69105,6587626475,14166,sry,3,2022
66226,6581703189,13924,roshan,1,2022
81804,6621559860,14299,texas,1,2022
38985,6499460504,13877,gg,3,2022
116350,6698297745,14417,its,1,2022
119009,6706472621,14448,g,13,2022
108656,6681107819,14200,sec,1,2022
73910,6604303210,14200,сильный,1,2022
75219,6608599091,14204,g,5,2022
50047,6537516670,13877,всегда,1,2022
60977,6564054790,14168,next,1,2022
92526,6642649374,14259,страницу,1,2022
98329,6664735839,14376,glgl,1,2022
80192,6619207336,13379,ez,1,2022
112447,6689501037,14200,зп,1,2022
117284,6702163546,14401,gg,3,2022
114417,6693796391,14417,mic,1,2022
19974,6447181649,13809,g,4,2022
74094,6605641420,14204,game,1,2022
45395,6522933820,14053,all,1,2022
68975,6587266168,14224,jiayou,1,2022
114081,6693113585,14401,go,1,2022
67479,6585422707,14223,gl,2,2022
97392,6662507031,14295,gg,4,2022
48818,6534339428,14068,spare,1,2022
113801,6692522193,14440,g,1,2022
62129,6566627889,14173,hf,3,2022
85752,6628828351,13379,gucci,1,2022
82764,6623571866,14322,bno,1,2022
76604,6611198123,14296,xd,1,2022
65803,6580028681,13979,here,1,2022
33869,6483027542,14068,lol,1,2022
39802,6501462527,14053,spam,1,2022
61599,6565677254,13379,gg,3,2022
85951,6629300799,14281,him,1,2022
19932,6446922395,13940,pog,1,2022
117423,6703183875,14471,g,5,2022
79241,6617479089,14200,проявите,1,2022
52824,6545946129,14166,ench,1,2022
73552,6603144627,13379,sry,1,2022
105607,6674822073,14389,gg,4,2022
73259,6601575072,13979,kallis,1,2022
28522,6466063930,13952,all,1,2022
96672,6660479241,14281,move,1,2022
60896,6563907666,14168,miposhka,1,2022
34852,6486876399,13877,выших,1,2022
97244,6662225139,14286,wtf,1,2022
79141,6617382886,14248,shishi,1,2022
43919,6517968212,13877,reason,1,2022
80602,6619624741,14278,please,1,2022
99834,6668114169,14389,se,1,2022
93806,6648612427,14200,фпс,1,2022
115269,6695880151,14438,bro,1,2022
58281,6559325031,14192,gg,5,2022
24248,6456683922,13981,oo,2,2022
33852,6483027542,14068,hand,1,2022
108374,6680368277,14200,g,3,2022
109990,6682952968,14389,alg,1,2022
37125,6492680088,14054,gwr,1,2022
66464,6582993789,14200,го,1,2022
108759,6681273817,14200,гг,1,2022
21043,6450921480,13379,все,1,2022
42253,6511611444,14067,dami,1,2022
83534,6624106065,14164,g,2,2022
101823,6670790266,14389,desvendar,1,2022
19453,6445561895,13965,mid,1,2022
43623,6516477136,14067,wait,2,2022
49216,6535631043,14148,g,1,2022
43611,6516477136,14067,po,3,2022
61543,6565508734,14200,gg,2,2022
84490,6625906267,14164,rr,1,2022
36045,6489796314,14067,the,1,2022
54897,6549642781,14138,gg,3,2022
82102,6622240193,14295,wp,1,2022
75223,6608631263,14105,g,2,2022
39539,6500885633,13379,y,1,2022
37971,6495768520,14088,bro,1,2022
37853,6495313147,14051,gg,3,2022
88140,6633430875,14299,ya,2,2022
19751,6446167703,13940,tmr,1,2022
88704,6634315346,14164,smenete,1,2022
89976,6636294367,14164,pishesh,1,2022
50916,6539253696,13877,туда,1,2022
46465,6526721425,14067,ahahhhaha,1,2022
112241,6689088216,14200,hi,1,2022
76283,6610520098,14284,shi,1,2022
110146,6683502439,14200,пп,1,2022
102201,6670810574,14389,gg,4,2022
69118,6587630385,14200,пп,2,2022
104545,6672535468,14406,g,2,2022
58856,6560507353,14200,np,1,2022
27007,6462524644,13981,being,1,2022
62322,6566948136,14200,вас,1,2022
24802,6458208154,13896,gwr,1,2022
107619,6678511020,14371,ovo,1,2022
61128,6564728484,14198,no,2,2022
81221,6620655377,14200,tak,1,2022
32309,6477315414,13877,собрались,1,2022
86452,6629930638,14200,wp,1,2022
117905,6704051894,14451,it,2,2022
37171,6492843540,13379,lags,1,2022
28929,6466461810,13877,reason,1,2022
87430,6632423467,14105,gg,1,2022
32113,6477188804,13877,п,1,2022
63435,6571066499,14200,haha,1,2022
109146,6681902461,14389,crash,1,2022
95713,6656605582,14280,feeling,1,2022
102936,6671708331,14389,нет,1,2022
52268,6544090690,14132,крид,1,2022
75427,6608963575,14284,gg,1,2022
35457,6488626912,13877,sorry,1,2022
93881,6649042352,13379,sek,1,2022
37014,6492356795,13754,wth,1,2022
80854,6620150610,14281,gg,3,2022
94031,6649813455,14270,daw,1,2022
90950,6638824460,14200,hf,1,2022
111594,6687761747,14130,gg,2,2022
104853,6673825448,14371,guys,1,2022
89975,6636294367,14164,petichka,1,2022
23327,6455924838,13379,happened,1,2022
112845,6690777541,14130,gwr,1,2022
43744,6516840089,14052,move,1,2022
95519,6656205861,14298,gl,2,2022
44245,6519067507,14050,every,1,2022
92332,6641536314,14295,lags,1,2022
111923,6688827822,14323,lag,1,2022
93695,6648306046,14200,работы,2,2022
25813,6460731632,13952,were,1,2022
30397,6470519987,14066,tok,1,2022
46724,6527446160,13379,mins,1,2022
115266,6695717681,14417,sec,1,2022
83103,6623755047,14284,baobao,1,2022
41605,6510292629,13877,gg,4,2022
108745,6681223507,14200,gg,3,2022
32846,6478786813,13957,gg,3,2022
87499,6632523194,14311,settings,1,2022
