no,match_id,leagueid,key,value,data_year
67651,6585494681,14223,sry,1,2022
73727,6604104715,14188,players,1,2022
43713,6516766610,13979,r,1,2022
88060,6633311469,13379,unreal,1,2022
33303,6481352790,14022,lomicakes,1,2022
116114,6697809980,14469,dpt,1,2022
44469,6520006374,14053,gg,5,2022
83296,6623853673,14284,gg,1,2022
72488,6599223204,14188,hf,1,2022
40274,6503273223,13826,gl,2,2022
39100,6499792966,14052,please,1,2022
52057,6543903088,13379,glhf,1,2022
97606,6662912149,14376,ohh,1,2022
85075,6627428387,14304,люблю,1,2022
97395,6662507031,14295,lag,1,2022
34446,6485324053,13877,gege,1,2022
43505,6516332298,14054,gwr,5,2022
118484,6704810027,14469,sana,1,2022
37496,6494370147,13957,lilibre,1,2022
35198,6488320727,14053,rofl,1,2022
54646,6549067493,14166,u,1,2022
23743,6456472120,13572,g,2,2022
19415,6445410685,13940,here,1,2022
72346,6598391558,13379,ggwp,1,2022
56618,6555237403,14192,discord,1,2022
32973,6479902363,14022,again,1,2022
94250,6650576460,14281,turns,1,2022
42190,6511506265,14054,you,1,2022
64998,6577452546,14256,bum,2,2022
70289,6590263777,14200,gg,1,2022
59475,6561274569,14168,rage,1,2022
83498,6624055789,14304,з,1,2022
21340,6451301278,13985,sry,2,2022
117975,6704055350,14451,raison,2,2022
114937,6695228892,14200,sry,1,2022
41858,6511281967,14050,could,3,2022
29208,6467568962,14066,bro,4,2022
92350,6641666083,14295,g,1,2022
88112,6633430875,14299,negligencia,1,2022
52973,6546264309,14166,g,3,2022
100488,6669163897,14367,froze,1,2022
33109,6480213413,14067,headset,1,2022
80452,6619311561,13379,kys,1,2022
74435,6606968050,14200,gg,5,2022
65002,6577506317,14256,f,1,2022
49427,7069724189,15134,ok,1,2023
141945,6793834549,14552,jk,1,2022
151175,6871057370,14751,тех,1,2022
40435,7046889228,14894,g,2,2023
132575,6755519051,14539,gg,1,2022
44964,7059357922,14783,descuento,1,2023
37510,7037754399,15074,mic,1,2023
46529,7063364998,14783,a,1,2023
52788,7077119835,14998,gg,5,2023
34688,7031789668,14915,gg,1,2023
161961,6917594574,14854,halimaw,1,2022
24425,7010182855,14928,ping,5,2023
7456,6973997677,14893,lag,1,2023
44507,7058389786,15125,left,3,2023
120482,6708899509,14451,of,2,2022
11649,6982884533,14753,new,1,2023
141329,6791048558,14623,gg,1,2022
152139,6878743126,14747,time,2,2022
192,6949279807,14913,see,1,2023
44359,7058177429,14894,gg,5,2023
163310,6922555938,14898,be,1,2022
150281,6867781581,14749,g,3,2022
143424,6799453845,14642,eskt,1,2022
131201,6744025086,14571,oq,1,2022
129676,6737321233,14493,es,1,2022
160305,6911129610,14778,para,1,2022
28717,7019243431,14999,xlr,1,2023
149770,6864398715,14130,gg,4,2022
38871,7043107030,15057,черному,1,2023
13862,6988791218,14960,gwr,1,2023
141778,6792902862,14630,greek,1,2022
132062,6749418890,14332,friends,1,2022
151339,6873835051,14717,musem,1,2022
160063,6910896535,14848,duud,1,2022
21078,7003224878,14894,gg,4,2023
125835,6723913632,14457,ноуу,1,2022
119825,6708125292,14471,leaf,1,2022
129648,6737072070,14486,r,2,2022
20148,7000378421,14565,бы,1,2023
145146,6809858739,14268,redy,1,2022
38359,7040244330,15059,g,2,2023
49960,7070135472,15086,cheaters,1,2023
160794,6912485616,14854,mo,2,2022
149765,6864332666,14749,xx,1,2022
28054,7017779522,14659,gg,2,2023
52212,7075183421,14915,dc,1,2023
20442,7001431916,14972,boys,1,2023
155587,6896338681,14778,parkito,1,2022
151984,6878603439,14690,gwr,1,2022
135160,6771717288,14582,kale,1,2022
160072,6910896535,14848,mangonud,1,2022
145646,6816053866,14679,ps,1,2022
147448,6851559415,14690,gwr,10,2022
127587,6728474752,14200,можешь,1,2022
9755,6978600067,14959,gg,3,2023
28838,7019651709,15035,pure,1,2023
7766,6974577420,14845,x,1,2023
139554,6782956831,14603,gwr,2,2022
31475,7024778908,15042,в,3,2023
53012,7077703611,15085,unpasue,1,2023
134247,6767172113,14474,no,1,2022
31556,7024778908,15042,ответ,1,2023
122561,6716218853,14130,big,1,2022
131839,6747863614,14569,glhf,1,2022
53134,7078334849,14915,who,1,2023
18026,6994872053,14892,gl,2,2023
18113,6995106794,14972,стримера,1,2023
34571,7031504103,14565,him,1,2023
127379,6727324283,14451,this,1,2022
44863,7059116832,14783,gg,1,2023
143219,6798218564,14630,glgl,1,2022
8489,6975811874,14959,да,1,2023
43480,7057025600,12903,эхх,1,2023
43039,7056892989,14691,stay,1,2023
127023,6726471864,14200,п,1,2022
31021,7024377571,14928,teamspeak,1,2023
158962,6908047272,14751,официалке,1,2022
7947,6975062315,14565,понимать,1,2023
22876,7006304255,14999,ok,1,2023
5555,6971227461,14960,just,1,2023
15027,6990425994,14949,khu,1,2023
47164,7065799100,14659,wp,2,2023
128801,6732467836,14547,могут,1,2022
49522,7069805273,14915,again,1,2023
142604,6795772974,14642,micro,1,2022
3454,6964465573,14927,glhf,1,2023
120117,6708796127,14451,guys,1,2022
141282,6790658300,14130,i,1,2022
137545,6777749126,14130,glhf,2,2022
52600,7076213391,14894,lag,1,2023
5844,6971578965,12903,драфтах,1,2023
48267,7068313925,14915,game,1,2023
30362,7023122938,15035,love,1,2023
35238,7033079461,14915,wc,1,2023
121795,6712748996,14471,trying,1,2022
45938,7061612204,14691,gg,3,2023
872,6954010533,14565,g,2,2023
43727,7057189996,12903,иди,1,2023
16955,6992737631,14894,wp,3,2023
5078,6969781656,14858,gg,5,2023
132042,6749412053,14332,anything,1,2022
129203,6734196410,14332,win,1,2022
49099,7069162648,14659,gg,2,2023
8412,6975728993,14659,g,2,2023
153966,6889278309,14717,g,2,2022
143312,6798951419,14373,try,1,2022
155397,6896072386,14778,media,1,2022
159716,6909820617,14130,lets,1,2022
162748,6920162602,14852,g,7,2022
22417,7005726986,14922,b,1,2023
23255,7007513005,15021,about,1,2023
2802,6962270377,14565,ok,1,2023
164812,6928973933,14854,next,1,2022
22445,7005726986,14922,sec,1,2023
134253,6767206512,14373,gg,2,2022
30662,7024241320,14565,g,4,2023
150257,6867501967,14130,lags,1,2022
49251,7069360308,14915,g,1,2023
31020,7024377571,14928,ms,1,2023
3024,6963195177,14659,g,2,2023
145,6949083768,14565,истории,1,2023
15723,6990871157,14949,oke,1,2023
138985,6781462661,14623,ggwp,1,2022
50269,7070580147,15122,hf,1,2023
52928,7077588413,15118,gg,4,2023
42575,7054912913,14659,gg,1,2023
7829,6974795047,14858,gg,4,2023
9138,6977126771,14894,min,1,2023
150047,6866047968,14130,glhf,1,2022
160977,6912958340,14848,glgl,1,2022
26445,7014462110,15021,s,1,2023
32248,7025490759,14659,wp,1,2023
14111,6989077079,14949,lite,1,2023
46366,7062455956,15140,gg,4,2023
51203,7072687996,14783,gl,1,2023
48336,7068334742,12903,на,1,2023
119974,6708623583,14200,g,2,2022
8013,6975146878,14886,cara,1,2023
145395,6811058155,14268,hfhf,1,2022
2894,6962861210,14870,all,1,2023
48000,7068051932,12903,nas,1,2023
1398,6956677789,14850,yes,1,2023
31311,7024541491,14565,wp,1,2023
148818,6857304643,14608,why,1,2022
47720,7067837083,12903,с,1,2023
162129,6918513814,14852,g,6,2022
19671,6999412603,14928,wu,1,2023
16683,6992528396,12903,тожи,1,2023
10523,6980475543,14565,альо,1,2023
165803,6940254189,14878,lags,1,2022
133869,6763284976,14574,wp,1,2022
139802,6784147165,14552,glhf,1,2022
161599,6915861144,14854,lapiz,1,2022
19870,6999649610,15021,gl,1,2023
119932,6708289529,14200,у,1,2022
51342,7072990247,15085,guys,1,2023
13160,6986648325,14892,no,1,2023
152824,6882320917,14778,glhf,1,2022
7471,6974032788,14893,hf,2,2023
39526,7045500138,12903,осуждаю,1,2023
7178,6973728483,14565,украли,1,2023
128522,6731652193,14200,hf,1,2022
30591,7023963754,15034,wp,1,2023
160896,6912549038,14854,hf,2,2022
134852,6770255009,14582,g,8,2022
31163,7024435569,12903,вас,1,2023
13060,6986464599,14892,gwr,1,2023
143919,6805819249,14679,minute,1,2022
14521,6989406315,14998,xd,2,2023
33753,7029385883,15089,ok,1,2023
27725,7016734566,15018,gwr,1,2023
49188,7069265048,15125,glhf,1,2023
158281,6904596403,14751,рфрфр,1,2022
124248,6720973529,14130,y,1,2022
133852,6763284976,14574,tell,1,2022
42293,7054627385,15153,ka,8,2023
43909,7057329373,12903,как,1,2023
137125,6777114584,14609,gwr,1,2022
383,6950706227,14894,gf,1,2023
42678,7055580049,14894,g,2,2023
121043,6710389609,14130,pause,1,2022
142253,6794885183,14604,g,1,2022
17453,6993464817,14783,tan,1,2023
35742,7034977461,12903,вашей,1,2023
119453,6707371320,14200,gl,1,2022
143623,6801608074,14642,ggwp,2,2022
149216,6859231487,14608,g,2,2022
143611,6801559978,14642,gl,2,2022
161543,6915817656,14854,g,5,2022
18409,6995764109,14972,ty,1,2023
136045,6773985914,14609,mata,1,2022
154897,6894981506,14778,si,2,2022
16021,6991134673,14691,sry,2,2023
9142,6977130343,14960,ggwp,1,2023
139539,6782955729,14373,ok,1,2022
137971,6778850086,14609,just,1,2022
137853,6778644385,14552,pause,1,2022
22059,7004542588,14565,dota,1,2023
119751,6707667310,14456,xa,1,2022
22623,7006094826,14565,gg,1,2023
23895,7008818407,14953,g,3,2023
150916,6869915205,14717,pause,3,2022
146465,6827732766,14719,паузу,1,2022
46160,7062128023,14783,pause,1,2023
10202,6979043907,14845,gl,1,2023
44065,7057562336,12903,бы,1,2023
36120,7035178331,14915,reason,1,2023
3037,6963213218,14948,bato,1,2023
38464,7040673029,14915,pause,1,2023
158856,6907703694,14751,re,1,2022
127007,6726434806,14388,glhf,1,2022
162322,6918583322,14852,игре,1,2022
124802,6722069091,14200,loss,1,2022
41538,7051468960,14659,gg,1,2023
161128,6914071205,14852,xd,3,2022
15140,6990453199,14949,ahha,1,2023
132309,6751431258,14569,gg,6,2022
20371,7001297210,14565,tikitaki,1,2023
51824,7074468467,14981,eternity,1,2023
137171,6777156779,14630,shad,1,2022
128929,6732896639,14440,u,1,2022
21349,7003421130,12903,я,1,2023
132113,6749706967,14569,g,2,2022
163435,6923999061,14852,g,2,2022
43065,7056982642,14894,gg,9,2023
29632,7021205746,15042,glhf,1,2023
36855,7036472039,15067,aauda,1,2023
152268,6879987122,14778,perdi,1,2022
9346,6977817359,14691,g,1,2023
135457,6772379606,14130,сек,1,2022
27800,7017004769,14565,sec,1,2023
137014,6777033601,14603,si,1,2022
14773,6990027860,14783,gwr,1,2023
27950,7017543715,14999,sorry,1,2023
24869,7010710201,15021,gwr,1,2023
45513,7060427774,15113,gg,4,2023
38772,7042833672,15089,rdy,1,2023
23894,7008816054,14999,sec,1,2023
123327,6718818049,14471,in,1,2022
46764,7064046872,15142,duo,1,2023
143744,6803109644,14373,gg,1,2022
29438,7020905948,14928,dont,1,2023
144245,6807721747,14268,hf,1,2022
26251,7014130992,12903,оп,1,2023
45842,7061324359,15125,g,4,2023
27614,7016640967,14999,sry,1,2023
125813,6723913632,14457,g,2,2022
130397,6741597095,14571,issues,1,2022
146724,6832140410,14268,but,1,2022
49185,7069265048,15125,gg,4,2023
17022,6992828705,14858,can,1,2023
141605,6792399895,14552,g,5,2022
42664,7055495745,14894,gg,4,2023
132846,6757399908,14573,hf,1,2022
21418,7003519455,12903,его,1,2023
1570,6957724389,14894,wp,3,2023
7646,6974329362,14659,g,1,2023
143713,6802680446,14679,gg,4,2022
21979,7004403278,14659,sry,1,2023
133303,6760245964,14573,lab,1,2022
50033,7070135472,15086,turn,1,2023
144469,6808330940,14268,wp,1,2022
17215,6992828705,14858,чувствую,1,2023
6407,6971747967,14959,sec,2,2023
140274,6786993974,14630,win,1,2022
139100,6781608520,14603,kya,1,2022
152057,6878721879,14690,sorry,1,2022
31525,7024778908,15042,кстати,1,2023
18994,6997638307,14921,glhf,2,2023
31314,7024589765,14894,wp,2,2023
134446,6768112468,14332,dog,1,2022
143505,6800261528,14642,mid,1,2022
52403,7075710470,15086,sry,1,2023
137496,6777538128,14604,ei,1,2022
135198,6771820669,14474,can,1,2022
154646,6892789194,14778,katana,1,2022
123743,6719644695,14332,gg,4,2022
119415,6707348331,14451,gwr,2,2022
6265,6971724334,12903,изи,1,2023
156618,6899029136,14778,problem,1,2022
132973,6758269728,14332,forfeit,1,2022
28169,7017976623,14915,gg,1,2023
142190,6794856911,14604,мне,1,2022
164998,6929257507,14856,ужасно,1,2022
4208,6966741956,14858,hf,1,2023
159475,6909150350,14130,unpause,1,2022
17417,6993340508,14892,gg,10,2023
121340,6711596515,14200,просил,1,2022
51894,7074511546,14981,ggs,1,2023
48856,7068852387,15135,please,1,2023
141858,6793485148,14630,hf,1,2022
129208,6734206782,14493,sec,1,2022
26269,7014130992,12903,сало,1,2023
22031,7004485280,14953,g,1,2023
152973,6882720618,14751,он,1,2022
34407,7031005777,15075,gg,5,2023
133109,6758670469,14373,gg,2,2022
14371,6989293704,14998,hf,1,2023
8354,6975658467,14949,gwr,3,2023
165002,6929268783,14898,gl,2,2022
149427,7305573106,15694,lag,2,2023
75864,7132392476,12903,не,2,2023
85094,7160954937,15309,миде,1,2023
140435,7276999866,15472,gg,5,2023
66494,7108909408,15223,hf,2,2023
144964,7293111213,15213,courier,1,2023
137510,7271212850,15026,gg,1,2023
146529,7296616915,15690,gwr,2,2023
152788,7312563491,15674,ебите,1,2023
134688,7263321316,14915,ez,1,2023
95880,7183540429,15368,trying,2,2023
124425,7240143868,15486,try,5,2023
107456,7203707233,15427,gjjnbethb,1,2023
144507,7291078327,15690,gone,1,2023
54401,7080865068,15085,cringe,1,2023
111649,7212832998,14915,missclick,1,2023
75248,7130680598,15109,wp,1,2023
86058,7163431865,15382,xd,1,2023
100192,7191738761,15382,неее,1,2023
144359,7290544105,14915,gp,1,2023
97229,7186835502,15383,gg,2,2023
84200,7158620531,15351,to,1,2023
77343,7136002887,15251,gg,2,2023
65120,7106290010,14659,gg,2,2023
63595,7102649472,15196,g,2,2023
94224,7179549760,15344,сегодня,1,2023
128717,7252079540,14915,glgl,1,2023
83689,7158087355,15109,wp,1,2023
138871,7273349142,12903,час,2,2023
113862,7216612280,14915,homeless,1,2023
75697,7131918863,15249,в,1,2023
65981,7107824012,14915,to,1,2023
85258,7161139105,15374,refresh,2,2023
93982,7179355594,15310,тп,1,2023
121078,7232335535,15257,wp,1,2023
59754,7094466520,15227,v,1,2023
53744,7078914979,14753,gg,4,2023
63567,7102543840,14915,пкнеш,1,2023
120148,7230520841,14915,gg,1,2023
79065,7142013921,15251,go,1,2023
138359,7272715082,15496,сидишь,1,2023
149960,7306823759,14915,our,1,2023
94713,7180774145,15286,gg,6,2023
83684,7158079141,15374,sya,1,2023
128054,7250474440,15554,gg,4,2023
152212,7311063964,14915,gg,1,2023
120442,7231212364,15494,som,1,2023
89506,7168866314,15026,gg,2,2023
85903,7163185005,15382,тинкере,1,2023
69079,7115496899,15196,i,1,2023
93991,7179395678,15374,lag,2,2023
79565,7143520855,15251,such,1,2023
81367,7151235088,14915,ty,1,2023
61506,7099540487,12903,пп,1,2023
109755,7208549649,15382,инет,2,2023
128838,7252147873,15537,отправыляю,1,2023
107766,7204004383,15382,показывают,1,2023
73473,7126763736,14691,guys,1,2023
131475,7255133868,14915,afk,1,2023
153012,7313449339,15026,g,1,2023
68166,7113057483,14915,g,3,2023
131556,7255243691,15475,guys,1,2023
56480,7086422808,14933,gg,1,2023
65758,7107315978,15223,ez,1,2023
153134,7314308268,14915,min,1,2023
118026,7225082983,12903,за,1,2023
118113,7225113895,15109,gg,5,2023
134571,7263226141,12903,заебали,1,2023
61298,7099003748,15126,lods,1,2023
144863,7292806920,15498,ti,1,2023
77138,7135537808,15249,точно,1,2023
108489,7205659551,15352,discord,1,2023
143480,7287222974,15497,похуй,1,2023
143039,7285189511,14783,gl,1,2023
60942,7098346146,14753,we,3,2023
131021,7254087815,15213,just,2,2023
92881,7176529319,15109,wp,2,2023
107947,7204728383,15257,wp,1,2023
122876,7235241977,15257,min,1,2023
105555,7200496351,15352,gl,2,2023
115027,7218697719,14915,botrik,1,2023
147164,7298800641,15498,мен,1,2023
62720,7100895967,14659,wp,1,2023
149522,7305669534,15694,glhf,1,2023
76523,7134218283,14915,sry,2,2023
103454,7197587239,15382,висп,1,2023
54036,7079711139,15125,mic,1,2023
75201,7130601190,14915,need,1,2023
71464,7122461891,14753,el,1,2023
152600,7312184461,15674,в,1,2023
105844,7201040684,15344,lag,1,2023
148267,7302236486,14915,beer,1,2023
130362,7253806425,15537,будет,1,2023
135238,7263636420,12903,извини,2,2023
55714,7084038730,14894,gg,5,2023
145938,7294746481,12903,какая,1,2023
100872,7193127163,15352,wp,1,2023
143727,7288516214,14915,g,2,2023
116955,7222781079,15257,hf,2,2023
105078,7199776722,15375,server,2,2023
65961,7107824012,14915,gl,3,2023
63122,7101673552,14915,botra,1,2023
149099,7304318025,15610,lags,2,2023
108412,7205578462,15427,пп,1,2023
87885,7166589318,15382,стой,1,2023
77231,7135751097,15218,канзаки,1,2023
89316,7168762178,15309,выход,1,2023
93635,7178213922,14915,g,3,2023
96667,7185341586,15383,gg,3,2023
122417,7234685274,12903,прикинь,1,2023
123255,7237031610,15486,setting,1,2023
102802,7196327649,15439,gl,2,2023
98731,7188561988,15286,стас,1,2023
122445,7234685274,12903,серегга,1,2023
68172,7113057483,14915,wp,1,2023
130662,7253931818,15475,gwr,1,2023
84176,7158607137,14691,good,1,2023
149251,7304915919,14915,go,2,2023
131020,7254087815,15213,its,3,2023
103024,7196798788,15026,sryboss,1,2023
100145,7191738761,15382,вверх,1,2023
115723,7220062661,15353,v,1,2023
72904,7126015413,15026,gg,2,2023
150269,7307440320,15498,мовчи,1,2023
152928,7312911008,14915,если,1,2023
142575,7283315912,12903,пишут,1,2023
107829,7204128107,15382,спасибо,1,2023
109138,7206919496,15427,a,1,2023
83966,7158257650,14915,прошлую,1,2023
94896,7181016830,15286,gwr,1,2023
126445,7247614507,15257,well,1,2023
132248,7257269102,15495,или,1,2023
114111,7217253440,15353,live,1,2023
146366,7295926322,14915,игры,1,2023
151203,7309087176,14915,пп,1,2023
148336,7302388338,15691,gl,3,2023
53893,7079234203,15135,gg,2,2023
108013,7204839604,15366,peru,1,2023
79314,7143296793,14915,hasdhashdhhasjdhashadhshahdas,1,2023
102894,7196543727,15353,chamber,1,2023
148000,7301303661,15692,gg,4,2023
101398,7194502747,15213,of,2,2023
131311,7254792798,15534,gg,4,2023
82737,7154808618,14915,назад,1,2023
147720,7300181253,15692,ggwp,2,2023
96048,7183940265,14915,не,3,2023
119671,7229648205,14691,are,1,2023
116683,7221971912,15438,hf,2,2023
110523,7210697231,15439,gg,3,2023
99722,7191031017,15426,wp,1,2023
67788,7111897239,14933,g,2,2023
73721,7126920960,15087,you,2,2023
95518,7182603586,14691,r,1,2023
119870,7229968960,15058,problem,1,2023
53851,7079081560,14783,gg,3,2023
151342,7309450421,15693,wp,1,2023
113160,7215341696,15439,we,1,2023
86743,7164592333,12903,да,1,2023
107471,7203707233,15427,ждем,1,2023
139526,7274634986,14914,gg,3,2023
107178,7203092819,15352,gl,1,2023
62441,7100151410,14753,sec,1,2023
130591,7253806425,15537,этомс,1,2023
94815,7180962738,14915,в,1,2023
68771,7114337829,14691,gg,3,2023
131163,7254286609,15213,g,1,2023
113060,7215272159,12903,сажает,1,2023
77838,7138441739,15250,твой,1,2023
114521,7218294927,14915,pause,1,2023
133753,7261233484,15368,asking,1,2023
127725,7249735049,15475,state,1,2023
149188,7304714639,15610,glhf,1,2023
92200,7175261195,14915,lolhehe,1,2023
58167,7090676766,14915,congrats,1,2023
67771,7111652470,14691,gl,2,2023
142293,7283088517,15497,а,1,2023
143909,7289238745,14783,q,1,2023
71044,7121602112,12903,коллгеи,2,2023
100383,7191882267,15325,пп,1,2023
142678,7283468012,15497,мин,1,2023
54962,7082498710,15125,mo,1,2023
76172,7132796637,12903,hf,1,2023
117453,7223500797,15428,э,1,2023
135742,7265023165,14915,нереальный,1,2023
53372,7078479781,12903,меня,1,2023
77542,7137039779,15249,у,1,2023
83135,7156168570,15257,gg,2,2023
77530,7137033023,15026,pls,1,2023
95462,7182496638,15351,work,1,2023
118409,7225832298,14783,o,1,2023
69964,7119417942,15195,клдолун,1,2023
88816,7168029498,15382,одну,1,2023
116021,7220634367,14915,gg,2,2023
109142,7206919496,15427,pcl,1,2023
73458,7126763736,14691,eat,1,2023
71890,7123302036,15249,первые,1,2023
71772,7122969221,15249,я,3,2023
122059,7234394896,15438,the,2,2023
53670,7078839550,14753,srr,1,2023
122623,7234702322,12903,так,1,2023
123895,7238658259,15550,devil,1,2023
84835,7160281993,15365,lss,1,2023
80384,7146962471,14915,оверолл,1,2023
146160,7295150660,15257,gg,1,2023
110202,7209749762,15344,п,1,2023
144065,7289584602,15690,stonebank,2,2023
136120,7265868100,14915,was,1,2023
103037,7196858776,15026,п,1,2023
138464,7273064174,12903,может,2,2023
92775,7176037225,15365,go,1,2023
60926,7098346146,14753,sry,2,2023
96241,7184376180,15382,тут,1,2023
58721,7091573432,14659,gg,2,2023
141538,7280530603,14915,sorry,1,2023
95047,7181602104,15325,gl,2,2023
115140,7219046965,15428,сибя,1,2023
66228,7108396296,14915,извините,1,2023
120371,7230973987,14783,ok,1,2023
151824,7310574448,14915,g,3,2023
71090,7121723877,15249,gg,2,2023
62848,7101146267,15196,gl,1,2023
121349,7233417713,15213,tiene,1,2023
66032,7107997901,15138,g,3,2023
97354,7187045624,15374,genk,1,2023
143065,7285190475,14691,okay,1,2023
129632,7253440257,14915,тут,1,2023
136855,7268121764,15592,ggwp,1,2023
86187,7163987741,15383,gg,2,2023
109346,7207450267,14915,пп,1,2023
69376,7116211558,15196,glglglglglgl,1,2023
127800,7249805183,14915,play,1,2023
70933,7121580741,12903,вы,2,2023
114773,7218453356,15382,понял,1,2023
127950,7250107853,14915,profile,1,2023
124869,7241168371,14915,g,1,2023
145513,7294294469,15480,g,2,2023
138772,7273349142,12903,gg,2,2023
123894,7238632968,14915,ч,1,2023
57246,7089003900,12903,roll,2,2023
146764,7297386323,15691,off,1,2023
77663,7138083539,15109,gg,6,2023
129438,7252825213,15213,time,3,2023
78164,7139789258,15026,wp,1,2023
126251,7246844056,14915,w,1,2023
145842,7294603233,12903,lf,1,2023
127614,7249621449,15475,packetloss,1,2023
59732,7094406796,15227,чомуууууууу,1,2023
64316,7104210513,15223,игры,1,2023
80643,7147906629,14915,если,1,2023
149185,7304714639,15610,gg,4,2023
117022,7223046520,15368,sec,1,2023
75524,7131067410,15251,game,1,2023
142664,7283468012,15497,mmr,1,2023
66765,7109718393,15196,glgl,1,2023
121418,7233583912,15213,any,1,2023
101570,7194597821,15213,kngi,1,2023
107646,7203837896,15368,sry,1,2023
77632,7137823205,15257,w,1,2023
121979,7234263112,15438,glhf,1,2023
67222,7110378019,15223,все,2,2023
150033,7307142230,15694,glhf,2,2023
78388,7140360259,15257,gg,1,2023
117215,7223246807,15368,tenga,1,2023
106407,7201697162,15382,мы,1,2023
74193,7127622461,14691,ur,1,2023
73019,7126118055,15126,done,1,2023
85976,7163307245,15382,даблой-,1,2023
131525,7255194667,15495,ты,1,2023
118994,7227405926,15428,ddos,1,2023
131314,7254792846,15475,gg,3,2023
68365,7113465440,14933,hf,1,2023
77424,7136655072,15026,g,1,2023
152403,7311920802,15480,wp,2,2023
71415,7122413888,15088,me,1,2023
69117,7115615966,15196,banned,1,2023
88565,7167680176,15309,мовчки,1,2023
57662,7089842643,15135,here,1,2023
53334,7078475867,12903,со,1,2023
106265,7201625709,15382,команды,1,2023
90537,7171039837,15382,леввиииин,1,2023
66892,7109913333,12903,парни,1,2023
128169,7250672112,15475,hfhf,1,2023
76109,7132545885,15251,try,1,2023
98917,7188993707,15382,зака,1,2023
104208,7198619685,15439,gl,2,2023
93394,7177633770,15350,fan,1,2023
117417,7223492809,15537,тоже,1,2023
55259,7083292729,15199,fps,1,2023
151894,7310630375,15694,live,1,2023
148856,7304088708,15537,релогает,1,2023
75777,7132195720,15251,gl,1,2023
63127,7101719035,14933,g,1,2023
126269,7246940868,15495,women,1,2023
122031,7234277079,15494,отакот,1,2023
86892,7164917112,14691,gwr,1,2023
134407,7262798629,14915,ping,1,2023
67028,7110006506,15195,подготовь,1,2023
114371,7217867421,15428,gg,4,2023
108354,7205502505,15439,packet,1,2023
98921,7188993707,15382,мэйби,1,2023
38448,7601750841,16251,играют,1,2024
175864,7382010427,15728,gg,7,2023
185094,7428405611,15685,ugdug,1,2023
29456,7578796563,16077,bees,1,2024
166494,7350010143,12903,hu,1,2023
33985,7588982248,16079,peaceful,1,2024
26531,7570740708,16169,check,1,2024
35550,7593851142,16274,фижу,1,2024
41809,7610921462,16201,you,6,2024
23709,7566741044,16077,try,1,2024
195880,7444220636,14915,gg,2,2023
13446,7548915858,16077,why,1,2024
207456,7495440486,15971,gwr,1,2023
33528,7587371061,16079,damn,1,2024
154401,7317803728,15537,маме,1,2023
670,7521797692,15901,g,1,2024
175248,7379329073,14915,минуты,1,2023
186058,7434394880,15716,gwr,1,2023
200192,7459742972,12903,ты,1,2023
33380,7587329865,16079,game,1,2024
197229,7447881027,12903,него,1,2023
184200,7422591158,14915,game,1,2023
177343,7389363130,14691,rdy,1,2023
165120,7345813234,15661,mi,8,2023
163595,7342961097,15661,e,1,2023
194224,7440522162,15806,пп,1,2023
17738,7553087929,16140,gg,2,2024
183689,7421199576,15891,pes,1,2023
27892,7573256323,16079,its,1,2024
2883,7529693054,16053,throne,1,2024
175697,7381034018,14915,g,3,2023
165981,7348255685,15676,ggwp,1,2023
185258,7428673909,15685,shaadguma,1,2023
193982,7439603795,15909,massiel,1,2023
10099,7545665298,16077,paused,1,2024
159754,7333871106,15026,wp,3,2023
153744,7315985965,14915,g,1,2023
163567,7342926273,14783,is,1,2023
9169,7545494518,16077,your,1,2024
179065,7395666383,14915,г,1,2023
27380,7571716848,16108,g,1,2024
38981,7603524852,16251,идти,1,2024
194713,7441689022,15909,gg,3,2023
183684,7421199576,15891,may,1,2023
17075,7552579937,16140,хакода,1,2024
41233,7609508221,16201,use,1,2024
9463,7545532278,16109,gg,2,2024
189506,7436028222,15909,xd,3,2023
185903,7433282007,15898,u,1,2023
169079,7355634872,15676,gg,3,2023
193991,7439603795,15909,se,1,2023
179565,7399172497,14914,gg,4,2023
181367,7405904642,12903,g,3,2023
161506,7339579003,12903,почему,1,2023
209755,7508691676,15901,g,2,2023
17859,7553110454,16140,salon,1,2024
207766,7497780194,15898,gg,5,2023
173473,7372362693,12903,на,2,2023
20496,7557955234,16077,heroes,1,2024
42033,7611472802,16184,te,1,2024
168166,7353015514,14915,травму,1,2023
20577,7558219523,16140,gg,2,2024
156480,7326392185,15655,real,1,2023
165758,7347175766,15661,wp,1,2023
42155,7611952967,16201,gg,5,2024
7047,7540598399,15382,получаеца,1,2024
7134,7540804421,15898,gg,2,2024
23592,7566687627,16077,mins,1,2024
161298,7339539776,14915,у,1,2023
33884,7588938043,16079,it,1,2024
177138,7388694158,15716,wp,2,2023
208489,7501623467,15892,taking,1,2023
32501,7584440364,15819,g,4,2024
32060,7582806182,16059,gg,1,2024
160942,7337864710,15638,plz,1,2023
20042,7557855134,16077,crashed,1,2024
192881,7439450639,15909,reido,1,2023
207947,7499111613,15901,min,1,2023
11897,7547652005,15890,team,1,2024
205555,7486113342,15898,от,1,2023
4048,7532763833,16053,d,1,2024
36185,7595413154,15981,and,1,2024
162720,7341782095,15749,g,1,2023
38543,7601857323,16251,лесу,1,2024
176523,7384356290,15819,min,1,2023
203454,7479113156,15660,gg,4,2023
154036,7317516441,15674,вы,1,2023
175201,7379286279,15716,gege,1,2023
