no,is_pick,hero_id,team,order,ord,match_id,leagueid,data_year
460959,False,61.0,0.0,21.0,21.0,5710764689,12525,2020
493214,True,108.0,1.0,7.0,7.0,5741869784,12263,2020
498051,False,6.0,0.0,11.0,11.0,5746581226,12638,2020
495184,False,43.0,0.0,19.0,19.0,5744337480,12677,2020
400741,True,129.0,1.0,14.0,14.0,5651256319,12375,2020
454861,False,73.0,0.0,9.0,9.0,5705498987,12531,2020
426162,False,104.0,1.0,11.0,11.0,5676522339,12464,2020
449742,False,66.0,0.0,0.0,0.0,5701553949,12531,2020
494848,False,54.0,0.0,19.0,19.0,5743931245,12621,2020
448246,True,112.0,0.0,16.0,16.0,5700170071,11668,2020
478159,True,102.0,0.0,4.0,4.0,5729746642,12026,2020
429585,True,79.0,1.0,17.0,17.0,5679906874,11382,2020
494568,False,18.0,0.0,3.0,3.0,5743344246,12621,2020
442896,True,18.0,1.0,17.0,17.0,5693693147,12548,2020
466519,True,2.0,0.0,15.0,15.0,5716749728,12531,2020
463531,False,85.0,1.0,2.0,2.0,5712927039,12529,2020
457371,False,6.0,1.0,9.0,9.0,5707346631,12508,2020
446570,False,49.0,1.0,20.0,20.0,5698334608,12548,2020
414636,True,129.0,1.0,15.0,15.0,5667025172,11668,2020
420569,False,17.0,1.0,20.0,20.0,5671541834,12093,2020
442366,True,47.0,0.0,15.0,15.0,5693305654,12532,2020
466718,True,8.0,1.0,22.0,22.0,5717022144,11668,2020
400699,False,98.0,1.0,20.0,20.0,5651196568,12173,2020
498190,True,41.0,0.0,6.0,6.0,5746635405,12646,2020
460008,True,85.0,0.0,6.0,6.0,5710106923,11249,2020
433591,True,83.0,0.0,4.0,4.0,5684715695,12513,2020
454319,False,27.0,1.0,19.0,19.0,5704728805,11249,2020
486374,True,10.0,1.0,15.0,15.0,5736565843,12026,2020
454026,True,25.0,1.0,14.0,14.0,5704630364,12529,2020
409289,False,6.0,1.0,20.0,20.0,5661434612,11249,2020
477439,True,91.0,0.0,4.0,4.0,5728794521,12548,2020
441663,False,25.0,1.0,8.0,8.0,5692521421,12508,2020
415619,True,31.0,1.0,14.0,14.0,5668050792,12464,2020
478011,False,28.0,0.0,0.0,0.0,5729587686,12620,2020
459908,False,86.0,0.0,2.0,2.0,5710048571,12529,2020
424686,True,87.0,1.0,23.0,23.0,5675247393,12425,2020
461369,True,8.0,0.0,23.0,23.0,5711402573,11668,2020
480601,False,9.0,1.0,12.0,12.0,5732468552,12508,2020
474573,False,22.0,1.0,18.0,18.0,5725462017,12567,2020
496036,False,4.0,0.0,8.0,8.0,5745181202,11912,2020
439048,False,54.0,0.0,9.0,9.0,5690412262,12508,2020
405015,True,51.0,0.0,16.0,16.0,5656040444,11249,2020
414619,True,28.0,1.0,22.0,22.0,5667023624,12459,2020
489141,True,112.0,0.0,23.0,23.0,5738689960,11863,2020
490757,True,98.0,1.0,7.0,7.0,5740023546,11863,2020
417892,True,86.0,0.0,7.0,7.0,5669594951,12459,2020
447231,False,92.0,0.0,9.0,9.0,5698923381,12528,2020
489526,False,58.0,0.0,0.0,0.0,5738916063,11863,2020
401810,False,91.0,0.0,3.0,3.0,5652389792,12396,2020
423020,False,41.0,0.0,13.0,13.0,5673796399,12459,2020
464301,True,25.0,1.0,4.0,4.0,5713941365,12531,2020
482590,True,45.0,0.0,23.0,23.0,5733911309,12026,2020
400220,True,128.0,1.0,7.0,7.0,5650856599,12173,2020
424390,True,45.0,1.0,15.0,15.0,5675175806,11249,2020
429983,True,126.0,1.0,7.0,7.0,5680556826,12375,2020
424378,False,43.0,0.0,3.0,3.0,5675175806,11249,2020
442310,True,94.0,0.0,7.0,7.0,5693172834,12532,2020
465257,False,28.0,1.0,0.0,0.0,5714990432,12548,2020
416812,True,18.0,1.0,7.0,7.0,5668745160,12375,2020
435664,True,26.0,0.0,14.0,14.0,5687111709,12532,2020
462869,False,6.0,1.0,12.0,12.0,5712300201,12548,2020
455990,False,47.0,1.0,20.0,20.0,5706144294,11249,2020
420306,False,56.0,0.0,21.0,21.0,5671407695,12528,2020
418738,False,75.0,1.0,13.0,13.0,5670136161,12375,2020
418620,True,69.0,0.0,15.0,15.0,5669989457,11668,2020
468907,False,41.0,0.0,3.0,3.0,5719463509,12548,2020
400518,True,51.0,0.0,7.0,7.0,5651001214,11263,2020
469471,True,51.0,1.0,15.0,15.0,5719908002,12567,2020
470743,True,47.0,1.0,6.0,6.0,5721353146,12567,2020
431683,True,17.0,1.0,16.0,16.0,5682670773,12436,2020
427232,False,23.0,1.0,1.0,1.0,5677682568,12496,2020
493008,True,67.0,1.0,17.0,17.0,5741771684,12616,2020
457050,False,68.0,0.0,13.0,13.0,5707203674,11249,2020
490913,False,46.0,1.0,19.0,19.0,5740150056,11912,2020
482968,True,21.0,0.0,17.0,17.0,5734112401,11863,2020
449885,True,2.0,0.0,23.0,23.0,5701688972,12567,2020
485312,False,10.0,1.0,9.0,9.0,5736236873,11863,2020
439623,False,74.0,0.0,8.0,8.0,5690812855,12508,2020
407774,True,126.0,0.0,15.0,15.0,5659737070,12031,2020
443089,False,98.0,1.0,19.0,19.0,5693800565,12525,2020
405569,False,25.0,0.0,18.0,18.0,5656734434,12436,2020
488386,False,18.0,0.0,11.0,11.0,5737822427,12528,2020
441895,False,129.0,1.0,0.0,0.0,5692698820,12093,2020
461988,False,104.0,1.0,18.0,18.0,5711686953,12528,2020
413076,True,114.0,0.0,15.0,15.0,5665692587,12528,2020
467219,False,46.0,1.0,19.0,19.0,5717348354,12567,2020
498672,False,8.0,0.0,8.0,8.0,5746769626,12646,2020
417938,True,85.0,0.0,5.0,5.0,5669636431,12528,2020
409696,False,14.0,0.0,19.0,19.0,5661905374,11668,2020
468197,False,36.0,1.0,13.0,13.0,5718583102,11249,2020
412880,False,5.0,1.0,11.0,11.0,5665619776,12458,2020
444202,True,95.0,1.0,4.0,4.0,5695062234,11382,2020
489913,False,91.0,1.0,3.0,3.0,5739077992,12677,2020
476480,True,84.0,0.0,5.0,5.0,5727946687,11769,2020
483703,False,65.0,0.0,8.0,8.0,5734990958,11769,2020
433035,False,97.0,1.0,0.0,0.0,5684277620,12496,2020
456194,False,129.0,1.0,8.0,8.0,5706374725,12548,2020
416224,False,23.0,0.0,19.0,19.0,5668258744,12528,2020
474648,False,2.0,0.0,21.0,21.0,5725509906,12567,2020
417781,True,56.0,0.0,16.0,16.0,5669535641,12459,2020
461621,False,41.0,0.0,11.0,11.0,5711527968,12529,2020
474798,False,93.0,0.0,3.0,3.0,5725589590,11769,2020
471717,False,95.0,0.0,8.0,8.0,5721897133,12093,2020
492361,True,10.0,1.0,4.0,4.0,5741196339,12548,2020
485620,True,91.0,0.0,5.0,5.0,5736348161,11769,2020
470742,True,103.0,0.0,5.0,5.0,5721353146,12567,2020
404094,True,9.0,0.0,7.0,7.0,5654712781,12459,2020
493612,False,81.0,0.0,21.0,21.0,5742088297,11863,2020
424511,True,103.0,0.0,16.0,16.0,5675195819,12458,2020
476286,False,20.0,0.0,3.0,3.0,5727522909,12548,2020
425012,False,10.0,0.0,13.0,13.0,5675380797,12508,2020
473099,False,37.0,1.0,8.0,8.0,5723212278,12026,2020
492690,False,114.0,1.0,11.0,11.0,5741567177,11863,2020
474462,False,93.0,1.0,3.0,3.0,5725406488,11769,2020
406580,False,95.0,1.0,21.0,21.0,5657771104,12436,2020
411164,True,109.0,1.0,22.0,22.0,5663308906,12528,2020
427491,False,28.0,0.0,21.0,21.0,5677915878,12513,2020
496033,True,91.0,1.0,5.0,5.0,5745181202,11912,2020
463870,True,83.0,0.0,5.0,5.0,5713105663,11249,2020
422372,False,44.0,1.0,13.0,13.0,5673276543,12214,2020
489512,False,17.0,1.0,10.0,10.0,5738910185,12567,2020
413613,False,97.0,0.0,0.0,0.0,5666563671,12496,2020
468266,False,54.0,1.0,10.0,10.0,5718603832,12556,2020
448418,False,74.0,0.0,20.0,20.0,5700240411,12567,2020
454494,False,88.0,1.0,2.0,2.0,5704799932,11249,2020
424480,False,29.0,0.0,9.0,9.0,5675195171,12326,2020
468827,False,43.0,0.0,19.0,19.0,5719172639,12548,2020
414070,False,128.0,0.0,1.0,1.0,5666832527,12528,2020
496881,False,52.0,1.0,13.0,13.0,5745615114,12508,2020
425236,False,39.0,0.0,21.0,21.0,5675599731,12459,2020
464063,True,110.0,1.0,6.0,6.0,5713296306,12548,2020
453255,False,74.0,1.0,11.0,11.0,5703676718,12548,2020
421041,False,106.0,0.0,12.0,12.0,5672311842,12532,2020
419867,True,9.0,0.0,14.0,14.0,5671093562,12532,2020
432824,True,110.0,1.0,5.0,5.0,5684028311,12532,2020
478373,True,106.0,0.0,16.0,16.0,5729981250,12548,2020
465842,False,46.0,1.0,10.0,10.0,5715751843,12567,2020
478162,True,101.0,1.0,7.0,7.0,5729746642,12026,2020
415213,True,57.0,1.0,16.0,16.0,5667812185,12532,2020
424272,True,23.0,0.0,17.0,17.0,5675147496,12425,2020
499251,False,44.0,1.0,11.0,11.0,5747186409,12621,2020
418263,False,41.0,1.0,18.0,18.0,5669775928,12528,2020
415965,False,85.0,0.0,0.0,0.0,5668172243,12459,2020
435413,False,44.0,0.0,3.0,3.0,5686720051,12548,2020
404510,True,101.0,1.0,15.0,15.0,5655015486,11263,2020
400182,True,8.0,1.0,17.0,17.0,5650810323,12459,2020
453113,False,1.0,1.0,13.0,13.0,5703592507,12548,2020
437385,True,17.0,0.0,22.0,22.0,5688899042,12508,2020
413740,True,81.0,1.0,7.0,7.0,5666650346,12532,2020
475017,True,28.0,0.0,6.0,6.0,5725821929,12616,2020
422957,True,39.0,1.0,22.0,22.0,5673779334,11249,2020
445765,True,23.0,1.0,7.0,7.0,5697369726,12496,2020
451056,False,17.0,0.0,18.0,18.0,5702350140,12577,2020
440242,False,111.0,0.0,3.0,3.0,5691501153,12532,2020
464265,True,96.0,0.0,16.0,16.0,5713840064,12548,2020
402107,False,23.0,1.0,12.0,12.0,5652556260,12459,2020
498742,True,52.0,1.0,6.0,6.0,5746793189,12508,2020
495704,False,74.0,1.0,12.0,12.0,5744680636,12616,2020
422625,False,9.0,0.0,2.0,2.0,5673543558,12496,2020
409975,True,80.0,1.0,23.0,23.0,5662118156,12093,2020
473117,False,86.0,0.0,2.0,2.0,5723255179,12026,2020
468879,True,104.0,0.0,23.0,23.0,5719311104,12548,2020
433740,False,65.0,1.0,9.0,9.0,5684789196,12532,2020
481255,True,54.0,1.0,7.0,7.0,5732703401,12616,2020
413876,True,49.0,1.0,23.0,23.0,5666747818,11249,2020
461219,True,95.0,1.0,17.0,17.0,5711303748,12567,2020
455202,False,41.0,0.0,0.0,0.0,5705880942,12525,2020
445769,False,60.0,1.0,11.0,11.0,5697369726,12496,2020
90714,False,10.0,0.0,8.0,8.0,5914218900,12780,2021
17151,False,90.0,1.0,3.0,3.0,5779777036,12734,2021
26381,True,52.0,0.0,22.0,22.0,5794589347,12707,2021
81722,False,5.0,1.0,2.0,2.0,5891304238,11912,2021
7781,False,45.0,1.0,12.0,12.0,5775201417,12726,2021
86251,False,19.0,1.0,19.0,19.0,5900988694,12972,2021
78797,True,43.0,1.0,4.0,4.0,5884851360,12871,2021
87816,False,77.0,0.0,0.0,0.0,5905542044,12780,2021
94075,False,110.0,1.0,0.0,0.0,5922466758,13058,2021
75975,False,73.0,1.0,1.0,1.0,5878427528,12917,2021
37167,True,107.0,0.0,14.0,14.0,5811746368,12093,2021
65712,False,114.0,0.0,10.0,10.0,5860388471,12723,2021
48743,True,129.0,0.0,6.0,6.0,5831702527,12755,2021
85794,True,107.0,1.0,7.0,7.0,5899972903,12780,2021
501249,False,17.0,0.0,18.0,18.0,5749638828,12638,2020
52936,True,76.0,1.0,23.0,23.0,5840660943,12817,2021
16535,False,121.0,1.0,11.0,11.0,5779448727,12719,2021
27345,True,51.0,0.0,16.0,16.0,5795785100,12707,2021
41479,False,94.0,0.0,8.0,8.0,5818842575,12767,2021
85646,False,121.0,0.0,3.0,3.0,5899323354,12780,2021
38516,False,98.0,1.0,20.0,20.0,5814462409,12767,2021
25487,False,129.0,1.0,3.0,3.0,5793252291,12703,2021
18630,False,44.0,0.0,19.0,19.0,5780876587,12717,2021
6407,True,79.0,1.0,4.0,4.0,5775163843,12726,2021
4882,True,81.0,1.0,14.0,14.0,5775019847,12719,2021
35511,False,126.0,0.0,13.0,13.0,5808448530,12755,2021
70004,True,9.0,1.0,5.0,5.0,5866577606,12917,2021
24976,False,98.0,0.0,19.0,19.0,5792092279,12703,2021
80158,True,6.0,1.0,22.0,22.0,5888167785,12780,2021
55149,True,16.0,1.0,17.0,17.0,5843996121,12780,2021
16984,True,86.0,0.0,4.0,4.0,5779612514,12719,2021
7268,False,128.0,0.0,3.0,3.0,5775170716,12726,2021
26545,False,11.0,0.0,18.0,18.0,5794698508,12755,2021
35269,False,12.0,0.0,11.0,11.0,5808011343,12767,2021
62365,True,44.0,1.0,16.0,16.0,5854770937,12780,2021
1041,False,41.0,0.0,9.0,9.0,5773180956,12724,2021
500592,False,88.0,0.0,9.0,9.0,5748802622,12677,2020
4854,False,65.0,1.0,10.0,10.0,5774969525,12719,2021
61435,False,106.0,0.0,21.0,21.0,5853391487,12528,2021
20352,False,48.0,1.0,13.0,13.0,5780990000,12717,2021
79646,True,85.0,0.0,14.0,14.0,5886872577,12093,2021
91247,False,93.0,0.0,13.0,13.0,5915392078,12906,2021
36000,True,33.0,1.0,22.0,22.0,5809260672,12707,2021
24971,True,88.0,1.0,14.0,14.0,5792092279,12703,2021
69341,False,17.0,1.0,9.0,9.0,5865497391,12871,2021
93499,False,42.0,0.0,21.0,21.0,5920638214,12906,2021
61729,False,43.0,1.0,3.0,3.0,5853903202,12720,2021
30793,False,55.0,1.0,8.0,8.0,5800779693,12718,2021
27190,True,88.0,0.0,5.0,5.0,5795592950,12735,2021
10366,True,38.0,0.0,6.0,6.0,5775325720,12726,2021
35278,False,104.0,1.0,20.0,20.0,5808011343,12767,2021
20852,False,29.0,1.0,9.0,9.0,5781030485,12717,2021
22654,False,107.0,0.0,1.0,1.0,5783468572,12717,2021
2793,False,8.0,1.0,9.0,9.0,5773492393,12717,2021
51042,False,7.0,0.0,1.0,1.0,5836457875,12846,2021
70125,True,43.0,1.0,6.0,6.0,5866653692,12881,2021
49053,True,13.0,1.0,4.0,4.0,5832360934,12817,2021
14760,False,58.0,1.0,9.0,9.0,5778053512,12726,2021
72762,False,22.0,0.0,3.0,3.0,5873003270,12093,2021
94299,False,86.0,1.0,21.0,21.0,5922743869,12692,2021
9453,True,107.0,1.0,5.0,5.0,5775263432,12726,2021
72843,False,1.0,1.0,12.0,12.0,5873064608,12871,2021
503328,True,52.0,0.0,23.0,23.0,5753110348,12677,2020
7045,False,4.0,1.0,18.0,18.0,5775167919,12726,2021
94421,True,2.0,0.0,23.0,23.0,5923995755,12986,2021
59313,False,33.0,1.0,20.0,20.0,5850189434,12832,2021
59400,False,29.0,1.0,12.0,12.0,5850331947,12705,2021
75858,False,88.0,1.0,3.0,3.0,5878315599,12881,2021
2585,True,126.0,1.0,17.0,17.0,5773464754,12717,2021
86150,False,90.0,1.0,3.0,3.0,5900835793,11863,2021
18425,True,103.0,0.0,6.0,6.0,5780875444,12717,2021
49776,True,126.0,0.0,7.0,7.0,5833954480,12735,2021
84767,False,95.0,0.0,12.0,12.0,5897012047,12692,2021
84326,False,13.0,1.0,3.0,3.0,5895548305,12917,2021
2229,False,11.0,1.0,21.0,21.0,5773432775,12717,2021
72308,True,111.0,1.0,5.0,5.0,5872058497,12881,2021
34168,True,129.0,1.0,14.0,14.0,5806525062,12755,2021
49234,True,17.0,1.0,17.0,17.0,5832595712,12692,2021
64163,False,76.0,0.0,0.0,0.0,5857428215,12832,2021
46842,False,25.0,1.0,11.0,11.0,5828098154,12727,2021
56314,True,51.0,1.0,6.0,6.0,5845835450,12692,2021
88451,True,44.0,1.0,23.0,23.0,5907252732,12929,2021
4007,False,110.0,1.0,2.0,2.0,5774179565,12721,2021
90809,True,29.0,0.0,7.0,7.0,5915004616,11912,2021
17810,True,38.0,1.0,14.0,14.0,5780493827,12721,2021
44741,False,70.0,1.0,21.0,21.0,5823806710,12718,2021
500884,False,6.0,1.0,13.0,13.0,5749417192,11863,2020
16488,False,17.0,1.0,12.0,12.0,5779444725,12719,2021
12751,True,26.0,0.0,15.0,15.0,5777163301,12717,2021
93887,True,111.0,1.0,4.0,4.0,5921820236,13043,2021
47131,False,129.0,1.0,12.0,12.0,5828532302,12705,2021
89554,False,10.0,1.0,11.0,11.0,5911173451,12692,2021
71649,False,100.0,0.0,18.0,18.0,5869710367,12881,2021
76525,True,52.0,1.0,23.0,23.0,5879904588,12723,2021
502562,False,9.0,0.0,1.0,1.0,5751298627,11863,2020
87225,False,76.0,0.0,9.0,9.0,5903361741,12780,2021
42159,True,8.0,0.0,16.0,16.0,5820059943,12814,2021
85014,False,111.0,0.0,19.0,19.0,5897342168,12692,2021
58242,True,7.0,1.0,5.0,5.0,5848621075,12840,2021
46365,True,23.0,1.0,14.0,14.0,5827029287,12577,2021
7248,True,111.0,0.0,7.0,7.0,5775170595,12726,2021
4409,False,4.0,0.0,20.0,20.0,5774297521,12721,2021
90386,False,91.0,1.0,3.0,3.0,5913299413,12906,2021
49699,False,88.0,0.0,2.0,2.0,5833905398,12720,2021
29172,False,41.0,1.0,19.0,19.0,5798091152,12727,2021
18518,False,67.0,0.0,3.0,3.0,5780875944,12717,2021
30603,False,42.0,1.0,10.0,10.0,5800687369,12093,2021
34922,False,27.0,1.0,0.0,0.0,5807499243,12735,2021
37954,False,74.0,0.0,9.0,9.0,5813288120,12705,2021
63704,False,65.0,1.0,21.0,21.0,5856641696,12832,2021
64542,False,22.0,1.0,19.0,19.0,5858125327,12780,2021
44089,True,44.0,0.0,16.0,16.0,5822903005,12814,2021
40018,False,111.0,0.0,11.0,11.0,5816344391,12720,2021
63732,False,99.0,1.0,1.0,1.0,5856672895,12723,2021
9459,False,18.0,1.0,11.0,11.0,5775263432,12726,2021
71949,True,40.0,0.0,6.0,6.0,5870207861,12917,2021
25463,False,107.0,0.0,3.0,3.0,5793244764,12723,2021
90538,False,121.0,1.0,11.0,11.0,5913540929,12929,2021
72307,True,129.0,0.0,4.0,4.0,5872058497,12881,2021
44311,True,126.0,1.0,23.0,23.0,5823138531,12814,2021
41432,False,111.0,1.0,9.0,9.0,5818762813,12767,2021
57010,True,13.0,0.0,6.0,6.0,5846526584,12832,2021
14191,True,86.0,0.0,15.0,15.0,5777775638,12719,2021
91556,False,74.0,0.0,10.0,10.0,5915613886,12906,2021
94215,False,100.0,1.0,9.0,9.0,5922602670,12906,2021
83862,False,51.0,1.0,19.0,19.0,5894941655,11912,2021
49116,False,31.0,0.0,19.0,19.0,5832434366,12814,2021
50425,False,106.0,1.0,8.0,8.0,5835066033,12093,2021
25253,False,77.0,1.0,9.0,9.0,5792687061,12720,2021
36183,True,91.0,1.0,14.0,14.0,5809569010,12748,2021
67732,True,42.0,0.0,7.0,7.0,5863297309,12881,2021
73535,False,126.0,0.0,8.0,8.0,5874505894,12832,2021
55398,False,91.0,0.0,2.0,2.0,5844311543,12780,2021
87653,True,13.0,1.0,5.0,5.0,5905133272,12692,2021
92490,False,43.0,0.0,8.0,8.0,5917380765,12906,2021
89623,False,100.0,0.0,8.0,8.0,5911278410,12692,2021
500741,True,87.0,1.0,14.0,14.0,5749037078,11863,2020
49300,False,65.0,0.0,11.0,11.0,5832684776,12692,2021
20601,True,45.0,0.0,22.0,22.0,5781017361,12717,2021
44181,False,6.0,0.0,13.0,13.0,5822998291,12814,2021
89287,False,121.0,0.0,8.0,8.0,5910938862,12906,2021
42685,False,88.0,1.0,2.0,2.0,5821204348,12735,2021
72598,True,29.0,0.0,7.0,7.0,5872769012,12093,2021
24024,False,107.0,0.0,3.0,3.0,5790498719,12703,2021
89007,True,29.0,0.0,16.0,16.0,5909305678,12692,2021
37335,True,32.0,1.0,14.0,14.0,5812063622,12093,2021
60958,False,129.0,1.0,10.0,10.0,5853072913,12817,2021
57970,False,77.0,0.0,20.0,20.0,5848427749,12718,2021
51810,False,76.0,1.0,1.0,1.0,5838539413,12846,2021
41009,False,107.0,1.0,18.0,18.0,5818356423,12638,2021
9075,False,128.0,0.0,11.0,11.0,5775234601,12726,2021
15008,False,73.0,1.0,20.0,20.0,5778368700,12630,2021
36805,False,74.0,1.0,12.0,12.0,5811038317,12707,2021
61157,True,78.0,0.0,7.0,7.0,5853235027,12692,2021
500699,False,19.0,0.0,20.0,20.0,5748942051,11863,2020
92629,False,13.0,1.0,3.0,3.0,5917511868,12780,2021
54447,False,103.0,0.0,11.0,11.0,5843072688,12780,2021
28030,True,91.0,1.0,5.0,5.0,5796660068,12718,2021
48758,False,17.0,1.0,21.0,21.0,5831702527,12755,2021
80813,True,111.0,1.0,5.0,5.0,5889499694,11912,2021
48465,True,106.0,1.0,16.0,16.0,5830815778,12718,2021
3728,False,6.0,1.0,11.0,11.0,5774157450,12721,2021
71878,True,27.0,1.0,7.0,7.0,5870052978,12780,2021
36102,True,13.0,0.0,4.0,4.0,5809433641,12707,2021
10058,False,108.0,0.0,10.0,10.0,5775302433,12726,2021
72450,False,73.0,0.0,3.0,3.0,5872414874,12723,2021
54347,True,60.0,0.0,7.0,7.0,5842946775,12780,2021
19125,False,13.0,0.0,10.0,10.0,5780880356,12717,2021
55808,True,90.0,0.0,4.0,4.0,5844869390,12718,2021
75040,False,13.0,0.0,1.0,1.0,5876963385,12871,2021
69012,True,18.0,1.0,16.0,16.0,5865044280,12692,2021
90475,False,44.0,0.0,20.0,20.0,5913403243,12929,2021
33487,True,74.0,1.0,16.0,16.0,5805502941,12755,2021
505015,True,104.0,0.0,6.0,6.0,5761108834,12638,2020
9058,False,59.0,0.0,18.0,18.0,5775232308,12726,2021
83580,False,111.0,0.0,1.0,1.0,5893692282,12692,2021
85196,False,110.0,0.0,9.0,9.0,5897579759,12917,2021
12331,False,88.0,0.0,3.0,3.0,5776781358,12734,2021
41670,True,42.0,0.0,7.0,7.0,5819465626,12727,2021
83965,False,120.0,1.0,2.0,2.0,5895246039,12780,2021
501810,False,28.0,1.0,3.0,3.0,5750300597,12093,2020
17459,True,9.0,1.0,23.0,23.0,5780174979,12721,2021
58740,True,4.0,1.0,23.0,23.0,5849235757,12718,2021
77029,True,74.0,0.0,23.0,23.0,5880127711,12858,2021
500220,False,17.0,1.0,21.0,21.0,5748391979,12677,2020
18829,False,10.0,1.0,2.0,2.0,5780877714,12717,2021
24422,True,38.0,0.0,17.0,17.0,5790850075,12703,2021
18817,True,28.0,0.0,14.0,14.0,5780877272,12717,2021
36749,True,13.0,0.0,4.0,4.0,5810992711,12735,2021
59696,False,108.0,0.0,20.0,20.0,5850915335,12832,2021
11251,False,90.0,1.0,3.0,3.0,5776500847,12719,2021
30103,True,84.0,1.0,14.0,14.0,5799857243,12735,2021
57308,True,76.0,1.0,16.0,16.0,5847186898,12720,2021
50429,False,114.0,1.0,12.0,12.0,5835066033,12093,2021
14745,False,25.0,1.0,18.0,18.0,5778037783,12719,2021
13177,False,68.0,1.0,9.0,9.0,5777550451,12721,2021
13059,False,109.0,0.0,11.0,11.0,5777380690,12717,2021
63346,True,10.0,0.0,15.0,15.0,5856292048,12817,2021
500518,True,44.0,0.0,7.0,7.0,5748708450,11863,2020
63910,False,98.0,1.0,11.0,11.0,5856967718,12718,2021
65182,False,8.0,1.0,12.0,12.0,5859204021,12832,2021
26122,True,86.0,1.0,15.0,15.0,5794301208,12720,2021
21671,False,110.0,0.0,2.0,2.0,5782223710,12717,2021
87447,True,8.0,0.0,15.0,15.0,5904690217,11912,2021
51489,True,95.0,1.0,16.0,16.0,5837382253,10650,2021
85352,False,65.0,1.0,21.0,21.0,5898810067,11912,2021
77407,True,70.0,0.0,17.0,17.0,5881312835,11863,2021
44324,False,39.0,1.0,12.0,12.0,5823168295,12638,2021
79751,True,77.0,1.0,23.0,23.0,5887162708,12093,2021
34062,True,78.0,1.0,4.0,4.0,5806462572,12755,2021
2213,True,31.0,1.0,5.0,5.0,5773432775,12717,2021
37528,True,74.0,0.0,15.0,15.0,5812672129,12735,2021
8,False,52.0,0.0,8.0,8.0,5766868635,12638,2021
82825,False,13.0,1.0,11.0,11.0,5893123790,11912,2021
36334,False,121.0,0.0,21.0,21.0,5809934335,12705,2021
56427,True,28.0,0.0,23.0,23.0,5845905514,12692,2021
7515,False,9.0,1.0,10.0,10.0,5775180160,12726,2021
61658,True,114.0,1.0,4.0,4.0,5853675888,12832,2021
93111,True,98.0,0.0,17.0,17.0,5919228731,12780,2021
12377,False,129.0,0.0,1.0,1.0,5776895141,12724,2021
4135,False,10.0,0.0,10.0,10.0,5774212134,12721,2021
62636,True,113.0,0.0,23.0,23.0,5855087787,12528,2021
7319,True,13.0,0.0,6.0,6.0,5775171390,12726,2021
38641,False,88.0,0.0,1.0,1.0,5814601437,12755,2021
84352,True,129.0,1.0,5.0,5.0,5895571941,12692,2021
70919,False,70.0,0.0,8.0,8.0,5868128697,12780,2021
78142,False,91.0,1.0,8.0,8.0,5882366507,12723,2021
27474,False,13.0,1.0,1.0,1.0,5795916601,12705,2021
50633,False,105.0,0.0,0.0,0.0,5835494376,12214,2021
10663,True,1.0,0.0,15.0,15.0,5775365198,12726,2021
69087,False,12.0,1.0,19.0,19.0,5865103707,12881,2021
12220,False,28.0,1.0,12.0,12.0,5776706757,12734,2021
56060,True,87.0,1.0,16.0,16.0,5845233739,12718,2021
69237,False,13.0,1.0,1.0,1.0,5865302358,12916,2021
66156,True,95.0,1.0,23.0,23.0,5860916523,12093,2021
86800,True,17.0,1.0,16.0,16.0,5901597403,12846,2021
80059,False,43.0,0.0,19.0,19.0,5888090793,12880,2021
65181,False,108.0,0.0,11.0,11.0,5859204021,12832,2021
504094,False,29.0,1.0,21.0,21.0,5756727275,12677,2020
88051,True,61.0,0.0,7.0,7.0,5906845143,12780,2021
18950,False,2.0,0.0,3.0,3.0,5780878905,12717,2021
70725,True,43.0,1.0,6.0,6.0,5867931917,12881,2021
19451,False,129.0,0.0,0.0,0.0,5780889098,12717,2021
67538,True,121.0,0.0,5.0,5.0,5862688794,12214,2021
87129,False,47.0,0.0,9.0,9.0,5903219298,12780,2021
68901,False,111.0,0.0,1.0,1.0,5864971750,12881,2021
1019,False,86.0,1.0,11.0,11.0,5773123334,12724,2021
5603,True,68.0,0.0,15.0,15.0,5775159901,12726,2021
21930,False,29.0,0.0,21.0,21.0,5782238001,12717,2021
90472,True,8.0,0.0,17.0,17.0,5913403243,12929,2021
58309,False,126.0,0.0,0.0,0.0,5848664189,12718,2021
16811,True,93.0,0.0,23.0,23.0,5779535610,12719,2021
83951,False,100.0,1.0,12.0,12.0,5895188753,12780,2021
8052,False,45.0,0.0,19.0,19.0,5775206769,12726,2021
62705,False,47.0,1.0,20.0,20.0,5855112521,12780,2021
42857,True,110.0,0.0,6.0,6.0,5821365277,12814,2021
48933,True,7.0,0.0,4.0,4.0,5832167856,12705,2021
18919,False,65.0,0.0,20.0,20.0,5780878664,12717,2021
63266,True,126.0,1.0,7.0,7.0,5856107770,12735,2021
8509,False,44.0,0.0,20.0,20.0,5775219209,12726,2021
91320,True,107.0,1.0,14.0,14.0,5915440605,12881,2021
19675,False,95.0,1.0,8.0,8.0,5780937516,12717,2021
58502,False,88.0,0.0,1.0,1.0,5848928228,12214,2021
47694,True,69.0,0.0,23.0,23.0,5828918449,12718,2021
15480,False,85.0,0.0,12.0,12.0,5778786978,12717,2021
14306,False,6.0,1.0,11.0,11.0,5777779294,12719,2021
27263,True,91.0,1.0,6.0,6.0,5795699699,12707,2021
72812,True,27.0,0.0,5.0,5.0,5873037259,12871,2021
