no,order,pick,active_team,hero_id,player_slot,extra_time,total_time_taken,match_id,leagueid,data_year
432824,18.0,True,2.0,10.0,0.0,4.0,35.0,5684200074,12532,2020
478373,23.0,True,2.0,39.0,4.0,120.0,18.0,5730878844,11769,2020
465842,3.0,False,2.0,54.0,,130.0,14.0,5716005656,12508,2020
478162,4.0,False,3.0,67.0,,130.0,7.0,5730638426,12531,2020
415213,3.0,False,2.0,6.0,,130.0,6.0,5667969038,12532,2020
424272,22.0,False,3.0,43.0,,26.0,32.0,5675194796,12464,2020
499251,18.0,True,3.0,45.0,7.0,80.0,50.0,5748003341,12638,2020
418263,13.0,False,3.0,85.0,,110.0,5.0,5669855832,12459,2020
415965,11.0,False,2.0,41.0,,130.0,30.0,5668225088,12464,2020
435413,20.0,False,3.0,17.0,,32.0,29.0,5687084803,12496,2020
404510,20.0,False,2.0,126.0,,85.0,29.0,5655501689,12031,2020
400182,7.0,True,2.0,128.0,3.0,130.0,17.0,5650914346,12173,2020
453113,24.0,True,2.0,8.0,0.0,9.0,46.0,5703752545,12528,2020
437385,17.0,True,3.0,126.0,5.0,112.0,56.0,5689058891,12508,2020
413740,16.0,True,2.0,5.0,4.0,121.0,41.0,5666772306,11249,2020
475017,9.0,False,3.0,18.0,,84.0,19.0,5726699058,12567,2020
422957,23.0,True,3.0,23.0,9.0,88.0,12.0,5673843550,12459,2020
445765,10.0,False,2.0,67.0,,55.0,14.0,5697606518,12513,2020
451056,5.0,True,2.0,31.0,1.0,130.0,35.0,5702540610,10937,2020
440242,2.0,False,3.0,53.0,,104.0,0.0,5691822170,12532,2020
464265,3.0,False,3.0,25.0,,130.0,15.0,5714192077,12528,2020
402107,13.0,False,2.0,54.0,,90.0,73.0,5652683799,12093,2020
498742,13.0,False,2.0,8.0,,80.0,36.0,5747071598,12621,2020
495704,19.0,False,3.0,22.0,,88.0,36.0,5745213565,11912,2020
422625,3.0,False,2.0,106.0,,130.0,5.0,5673725145,11249,2020
409975,4.0,False,2.0,10.0,,20.0,29.0,5662384027,12214,2020
473117,3.0,False,3.0,57.0,,130.0,13.0,5724097303,11769,2020
468879,22.0,False,3.0,68.0,,59.0,1.0,5719782854,12567,2020
433740,24.0,True,2.0,47.0,0.0,130.0,26.0,5684908420,11382,2020
481255,22.0,False,3.0,121.0,,88.0,18.0,5733101899,12548,2020
413876,8.0,True,2.0,95.0,3.0,130.0,18.0,5666825507,11249,2020
461219,4.0,False,2.0,83.0,,130.0,16.0,5711475931,11668,2020
455202,11.0,False,3.0,57.0,,130.0,27.0,5705968465,12508,2020
445769,14.0,False,2.0,129.0,,68.0,4.0,5697606518,12513,2020
91162,15.0,True,2.0,126.0,1.0,105.0,54.0,5915534868,12881,2021
17599,6.0,True,2.0,128.0,4.0,130.0,6.0,5780335336,12721,2021
26829,1.0,False,2.0,90.0,,130.0,0.0,5795087370,12755,2021
82170,3.0,False,2.0,77.0,,130.0,6.0,5891867812,12917,2021
8229,11.0,False,3.0,13.0,,62.0,5.0,5775212339,12726,2021
86699,22.0,False,3.0,8.0,,100.0,35.0,5902879900,11912,2021
79245,24.0,True,3.0,43.0,8.0,111.0,23.0,5886669044,12093,2021
88264,19.0,False,2.0,1.0,,31.0,10.0,5907520336,12780,2021
94523,20.0,False,2.0,29.0,,27.0,32.0,5924729564,12929,2021
76423,14.0,False,2.0,32.0,,89.0,57.0,5879935786,12929,2021
37615,23.0,True,3.0,63.0,5.0,71.0,3.0,5812912885,12723,2021
66160,8.0,True,3.0,42.0,8.0,60.0,10.0,5861110706,12908,2021
49191,21.0,False,2.0,120.0,,85.0,20.0,5832648274,12817,2021
86242,21.0,False,2.0,70.0,,64.0,6.0,5901164102,11912,2021
501249,3.0,False,2.0,85.0,,130.0,10.0,5750204863,12508,2020
53384,14.0,False,3.0,17.0,,97.0,56.0,5841686487,12720,2021
16983,14.0,False,3.0,114.0,,119.0,25.0,5779612514,12719,2021
27793,19.0,False,2.0,17.0,,128.0,58.0,5796209302,12718,2021
41927,19.0,False,2.0,77.0,,95.0,5.0,5819926007,12638,2021
86094,17.0,True,3.0,109.0,9.0,120.0,4.0,5901048276,11863,2021
38964,7.0,True,3.0,76.0,7.0,130.0,17.0,5814995665,12755,2021
25935,7.0,True,3.0,13.0,6.0,130.0,10.0,5794094559,12755,2021
19078,22.0,False,3.0,23.0,,12.0,31.0,5780880074,12717,2021
6855,3.0,False,3.0,8.0,,130.0,81.0,5775166462,12726,2021
5330,13.0,False,3.0,85.0,,122.0,5.0,5775142891,12726,2021
35959,20.0,False,2.0,104.0,,123.0,3.0,5809260672,12707,2021
70452,8.0,False,3.0,25.0,,99.0,0.0,5867824446,11863,2021
25424,23.0,True,3.0,63.0,7.0,79.0,9.0,5793206170,12723,2021
80606,19.0,False,2.0,126.0,,6.0,17.0,5889487748,12949,2021
55597,10.0,False,2.0,114.0,,125.0,11.0,5844707968,12817,2021
17432,7.0,True,2.0,121.0,3.0,121.0,40.0,5780174979,12721,2021
7716,2.0,False,2.0,129.0,,130.0,29.0,5775197804,12726,2021
26993,21.0,False,2.0,13.0,,87.0,55.0,5795314920,12755,2021
35717,18.0,True,2.0,12.0,0.0,100.0,20.0,5808748310,12755,2021
62813,14.0,False,3.0,44.0,,121.0,19.0,5855508047,12832,2021
1489,4.0,False,3.0,20.0,,130.0,3.0,5773366977,12717,2021
500592,16.0,True,2.0,17.0,1.0,100.0,34.0,5749505486,11863,2020
5302,9.0,False,2.0,104.0,,130.0,3.0,5775141955,12726,2021
61883,19.0,False,2.0,8.0,,30.0,27.0,5854131375,12214,2021
20800,16.0,True,3.0,64.0,6.0,55.0,30.0,5781025736,12717,2021
80094,11.0,False,3.0,110.0,,111.0,8.0,5888271397,12846,2021
91695,20.0,False,3.0,40.0,,7.0,41.0,5916999738,12906,2021
36448,8.0,True,3.0,13.0,6.0,119.0,32.0,5810406374,12727,2021
25419,18.0,True,3.0,95.0,5.0,56.0,36.0,5793206170,12723,2021
69789,11.0,False,3.0,113.0,,130.0,32.0,5866523152,12917,2021
93947,20.0,False,3.0,29.0,,20.0,30.0,5922637179,12692,2021
62177,1.0,False,3.0,61.0,,130.0,0.0,5854718772,12705,2021
31241,13.0,False,3.0,52.0,,92.0,65.0,5801712550,12748,2021
27638,8.0,True,2.0,85.0,3.0,93.0,43.0,5796057679,12093,2021
10814,5.0,True,3.0,107.0,8.0,127.0,22.0,5775694981,12721,2021
35726,3.0,False,2.0,107.0,,130.0,1.0,5808757680,12718,2021
21300,12.0,False,3.0,98.0,,130.0,12.0,5781420631,12734,2021
23102,4.0,False,3.0,13.0,,126.0,37.0,5785301085,11863,2021
3241,4.0,False,3.0,111.0,,79.0,2.0,5774110288,12721,2021
51490,16.0,True,2.0,111.0,3.0,24.0,24.0,5837551050,12214,2021
70573,9.0,False,3.0,79.0,,127.0,21.0,5867931917,12881,2021
49501,19.0,False,2.0,1.0,,17.0,2.0,5833548793,12727,2021
15208,13.0,False,2.0,77.0,,105.0,55.0,5778545749,12721,2021
73210,14.0,False,3.0,68.0,,106.0,4.0,5874378299,12846,2021
94747,4.0,False,2.0,129.0,,105.0,10.0,5925890862,12986,2021
9901,4.0,False,2.0,40.0,,129.0,13.0,5775288055,12726,2021
73291,23.0,True,2.0,70.0,4.0,112.0,5.0,5874408523,12858,2021
503328,8.0,True,2.0,107.0,0.0,101.0,41.0,5755354894,12638,2020
7493,19.0,False,2.0,47.0,,71.0,13.0,5775179257,12726,2021
94869,6.0,True,3.0,30.0,8.0,130.0,46.0,5925990872,12972,2021
59761,18.0,True,3.0,51.0,6.0,26.0,37.0,5851445280,12817,2021
59848,9.0,False,3.0,60.0,,113.0,17.0,5851566589,12780,2021
76306,17.0,True,3.0,16.0,7.0,97.0,64.0,5879847862,12880,2021
3033,12.0,False,3.0,44.0,,97.0,31.0,5773547182,12719,2021
86598,17.0,True,3.0,53.0,7.0,116.0,60.0,5901688116,12846,2021
18873,9.0,False,2.0,28.0,,83.0,30.0,5780878472,12717,2021
50224,22.0,False,3.0,25.0,,96.0,39.0,5834936471,12093,2021
85215,15.0,True,2.0,13.0,1.0,108.0,33.0,5898877634,11863,2021
84774,6.0,True,2.0,103.0,3.0,129.0,7.0,5897360586,12917,2021
2677,16.0,True,2.0,88.0,1.0,115.0,10.0,5773470874,12717,2021
72756,16.0,True,2.0,43.0,3.0,129.0,30.0,5873141023,12093,2021
34616,21.0,False,3.0,10.0,,104.0,29.0,5807103522,12755,2021
49682,8.0,True,2.0,126.0,1.0,122.0,29.0,5833954480,12735,2021
64611,21.0,False,2.0,74.0,,46.0,64.0,5858376379,12780,2021
47290,24.0,True,2.0,38.0,4.0,79.0,20.0,5828671544,12755,2021
56762,23.0,True,2.0,49.0,4.0,115.0,97.0,5846313671,12705,2021
88899,19.0,False,2.0,80.0,,63.0,29.0,5910801480,12906,2021
4455,21.0,False,3.0,12.0,,20.0,16.0,5774336788,12721,2021
91257,14.0,False,3.0,111.0,,103.0,2.0,5915595819,12906,2021
18258,17.0,True,3.0,72.0,8.0,118.0,96.0,5780874659,12717,2021
45189,10.0,False,2.0,111.0,,79.0,1.0,5825031934,12755,2021
500884,20.0,False,3.0,74.0,,110.0,15.0,5749786796,12508,2020
16936,15.0,True,3.0,25.0,8.0,50.0,4.0,5779601730,12734,2021
13199,16.0,True,3.0,119.0,9.0,115.0,15.0,5777583416,12717,2021
94335,24.0,True,3.0,70.0,5.0,98.0,16.0,5924418472,13058,2021
47579,1.0,False,2.0,13.0,,130.0,0.0,5828918449,12718,2021
90002,18.0,True,3.0,52.0,6.0,130.0,1.0,5913152001,12906,2021
72097,3.0,False,2.0,13.0,,123.0,29.0,5871850139,12881,2021
76973,12.0,False,3.0,70.0,,104.0,3.0,5880241187,12692,2021
502562,10.0,False,3.0,6.0,,130.0,6.0,5752687718,12677,2020
87673,14.0,False,3.0,70.0,,124.0,36.0,5906449790,11912,2021
42607,15.0,True,3.0,3.0,5.0,24.0,43.0,5820908294,12214,2021
85462,22.0,False,3.0,76.0,,127.0,61.0,5899518602,12780,2021
58690,24.0,True,3.0,10.0,5.0,3.0,65.0,5849314943,12735,2021
46813,3.0,False,3.0,88.0,,130.0,6.0,5828229264,12814,2021
7696,6.0,True,3.0,112.0,9.0,130.0,23.0,5775197594,12719,2021
4857,16.0,True,3.0,3.0,9.0,130.0,40.0,5774969525,12719,2021
90834,23.0,True,3.0,66.0,9.0,54.0,5.0,5915269041,12906,2021
50147,17.0,True,2.0,93.0,3.0,95.0,26.0,5834912602,12093,2021
29620,24.0,True,3.0,39.0,7.0,15.0,102.0,5798972045,12755,2021
18966,6.0,True,3.0,88.0,8.0,119.0,9.0,5780879179,12717,2021
31051,15.0,True,3.0,96.0,5.0,113.0,3.0,5801142735,12093,2021
35370,7.0,True,3.0,65.0,7.0,130.0,38.0,5808216445,12755,2021
38402,19.0,False,3.0,47.0,,130.0,14.0,5814356339,12723,2021
64152,18.0,True,2.0,8.0,4.0,81.0,28.0,5857562888,12727,2021
64990,17.0,True,3.0,43.0,6.0,58.0,25.0,5859153936,12908,2021
44537,4.0,False,2.0,86.0,,126.0,0.0,5823594023,12755,2021
40466,22.0,False,2.0,114.0,,38.0,1.0,5817326716,12692,2021
64180,22.0,False,3.0,114.0,,5.0,24.0,5857567222,12832,2021
9907,10.0,False,2.0,16.0,,96.0,57.0,5775288055,12726,2021
72397,15.0,True,3.0,86.0,6.0,90.0,62.0,5872580372,12858,2021
25911,7.0,True,3.0,13.0,7.0,130.0,40.0,5794092372,12720,2021
90986,7.0,True,2.0,10.0,4.0,130.0,48.0,5915420695,12846,2021
72755,15.0,True,3.0,84.0,5.0,78.0,30.0,5873141023,12093,2021
44759,10.0,False,3.0,12.0,,101.0,3.0,5824361999,12727,2021
41880,20.0,False,3.0,29.0,,18.0,29.0,5819879375,12705,2021
57458,23.0,True,2.0,42.0,3.0,26.0,66.0,5847593639,12735,2021
14639,17.0,True,3.0,106.0,5.0,111.0,29.0,5777922196,12726,2021
92004,17.0,True,2.0,38.0,0.0,94.0,8.0,5917269131,12881,2021
94663,16.0,True,2.0,110.0,3.0,110.0,0.0,5925821801,13028,2021
84310,22.0,False,3.0,46.0,,26.0,48.0,5896684110,11912,2021
49564,10.0,False,2.0,58.0,,81.0,28.0,5833785577,12720,2021
50873,23.0,True,3.0,60.0,7.0,130.0,59.0,5836218634,12817,2021
25701,13.0,False,3.0,41.0,,118.0,39.0,5793483352,12703,2021
36631,23.0,True,2.0,4.0,1.0,26.0,58.0,5810813795,12735,2021
68180,4.0,False,3.0,76.0,,130.0,34.0,5863970062,12871,2021
73983,19.0,False,3.0,17.0,,25.0,8.0,5876013225,12858,2021
55846,19.0,False,3.0,47.0,,63.0,29.0,5845026270,12832,2021
88101,24.0,True,3.0,39.0,5.0,16.0,59.0,5907155955,12780,2021
92938,3.0,False,3.0,98.0,,130.0,1.0,5919448020,13043,2021
90071,15.0,True,3.0,5.0,5.0,97.0,14.0,5913253454,12906,2021
500741,21.0,False,2.0,11.0,,73.0,31.0,5749599675,12508,2020
49748,2.0,False,2.0,88.0,,130.0,10.0,5834041078,12735,2021
21049,1.0,False,3.0,85.0,,130.0,1.0,5781085244,12717,2021
44629,24.0,True,2.0,42.0,0.0,8.0,120.0,5823712184,12755,2021
89735,15.0,True,2.0,26.0,0.0,94.0,24.0,5912825209,11912,2021
43133,14.0,False,3.0,67.0,,103.0,54.0,5821694925,12814,2021
73046,18.0,True,2.0,73.0,1.0,77.0,5.0,5874167221,12881,2021
24472,6.0,True,3.0,51.0,5.0,130.0,33.0,5790856926,12093,2021
89455,23.0,True,2.0,63.0,0.0,19.0,49.0,5911362800,12692,2021
37783,23.0,True,2.0,55.0,2.0,84.0,6.0,5813181377,12755,2021
61406,21.0,False,3.0,11.0,,25.0,41.0,5853470032,12780,2021
58418,16.0,True,3.0,18.0,9.0,27.0,32.0,5848928228,12214,2021
52258,16.0,True,2.0,32.0,3.0,78.0,20.0,5839637403,12214,2021
41457,5.0,True,3.0,90.0,5.0,130.0,53.0,5819049871,12718,2021
9523,10.0,False,3.0,74.0,,130.0,60.0,5775267716,12726,2021
15456,23.0,True,2.0,75.0,0.0,12.0,36.0,5778751743,12721,2021
37253,21.0,False,2.0,25.0,,58.0,35.0,5811931125,12093,2021
61605,4.0,False,3.0,43.0,,129.0,2.0,5853903202,12720,2021
500699,3.0,False,2.0,67.0,,130.0,9.0,5749588419,12508,2020
93077,22.0,False,3.0,87.0,,30.0,2.0,5920035122,13043,2021
54895,4.0,False,3.0,13.0,,130.0,23.0,5843623493,12735,2021
28478,8.0,True,3.0,51.0,6.0,130.0,28.0,5797203424,12707,2021
49206,12.0,False,2.0,65.0,,116.0,4.0,5832684776,12692,2021
81261,2.0,False,2.0,73.0,,130.0,1.0,5890067094,12917,2021
48913,7.0,True,3.0,129.0,8.0,130.0,28.0,5832317605,12814,2021
4176,6.0,True,3.0,103.0,7.0,130.0,15.0,5774217512,12721,2021
72326,16.0,True,3.0,64.0,7.0,101.0,65.0,5872460845,12917,2021
36550,14.0,False,2.0,32.0,,118.0,3.0,5810753208,12727,2021
10506,9.0,False,3.0,8.0,,90.0,36.0,5775340236,12726,2021
72898,14.0,False,3.0,17.0,,110.0,2.0,5874027239,11863,2021
54795,24.0,True,2.0,42.0,0.0,1.0,39.0,5843523446,12832,2021
19573,13.0,False,2.0,129.0,,121.0,51.0,5780902665,12717,2021
56256,21.0,False,3.0,114.0,,86.0,27.0,5845835977,12817,2021
75488,14.0,False,2.0,114.0,,66.0,6.0,5878149743,12880,2021
69460,16.0,True,2.0,9.0,3.0,103.0,52.0,5866054125,11863,2021
90923,16.0,True,3.0,7.0,9.0,97.0,78.0,5915345931,12906,2021
33935,23.0,True,3.0,60.0,8.0,67.0,88.0,5806310280,12748,2021
505015,23.0,True,2.0,78.0,2.0,28.0,7.0,5765290836,12638,2020
9506,17.0,True,2.0,32.0,4.0,60.0,76.0,5775267427,12726,2021
84028,4.0,False,3.0,73.0,,118.0,0.0,5895475198,12881,2021
85644,12.0,False,2.0,70.0,,84.0,12.0,5899991155,12093,2021
12779,4.0,False,2.0,13.0,,130.0,36.0,5777172675,12724,2021
42118,18.0,True,3.0,52.0,9.0,109.0,22.0,5820063627,12638,2021
84413,5.0,True,2.0,30.0,4.0,130.0,0.0,5896799824,11863,2021
501810,12.0,False,2.0,95.0,,55.0,21.0,5750815937,12093,2020
17907,2.0,False,2.0,90.0,,130.0,5.0,5780629765,12717,2021
59188,20.0,False,3.0,8.0,,0.0,53.0,5850189434,12832,2021
77477,14.0,False,3.0,10.0,,84.0,36.0,5881729248,12858,2021
500220,4.0,False,2.0,91.0,,127.0,17.0,5748912181,12616,2020
19277,5.0,True,3.0,88.0,5.0,130.0,2.0,5780882376,12717,2021
24870,20.0,False,2.0,10.0,,13.0,1.0,5791965233,12703,2021
19265,17.0,True,3.0,25.0,7.0,100.0,53.0,5780882348,12717,2021
37197,13.0,False,3.0,114.0,,123.0,28.0,5811823766,12718,2021
60144,17.0,True,2.0,126.0,1.0,90.0,97.0,5851815996,12723,2021
11699,4.0,False,2.0,114.0,,130.0,7.0,5776573471,12719,2021
30551,19.0,False,3.0,29.0,,57.0,19.0,5800673863,12723,2021
57756,11.0,False,2.0,43.0,,112.0,13.0,5848322719,12840,2021
50877,3.0,False,2.0,65.0,,130.0,9.0,5836260082,12780,2021
15193,22.0,False,3.0,65.0,,53.0,6.0,5778531447,12724,2021
13625,10.0,False,2.0,12.0,,121.0,13.0,5777673852,12717,2021
13507,12.0,False,2.0,74.0,,115.0,48.0,5777599233,12717,2021
63794,20.0,False,2.0,94.0,,67.0,4.0,5856982192,12832,2021
500518,14.0,False,2.0,54.0,,67.0,29.0,5749469540,11912,2020
64358,8.0,True,3.0,17.0,8.0,130.0,42.0,5858071655,12692,2021
65630,5.0,True,2.0,129.0,2.0,130.0,0.0,5860532027,12723,2021
26570,6.0,True,2.0,9.0,0.0,130.0,26.0,5794755111,12705,2021
22119,5.0,True,2.0,53.0,3.0,127.0,2.0,5782311558,12717,2021
87895,8.0,True,2.0,77.0,0.0,130.0,3.0,5906992900,12881,2021
51937,7.0,True,3.0,90.0,5.0,130.0,32.0,5838873468,12832,2021
85800,24.0,True,2.0,21.0,3.0,11.0,90.0,5900140340,12093,2021
77855,8.0,True,2.0,100.0,2.0,130.0,44.0,5882147397,12881,2021
44772,23.0,True,2.0,27.0,1.0,36.0,36.0,5824361999,12727,2021
80199,20.0,False,2.0,103.0,,64.0,63.0,5888328596,12881,2021
34510,11.0,False,3.0,43.0,,99.0,9.0,5806883066,12755,2021
2661,24.0,True,3.0,106.0,7.0,6.0,29.0,5773470037,12717,2021
37976,24.0,True,2.0,2.0,0.0,30.0,35.0,5813405602,12767,2021
456,3.0,False,3.0,129.0,,130.0,0.0,5771395018,12721,2021
83273,4.0,True,3.0,59.0,5.0,-429.0,30.0,5893648269,12780,2021
36782,6.0,True,2.0,91.0,4.0,108.0,23.0,5811047821,12723,2021
56875,16.0,True,2.0,84.0,0.0,113.0,66.0,5846420157,12780,2021
7963,9.0,False,2.0,1.0,,130.0,8.0,5775204449,12726,2021
62106,2.0,False,3.0,98.0,,123.0,0.0,5854497075,12727,2021
93559,3.0,False,2.0,38.0,,130.0,19.0,5921590016,13043,2021
12825,2.0,False,2.0,65.0,,130.0,8.0,5777194935,12721,2021
4583,5.0,True,3.0,65.0,7.0,106.0,4.0,5774958523,12719,2021
63084,22.0,False,3.0,74.0,,4.0,2.0,5855989961,12735,2021
7767,5.0,True,3.0,88.0,8.0,128.0,19.0,5775201417,12726,2021
39089,12.0,False,2.0,38.0,,126.0,9.0,5815199351,12720,2021
84800,8.0,True,2.0,77.0,0.0,92.0,32.0,5897361527,12780,2021
71367,13.0,False,3.0,94.0,,115.0,93.0,5869557814,11863,2021
78590,12.0,False,3.0,11.0,,51.0,9.0,5884644260,12871,2021
27922,4.0,False,3.0,88.0,,60.0,9.0,5796529900,12727,2021
51081,15.0,True,3.0,25.0,9.0,105.0,78.0,5836649650,12846,2021
11111,16.0,True,2.0,37.0,2.0,120.0,41.0,5776355369,12719,2021
69535,19.0,False,2.0,17.0,,79.0,32.0,5866187036,11863,2021
12668,13.0,False,3.0,29.0,,106.0,27.0,5777106174,12724,2021
56508,9.0,False,3.0,51.0,,130.0,18.0,5846078625,12780,2021
69685,2.0,False,2.0,88.0,,130.0,42.0,5866384906,12881,2021
66604,9.0,False,2.0,47.0,,48.0,52.0,5861478139,12735,2021
87248,21.0,False,3.0,65.0,,59.0,8.0,5904961207,12929,2021
80507,16.0,True,3.0,25.0,8.0,69.0,78.0,5889198593,12871,2021
65629,4.0,False,2.0,78.0,,130.0,0.0,5860532027,12723,2021
504094,10.0,False,2.0,29.0,,103.0,16.0,5759647302,12677,2020
88499,14.0,False,3.0,126.0,,113.0,46.0,5909029727,12881,2021
19398,6.0,True,3.0,111.0,6.0,130.0,43.0,5780886907,12717,2021
71173,11.0,False,3.0,70.0,,72.0,9.0,5868636891,12871,2021
19899,3.0,False,3.0,90.0,,130.0,21.0,5780950925,12717,2021
67986,2.0,False,3.0,129.0,,130.0,1.0,5863619259,12917,2021
87577,14.0,False,3.0,12.0,,77.0,45.0,5906142367,11912,2021
69349,1.0,False,3.0,88.0,,60.0,3.0,5865747965,12214,2021
1467,6.0,True,3.0,3.0,5.0,130.0,72.0,5773366475,12717,2021
6051,15.0,True,3.0,15.0,6.0,76.0,16.0,5775162379,12726,2021
22378,24.0,True,3.0,11.0,8.0,7.0,48.0,5782398457,12717,2021
90920,13.0,False,3.0,121.0,,97.0,28.0,5915345931,12906,2021
58757,19.0,False,2.0,74.0,,78.0,45.0,5849513507,12735,2021
17259,2.0,False,3.0,90.0,,130.0,5.0,5780045276,12721,2021
84399,15.0,True,3.0,72.0,5.0,91.0,30.0,5896782193,11912,2021
8500,18.0,True,2.0,6.0,4.0,8.0,64.0,5775219209,12726,2021
63153,19.0,False,2.0,12.0,,61.0,16.0,5856145780,12735,2021
43305,18.0,True,3.0,45.0,5.0,126.0,25.0,5821924750,12093,2021
49381,19.0,False,3.0,65.0,,14.0,58.0,5833195218,12720,2021
19367,23.0,True,3.0,13.0,6.0,53.0,21.0,5780883399,12717,2021
63714,12.0,False,3.0,91.0,,100.0,3.0,5856834578,12832,2021
8957,20.0,False,3.0,46.0,,79.0,2.0,5775225938,12726,2021
91768,21.0,False,2.0,72.0,,125.0,52.0,5917058918,12906,2021
20123,11.0,False,3.0,95.0,,109.0,24.0,5780971004,12717,2021
58950,22.0,False,3.0,43.0,,62.0,33.0,5849859525,12723,2021
48142,2.0,False,2.0,7.0,,130.0,3.0,5830359462,12817,2021
15928,15.0,True,2.0,27.0,4.0,47.0,2.0,5779259838,12719,2021
14754,12.0,False,3.0,95.0,,117.0,50.0,5778053512,12726,2021
27711,9.0,False,2.0,66.0,,109.0,26.0,5796119541,12718,2021
73260,16.0,True,2.0,71.0,3.0,100.0,4.0,5874402217,12917,2021
60729,2.0,False,3.0,73.0,,130.0,0.0,5852873943,12735,2021
73049,21.0,False,2.0,106.0,,46.0,21.0,5874167221,12881,2021
10100,11.0,False,2.0,17.0,,102.0,6.0,5775303730,12726,2021
19159,7.0,True,2.0,7.0,1.0,130.0,55.0,5780881436,12717,2021
94138,19.0,False,3.0,21.0,,8.0,25.0,5924049200,12986,2021
13150,15.0,True,2.0,30.0,0.0,32.0,1.0,5777482669,12717,2021
10852,19.0,False,3.0,44.0,,63.0,30.0,5776252401,12719,2021
30300,8.0,True,3.0,111.0,9.0,101.0,27.0,5800115014,12748,2021
504510,20.0,False,3.0,56.0,,40.0,55.0,5760349457,12093,2020
500182,14.0,False,2.0,23.0,,130.0,26.0,5748828226,12616,2020
48000,4.0,False,3.0,13.0,,123.0,12.0,5829872221,12735,2021
32272,16.0,True,3.0,86.0,8.0,59.0,68.0,5803601537,12723,2021
8627,1.0,False,3.0,40.0,,130.0,34.0,5775221461,12726,2021
69904,8.0,True,3.0,60.0,8.0,115.0,3.0,5866600755,12723,2021
17844,11.0,False,2.0,60.0,,104.0,44.0,5780587620,12721,2021
40652,16.0,True,2.0,31.0,0.0,67.0,53.0,5817636213,12705,2021
45943,20.0,False,3.0,9.0,,41.0,6.0,5826688604,12780,2021
35129,6.0,True,2.0,107.0,3.0,130.0,11.0,5807941537,12767,2021
59152,8.0,True,3.0,129.0,8.0,130.0,6.0,5850172466,12780,2021
502107,21.0,False,3.0,74.0,,51.0,60.0,5751290758,11912,2020
93629,1.0,False,3.0,43.0,,130.0,31.0,5921891277,13043,2021
90591,20.0,False,2.0,65.0,,66.0,6.0,5915088482,12906,2021
17512,15.0,True,3.0,69.0,5.0,130.0,3.0,5780224678,12721,2021
4862,21.0,False,3.0,13.0,,130.0,37.0,5774969525,12719,2021
68004,20.0,False,3.0,78.0,,25.0,13.0,5863619259,12917,2021
63766,16.0,True,2.0,4.0,4.0,109.0,41.0,5856967718,12718,2021
28627,13.0,False,3.0,25.0,,106.0,8.0,5797332409,12093,2021
76142,21.0,False,2.0,17.0,,37.0,29.0,5879729884,12880,2021
8763,17.0,True,3.0,10.0,6.0,60.0,34.0,5775222991,12726,2021
56106,15.0,True,2.0,53.0,6.0,21.0,0.0,5845460650,12727,2021
50089,7.0,True,2.0,111.0,4.0,130.0,31.0,5834907189,12093,2021
40656,20.0,False,3.0,17.0,,66.0,27.0,5817636213,12705,2021
191162,1.0,False,3.0,98.0,,130.0,3.0,6092491511,13335,2021
117599,4.0,False,2.0,121.0,,116.0,28.0,5962951114,13114,2021
126829,4.0,False,2.0,97.0,,130.0,25.0,5978862336,13114,2021
182170,19.0,False,2.0,47.0,,75.0,30.0,6078913575,13256,2021
108229,1.0,False,3.0,54.0,,130.0,61.0,5950073972,13059,2021
186699,17.0,True,3.0,48.0,5.0,101.0,110.0,6086448401,13335,2021
179245,7.0,True,3.0,128.0,6.0,129.0,19.0,6074645905,13268,2021
188264,22.0,False,2.0,108.0,,128.0,48.0,6089197880,13268,2021
194523,2.0,False,2.0,61.0,,127.0,1.0,6096964467,13330,2021
176423,23.0,True,3.0,72.0,8.0,101.0,57.0,6069457916,13268,2021
137615,18.0,True,3.0,17.0,6.0,54.0,71.0,5993485120,13148,2021
166160,4.0,False,3.0,68.0,,130.0,0.0,6050170126,13194,2021
149191,18.0,True,3.0,74.0,8.0,93.0,42.0,6010998907,13228,2021
186242,15.0,True,2.0,75.0,4.0,121.0,8.0,6085095358,13335,2021
96136,2.0,False,3.0,13.0,,99.0,9.0,5929963643,13059,2021
153384,6.0,True,3.0,31.0,5.0,130.0,27.0,6016993571,12504,2021
116983,9.0,False,2.0,12.0,,106.0,13.0,5962294939,13102,2021
127793,10.0,False,2.0,94.0,,130.0,5.0,5980646012,13109,2021
141927,4.0,False,2.0,58.0,,130.0,2.0,6000151156,13150,2021
186094,11.0,False,3.0,29.0,,117.0,16.0,6084949740,13320,2021
138964,9.0,False,2.0,94.0,,130.0,12.0,5995422084,13150,2021
125935,7.0,True,2.0,100.0,4.0,129.0,53.0,5976035488,13120,2021
119078,13.0,False,2.0,88.0,,130.0,50.0,5963980106,13102,2021
106855,17.0,True,3.0,97.0,5.0,63.0,56.0,5947749192,13113,2021
105330,14.0,False,2.0,129.0,,98.0,4.0,5946138592,13059,2021
135959,18.0,True,3.0,36.0,9.0,109.0,5.0,5991778690,13107,2021
170452,8.0,True,3.0,49.0,5.0,118.0,42.0,6057808616,13194,2021
125424,22.0,False,2.0,52.0,,2.0,2.0,5974866590,13102,2021
180606,24.0,True,2.0,11.0,4.0,62.0,63.0,6077246390,13268,2021
155597,13.0,False,3.0,81.0,,128.0,46.0,6023084699,12964,2021
