no,match_id,barracks_status_dire,barracks_status_radiant,cluster,dire_score,duration,engine,first_blood_time,game_mode,human_players,leagueid,lobby_type,match_seq_num,negative_votes,positive_votes,radiant_score,radiant_win,start_date_time,tower_status_dire,tower_status_radiant,version,replay_salt,series_id,series_type,patch,region,throw,loss,comeback,stomp,replay_url,dire_team_id,radiant_team_id,data_year,pre_game_duration,flags,radiant_logo,radiant_team_complete,dire_logo,dire_team_complete,radiant_captain,dire_captain,average_rank
8283,6575280914,'00111111','00000011',183,30,2168,1,167,2,10,14200,1,5494156796,0.0,0.0,24,False,2022-05-18 05:12:09,'0000011111100100','0000000000000111',21.0,1533594901.0,668501.0,1.0,50,8.0,,,2856.0,15679.0,http://replay183.valve.net/570/6575280914_1533594901.dem.bz2,,,2022,,,,,,,,,
25656,7427909290,'00111111','00110011',182,42,1773,1,53,2,10,15716,1,6250571631,,,16,False,2023-11-09 06:16:21,'0000011111110110','0000001100000110',,767757886.0,823878.0,1.0,53,8.0,,,0.0,17169.0,http://replay182.valve.net/570/7427909290_767757886.dem.bz2,,,2023,,,,,,,,,
1810,5235537087,'00111111','00111111',122,6,1034,1,131,2,10,10884,1,4393114770,0.0,5.0,20,True,10/2/20 03:33,'0000011111000100','0000011110111111',21.0,1892859477.0,0.0,0.0,43,2.0,306.0,9950.0,,,http://replay122.valve.net/570/5235537087_1892859477.dem.bz2,,,2020,,,,,,,,,
702,5779532887,'00111111','00111111',138,3,995,1,133,2,10,12719,1,4866156720,0.0,0.0,27,True,2021-01-09 19:00:06,'0000011110110110','0000011111111111',21.0,2146310957.0,518194.0,0.0,47,3.0,0.0,13921.0,,,http://replay138.valve.net/570/5779532887_2146310957.dem.bz2,,,2021,,,,,,,,,
431,6959652319,'00111111','00000011',274,47,2433,1,177,2,10,14565,1,5838667944,0.0,0.0,36,False,2023-01-08 10:47:07,'0000011100110100','0000011000000000',,136148906.0,739263.0,1.0,51,3.0,,,34.0,18527.0,http://replay274.valve.net/570/6959652319_136148906.dem.bz2,,,2023,,,,,,,,,
18720,7271300305,'00111111','00110011',273,36,1934,1,49,2,10,15026,1,6116540959,0.0,0.0,26,False,2023-08-05 09:07:09,'0000011110100110','0000000000000111',21.0,1623117383.0,797705.0,1.0,52,3.0,,,5222.0,21654.0,http://replay273.valve.net/570/7271300305_1623117383.dem.bz2,,,2023,,,,,,,,,
220,5188203159,'00111111','00110000',236,29,2485,1,51,2,10,11533,1,4353623577,2.0,16.0,29,False,8/1/20 03:13,'0000011000110100','0000011110000000',21.0,1252701402.0,398715.0,0.0,42,13.0,,,6471.0,9701.0,http://replay236.wmsj.cn/570/5188203159_1252701402.dem.bz2,,,2020,,,,,,,,,
2072,5832595712,'00111111','00000000',172,47,2493,1,12,2,10,12692,1,4910440640,0.0,0.0,26,False,2021-02-13 09:53:23,'0000011111110100','0000000000000000',21.0,253496726.0,528990.0,1.0,47,7.0,,,237.0,16028.0,http://replay172.valve.net/570/5832595712_253496726.dem.bz2,,,2021,,,,,,,,,
7665,6074195932,'00111111','00000000',153,48,2668,1,172,2,10,12504,1,5085273763,0.0,0.0,24,False,2021-07-05 06:09:24,'0000011110110100','0000000000000000',21.0,202760773.0,575472.0,1.0,48,5.0,,,531.0,26790.0,http://replay153.valve.net/570/6074195932_202760773.dem.bz2,,,2021,,,,,,,,,
2060,5832230464,'00111100','00111111',172,39,3661,1,44,2,10,12692,1,4910266241,0.0,0.0,35,True,2021-02-13 05:52:07,'0000000110100000','0000011100100000',21.0,1407541334.0,528970.0,1.0,47,7.0,8042.0,16852.0,,,http://replay172.valve.net/570/5832230464_1407541334.dem.bz2,,,2021,,,,,,,,,
3362,6458105090,'00110011','00111111',154,11,1675,1,299,2,10,14022,1,5397197844,0.0,0.0,32,True,2022-03-03 06:13:58,'0000011110000000','0000011110111111',21.0,1004915777.0,647466.0,1.0,50,5.0,1462.0,20626.0,,,http://replay154.valve.net/570/6458105090_1004915777.dem.bz2,,,2022,,,,,,,,,
1387,6977261304,'00000000','00111111',153,13,1462,1,0,2,10,14949,1,5854514389,0.0,0.0,36,True,2023-01-19 11:35:33,'0000011000000000','0000011110111111',,541194752.0,742096.0,1.0,51,5.0,-408.0,18173.0,,,http://replay153.valve.net/570/6977261304_541194752.dem.bz2,,,2023,,,,,,,,,
16812,5622807751,'00111111','00111111',236,32,1202,1,72,2,10,11249,1,4723160657,0.0,0.0,11,False,20/9/20 09:26,'0000011110111110','0000011110100111',21.0,1484076786.0,482366.0,1.0,46,13.0,,,6.0,9971.0,http://replay236.wmsj.cn/570/5622807751_1484076786.dem.bz2,,,2020,,,,,,,,,
13346,6268581039,'00110000','00111111',122,53,3368,1,107,2,10,13659,1,5240745067,0.0,0.0,56,True,2021-11-11 00:09:04,'0000000110000000','0000011000100100',21.0,1717605020.0,613268.0,1.0,49,2.0,4924.0,17816.0,,,http://replay122.valve.net/570/6268581039_1717605020.dem.bz2,,,2021,,,,,,,,,
23921,6926768706,'00000000','00111111',121,8,1545,1,43,2,10,14889,1,5808728919,0.0,0.0,40,True,2022-12-19 18:57:10,'0000011000000000','0000011110111110',21.0,118027222.0,734973.0,1.0,51,2.0,0.0,19220.0,,,http://replay121.valve.net/570/6926768706_118027222.dem.bz2,,,2022,,,,,,,,,
17042,6740920139,'00111111','00000000',273,27,2914,1,394,2,10,14457,1,5640460683,0.0,0.0,20,False,2022-09-04 14:39:04,'0000011100100100','0000000000000000',21.0,1045395770.0,701465.0,1.0,51,3.0,,,3164.0,11788.0,http://replay273.valve.net/570/6740920139_1045395770.dem.bz2,,,2022,,,,,,,,,
20306,5708040533,'00110000','00111111',201,27,2451,1,58,2,10,12531,1,4801294885,0.0,0.0,28,True,19/11/20 21:04,'0000000110000000','0000011100110111',21.0,962025170.0,502214.0,1.0,46,10.0,,,,,http://replay201.valve.net/570/5708040533_962025170.dem.bz2,,,2020,,,,,,,,,
18738,5671554385,'00111111','00000011',236,31,964,1,106,2,10,11668,1,4767720829,0.0,0.0,13,False,25/10/20 12:36,'0000011111110110','0000001000000100',21.0,1250312491.0,493619.0,1.0,46,13.0,,,,,http://replay236.wmsj.cn/570/5671554385_1250312491.dem.bz2,,,2020,,,,,,,,,
18620,5669535641,'00111111','00110011',236,34,2001,1,122,2,10,12459,1,4765898180,0.0,0.0,39,False,24/10/20 06:14,'0000011110110100','0000000100000111',21.0,1300639784.0,493053.0,1.0,46,13.0,,,,,http://replay236.wmsj.cn/570/5669535641_1300639784.dem.bz2,,,2020,,,,,,,,,
5037,7034292747,'00110111','00111111',152,22,1509,1,0,2,10,15075,1,5905678052,0.0,0.0,26,True,2023-02-26 01:59:18,'0000011100000100','0000011110111111',21.0,1349186825.0,754209.0,0.0,51,5.0,3566.0,7660.0,,,http://replay152.valve.net/570/7034292747_1349186825.dem.bz2,,,2023,,,,,,,,,
518,5198440330,'00111111','00110011',131,40,1994,1,11,2,10,11620,1,4362221544,3.0,8.0,27,False,15/1/20 21:42,'0000011111100100','0000001000000100',21.0,1186991979.0,400370.0,1.0,42,3.0,,,,,http://replay131.valve.net/570/5198440330_1186991979.dem.bz2,,,2020,,,,,,,,,
5601,7045182804,'00111011','00111111',272,11,1685,1,176,2,10,14915,1,5915299350,0.0,0.0,19,True,2023-03-05 09:03:21,'0000011110000100','0000011110100100',21.0,1532149248.0,756626.0,1.0,51,,1192.0,7886.0,,,http://replay272.valve.net/570/7045182804_1532149248.dem.bz2,,,2023,,,,,,,,,
6873,7069818576,'00111111','00111111',347,18,1044,1,233,2,10,14783,1,5936841704,0.0,0.0,7,False,2023-03-20 17:08:59,'0000011111111110','0000011110110110',21.0,294798746.0,762396.0,1.0,51,38.0,,,0.0,11197.0,http://replay347.valve.net/570/7069818576_294798746.dem.bz2,,,2023,,,,,,,,,
9365,6128806431,'00110011','00111111',236,20,1682,1,25,2,10,13403,1,5129289621,0.0,0.0,28,True,2021-08-10 11:01:53,'0000011110000100','0000011110110111',21.0,1557718266.0,585267.0,1.0,48,13.0,99.0,15252.0,,,http://replay236.wmsj.cn/570/6128806431_1557718266.dem.bz2,,,2021,,,,,,,,,
4914,5960427966,'00110000','00111111',154,24,2294,1,110,2,10,12942,1,4995164489,0.0,0.0,36,True,2021-04-23 10:01:09,'0000011110000000','0000011000100110',21.0,976092800.0,553550.0,1.0,48,5.0,2414.0,12722.0,,,http://replay154.valve.net/570/5960427966_976092800.dem.bz2,,,2021,,,,,,,,,
29138,7498772246,'00001111','00111111',272,46,2204,1,274,2,10,15716,1,6311171252,,,36,True,2023-12-21 11:01:02,'0000000000110100','0000011110100100',21.0,2026282464.0,,,54,3.0,13349.0,1172.0,,,http://replay272.valve.net/570/7498772246_2026282464.dem.bz2,8629317.0,8629014.0,2023,90.0,5.0,2.0362241225902515e+18,1.0,1.8988555519455252e+18,1.0,1144771878.0,1083977859.0,
18102,6772531657,'00111111','00000000',273,40,2536,1,211,2,10,14630,1,5668895867,0.0,0.0,22,False,2022-09-23 16:32:25,'0000011110110110','0000000000000000',21.0,2039219697.0,706983.0,1.0,51,3.0,,,650.0,14577.0,http://replay273.valve.net/570/6772531657_2039219697.dem.bz2,,,2022,,,,,,,,,
27043,7446096801,'00111111','00000000',161,31,2803,1,50,2,10,15909,1,6264697213,,,25,False,2023-11-18 17:23:12,'0000011100000100','0000000000000000',21.0,473961961.0,0.0,0.0,53,6.0,,,1865.0,26054.0,http://replay161.valve.net/570/7446096801_473961961.dem.bz2,,,2023,,,,,,,,,
19098,7278238003,'00111111','00111111',151,39,2000,1,0,2,10,15597,1,6122730596,0.0,0.0,53,True,2023-08-10 06:44:09,'0000011000000100','0000011100100110',21.0,931499503.0,798875.0,0.0,53,5.0,7094.0,12677.0,,,http://replay151.valve.net/570/7278238003_931499503.dem.bz2,,,2023,,,,,,,,,
10937,6622251776,'00110011','00111111',273,12,1440,1,0,2,10,14304,1,5534860440,0.0,0.0,29,True,2022-06-17 13:05:06,'0000011100000100','0000011110111110',21.0,434511612.0,677804.0,1.0,50,3.0,879.0,14173.0,,,http://replay273.valve.net/570/6622251776_434511612.dem.bz2,,,2022,,,,,,,,,
21442,7326456192,'00111111','00110011',272,45,2121,1,124,2,10,15480,1,6166077835,,,39,False,2023-09-09 10:07:03,'0000011100100100','0000000100000100',21.0,589787751.0,805767.0,1.0,53,3.0,,,6423.0,11728.0,http://replay272.valve.net/570/7326456192_589787751.dem.bz2,,,2023,,,,,,,,,
675,6377383408,'00110000','00111111',123,24,2137,1,286,2,10,13742,1,5330520027,0.0,0.0,29,True,2022-01-14 21:10:17,'0000000110000000','0000011110110111',21.0,1822066551.0,632674.0,1.0,49,2.0,0.0,21089.0,,,http://replay123.valve.net/570/6377383408_1822066551.dem.bz2,,,2022,,,,,,,,,
7774,5399765639,'00111111','00111111',236,9,1485,1,130,2,10,11966,1,4526590620,0.0,2.0,19,True,6/5/20 09:16,'0000011100000100','0000011110111110',21.0,564213494.0,439254.0,1.0,45,13.0,,,,,http://replay236.wmsj.cn/570/5399765639_564213494.dem.bz2,,,2020,,,,,,,,,
4141,6473480455,'00111111','00110011',347,27,1375,1,120,2,10,13572,1,5409382024,0.0,0.0,9,False,2022-03-12 22:04:58,'0000011110111110','0000011000000100',21.0,1020556037.0,650174.0,2.0,50,38.0,,,250.0,14258.0,http://replay347.valve.net/570/6473480455_1020556037.dem.bz2,,,2022,,,,,,,,,
5569,5347357120,'00110000','00111111',123,12,1599,1,0,2,10,11863,1,4484363841,2.0,12.0,38,True,10/4/20 21:19,'0000000110000000','0000011110111110',21.0,229337004.0,427259.0,1.0,44,2.0,,,,,http://replay123.valve.net/570/5347357120_229337004.dem.bz2,,,2020,,,,,,,,,
24516,7394787763,'00110000','00111111',272,39,2218,1,16,2,10,14915,1,6224690417,,,42,True,2023-10-22 16:46:34,'0000000110000000','0000011000110110',,1060046192.0,818566.0,1.0,53,3.0,3167.0,13029.0,,,http://replay272.valve.net/570/7394787763_1060046192.dem.bz2,,,2023,,,,,,,,,
2947,6450754199,'00111111','00111111',273,46,1873,1,0,2,10,13877,1,5391274513,0.0,0.0,20,False,2022-02-26 10:09:01,'0000011110110110','0000011100000100',21.0,511341038.0,646022.0,1.0,50,3.0,,,1486.0,23574.0,http://replay273.valve.net/570/6450754199_511341038.dem.bz2,,,2022,,,,,,,,,
23040,6910557163,'00110011','00111111',274,25,2361,1,93,2,10,14659,1,5793928267,0.0,0.0,40,True,2022-12-10 05:33:09,'0000001111000100','0000011100110111',21.0,575652460.0,731416.0,1.0,51,3.0,1766.0,10645.0,,,http://replay274.valve.net/570/6910557163_575652460.dem.bz2,,,2022,,,,,,,,,
13076,5514879040,'00000000','00111111',138,38,2136,1,0,2,10,12214,1,4624491851,0.0,0.0,57,True,15/7/20 13:48,'0000000000000000','0000011111111111',21.0,1843161893.0,463266.0,1.0,46,3.0,,,,,http://replay138.valve.net/570/5514879040_1843161893.dem.bz2,,,2020,,,,,,,,,
3349,7008213772,'00001101','00000011',272,41,3228,1,0,2,10,15021,1,5882405043,0.0,0.0,37,False,2023-02-08 18:59:29,'0000001000000000','0000000000000110',21.0,76486384.0,748370.0,1.0,51,,,,21243.0,152.0,http://replay272.valve.net/570/7008213772_76486384.dem.bz2,,,2023,,,,,,,,,
4992,7601388393,'00000000','00111111',183,11,2680,1,142,2,10,15981,1,6398765861,,,21,True,2024-02-22 14:04:01,'0000000000000000','0000011100110110',21.0,834945429.0,,,54,8.0,3186.0,12664.0,,,http://replay183.valve.net/570/7601388393_834945429.dem.bz2,8605863.0,9351740.0,2024,90.0,4.0,2.5406628901676047e+18,1.0,2.079029969559625e+18,0.0,207829314.0,171262902.0,
17938,5652180880,'00111111','00000000',155,25,2174,1,214,2,10,12459,1,4750023275,0.0,0.0,28,False,11/10/20 07:12,'0000011100100100','0000000000000000',21.0,1898177342.0,488662.0,1.0,46,5.0,,,,,http://replay155.valve.net/570/5652180880_1898177342.dem.bz2,,,2020,,,,,,,,,
9696,5436315836,'00000000','00001111',138,32,3419,1,95,2,10,11999,1,4556282488,0.0,1.0,49,True,26/5/20 10:03,'0000000000000000','0000001000000100',21.0,532190858.0,448872.0,1.0,45,3.0,,,,,http://replay138.valve.net/570/5436315836_532190858.dem.bz2,,,2020,,,,,,,,,
4327,7024186487,'00110011','00111111',272,27,1880,1,109,2,10,14894,1,5896667178,0.0,0.0,48,True,2023-02-19 10:58:54,'0000011100000100','0000011100110110',21.0,280829210.0,751869.0,1.0,51,,785.0,9404.0,,,http://replay272.valve.net/570/7024186487_280829210.dem.bz2,,,2023,,,,,,,,,
12880,5509676631,'00111111','00111111',151,20,1256,1,158,2,10,12170,1,4619687184,0.0,0.0,11,False,12/7/20 09:59,'0000011111111110','0000011100100110',21.0,498366158.0,462462.0,1.0,46,5.0,,,,,http://replay151.valve.net/570/5509676631_498366158.dem.bz2,,,2020,,,,,,,,,
5254,6503842546,'00001111','00111111',274,0,3127,1,0,2,10,13877,1,5433590680,0.0,0.0,0,True,2022-04-01 13:42:23,'0000000000100100','0000011100100100',21.0,9883474.0,655421.0,1.0,50,3.0,0.0,3300.0,,,http://replay274.valve.net/570/6503842546_9883474.dem.bz2,,,2022,,,,,,,,,
26043,7435944731,'00000000','00111111',122,31,2842,1,80,2,10,15909,1,6256394428,,,34,True,2023-11-12 21:06:56,'0000000000000000','0000011100000100',,1554993967.0,825324.0,0.0,53,2.0,3805.0,13516.0,,,http://replay122.valve.net/570/7435944731_1554993967.dem.bz2,,,2023,,,,,,,,,
12610,7173476442,'00111111','00000000',188,25,2219,1,80,2,10,15335,1,6028794647,0.0,0.0,16,False,2023-05-27 12:04:14,'0000011110100110','0000011000000000',21.0,395505381.0,780379.0,1.0,52,8.0,,,,,http://replay188.valve.net/570/7173476442_395505381.dem.bz2,,,2023,,,,,,,,,
19833,7292763995,'00110111','00000011',121,25,3415,1,0,2,10,15690,1,6135841458,0.0,0.0,29,True,2023-08-19 15:59:40,'0000000100000100','0000001000000110',21.0,187634352.0,801244.0,1.0,53,2.0,4999.0,5791.0,,,http://replay121.valve.net/570/7292763995_187634352.dem.bz2,,,2023,,,,,,,,,
10717,6177070924,'00111100','00001111',152,0,3220,1,0,2,10,13498,1,5167694759,0.0,0.0,0,False,2021-09-12 07:00:17,'0000011100100000','0000000000100100',21.0,2123748424.0,594085.0,1.0,49,5.0,,,900.0,1850.0,http://replay152.valve.net/570/6177070924_2123748424.dem.bz2,,,2021,,,,,,,,,
17246,6746550351,'00111111','00000011',155,43,2131,1,257,2,10,14539,1,5645476305,0.0,0.0,27,False,2022-09-08 04:59:04,'0000011111110110','0000011000000100',21.0,2038873160.0,702458.0,1.0,51,5.0,,,583.0,18859.0,http://replay155.valve.net/570/6746550351_2038873160.dem.bz2,,,2022,,,,,,,,,
16224,5601499135,'00000000','00111111',133,24,2688,1,45,2,10,12245,1,4703663823,0.0,0.0,36,True,5/9/20 19:08,'0000011000000000','0000011110110110',21.0,1422012801.0,478019.0,1.0,46,3.0,,,,,http://replay133.valve.net/570/5601499135_1422012801.dem.bz2,,,2020,,,,,,,,,
10778,7137932986,'00000011','00111111',273,13,1551,1,115,2,10,15257,1,5997083859,0.0,0.0,26,True,2023-05-03 23:27:27,'0000011000000100','0000011110111110',21.0,1660597620.0,774281.0,1.0,52,3.0,525.0,15457.0,,,http://replay273.valve.net/570/7137932986_1660597620.dem.bz2,,,2023,,,,,,,,,
17781,5649129043,'00111111','00110111',236,30,1369,1,67,2,10,11382,1,4747219096,0.0,0.0,27,False,9/10/20 02:31,'0000011110110110','0000011110000111',21.0,304753678.0,487916.0,1.0,46,13.0,,,2322.0,2638.0,http://replay236.wmsj.cn/570/5649129043_304753678.dem.bz2,,,2020,,,,,,,,,
22673,6904228643,'00001111','00111111',274,26,2304,1,0,2,10,14691,1,5788179178,0.0,0.0,46,True,2022-12-06 10:07:38,'0000011000100100','0000011110110110',21.0,1224764123.0,730364.0,1.0,51,3.0,832.0,17463.0,,,http://replay274.valve.net/570/6904228643_1224764123.dem.bz2,,,2022,,,,,,,,,
10928,7141177240,'00111111','00111111',271,29,1595,1,73,2,10,15026,1,6000004497,0.0,0.0,47,True,2023-05-06 08:30:07,'0000011100100110','0000011111110111',21.0,189697247.0,774739.0,1.0,52,3.0,3345.0,15855.0,,,http://replay271.valve.net/570/7141177240_189697247.dem.bz2,,,2023,,,,,,,,,
7847,7085526829,'00110011','00111111',273,50,3403,1,170,2,10,14915,1,5950680333,0.0,0.0,53,True,2023-03-31 10:07:24,'0000000110000100','0000011100100110',21.0,1674321198.0,765681.0,1.0,51,3.0,9768.0,16130.0,,,http://replay273.valve.net/570/7085526829_1674321198.dem.bz2,8979725.0,,2023,,,,,,,,,
28491,7482637450,'00111111','00111111',273,15,1773,1,0,2,10,15660,1,6296841244,,,35,True,2023-12-10 22:41:03,'0000011110000100','0000011110110111',,1640050358.0,833879.0,1.0,53,3.0,0.0,10470.0,,,http://replay273.valve.net/570/7482637450_1640050358.dem.bz2,,,2023,,,,,,,,,
21750,7332482856,'00110011','00111111',154,32,1974,1,47,2,10,15536,1,6171390858,,,41,True,2023-09-13 06:03:46,'0000000111000110','0000011100110111',21.0,92167305.0,806768.0,1.0,53,5.0,9270.0,5001.0,,,http://replay154.valve.net/570/7332482856_92167305.dem.bz2,9075558.0,9156114.0,2023,,,,,,,,,
6872,7069810113,'00111111','00000000',122,35,2237,1,158,2,10,15146,1,5936869320,0.0,0.0,23,False,2023-03-20 17:00:07,'0000011111110110','0000000000000000',21.0,665284373.0,762393.0,1.0,51,2.0,,,0.0,26009.0,http://replay122.valve.net/570/7069810113_665284373.dem.bz2,,,2023,,,,,,,,,
4094,5304332868,'00111111','00110011',236,31,2337,1,230,2,10,11668,1,4449716164,1.0,3.0,26,False,21/3/20 02:46,'0000011111100100','0000000100000100',21.0,1411947470.0,418696.0,1.0,44,13.0,,,,,http://replay236.wmsj.cn/570/5304332868_1411947470.dem.bz2,,,2020,,,,,,,,,
29742,7513248494,'00000000','00111111',273,21,1880,1,62,2,10,15901,1,6324091215,,,37,True,2023-12-30 13:21:15,'0000001000000000','0000011110110111',21.0,18227021.0,,,54,3.0,28.0,19604.0,,,http://replay273.valve.net/570/7513248494_18227021.dem.bz2,8829924.0,9286226.0,2023,90.0,5.0,2.286203878406513e+18,0.0,1.7975225615292662e+18,0.0,1149355168.0,893430688.0,
2193,5839052971,'00111111','00000011',151,33,1613,1,77,2,10,12780,1,4914191635,0.0,0.0,14,False,2021-02-16 13:32:19,'0000011111110110','0000011000000100',21.0,1644610420.0,530023.0,1.0,47,5.0,,,101.0,16090.0,http://replay151.valve.net/570/5839052971_1644610420.dem.bz2,,,2021,,,,,,,,,
12416,7169966253,'00110000','00111111',273,35,2021,1,150,2,10,15109,1,6025620358,0.0,0.0,37,True,2023-05-25 04:40:56,'0000001110000000','0000011100110100',21.0,1245874267.0,779830.0,1.0,52,3.0,,,,,http://replay273.valve.net/570/7169966253_1245874267.dem.bz2,,,2023,,,,,,,,,
2694,5857125042,'00111111','00111111',182,14,1636,1,200,2,10,12718,1,4925777690,0.0,0.0,24,True,2021-02-26 15:08:01,'0000011100100100','0000011110111111',21.0,1676309510.0,533572.0,1.0,47,8.0,0.0,17006.0,,,http://replay182.valve.net/570/5857125042_1676309510.dem.bz2,,,2021,,,,,,,,,
9229,7108515473,'00110000','00111111',273,16,2020,1,55,2,10,14691,1,5971245780,0.0,0.0,43,True,2023-04-15 15:19:18,'0000000110000000','0000011100110111',21.0,1853566044.0,769988.0,1.0,51,3.0,0.0,27382.0,,,http://replay273.valve.net/570/7108515473_1853566044.dem.bz2,,,2023,,,,,,,,,
28820,7489330910,'00000000','00111111',272,15,2486,1,108,2,10,15898,1,6302805875,,,27,True,2023-12-15 15:37:15,'0000000000000000','0000011100110110',,1128371016.0,,,53,3.0,2775.0,19810.0,,,http://replay272.valve.net/570/7489330910_1128371016.dem.bz2,,,2023,,,,,,,,,
10592,7133634458,'00111100','00111111',272,21,1670,1,0,2,10,14659,1,5993296914,0.0,0.0,24,True,2023-05-01 05:34:29,'0000011111100000','0000011110110111',21.0,2114735183.0,773717.0,1.0,52,3.0,-301.0,7700.0,,,http://replay272.valve.net/570/7133634458_2114735183.dem.bz2,,,2023,,,,,,,,,
6580,5371261207,'00111011','00111111',236,32,1329,1,124,2,10,11249,1,4503399395,0.0,2.0,39,True,22/4/20 02:43,'0000011111000110','0000011110110111',21.0,2028705434.0,432691.0,1.0,45,13.0,4855.0,4917.0,,,http://replay236.wmsj.cn/570/5371261207_2028705434.dem.bz2,,,2020,,,,,,,,,
11164,5469696507,'00111111','00111111',236,24,1648,1,145,2,10,11382,1,4584572889,0.0,0.0,42,True,14/6/20 02:38,'0000011111100100','0000011100100110',21.0,150290228.0,454654.0,1.0,45,13.0,6398.0,2849.0,,,http://replay236.wmsj.cn/570/5469696507_150290228.dem.bz2,,,2020,,,,,,,,,
5173,5968535535,'00111111','00110000',156,20,2284,1,330,2,10,13108,1,5001403719,0.0,0.0,18,False,2021-04-28 09:09:40,'0000011110110110','0000011000000000',21.0,222192771.0,555293.0,1.0,48,5.0,,,2259.0,16666.0,http://replay156.valve.net/570/5968535535_222192771.dem.bz2,,,2021,,,,,,,,,
2353,7552579895,'00000000','00111111',274,23,2037,1,126,2,10,16140,1,6359324825,,,33,True,2024-01-24 15:04:32,'0000010000000000','0000011110110110',21.0,496413641.0,,,54,3.0,11.0,19646.0,,,http://replay274.valve.net/570/7552579895_496413641.dem.bz2,9323382.0,9323259.0,2024,90.0,4.0,2.2693190151957765e+18,0.0,2.277200314550008e+18,0.0,215815942.0,437520472.0,
0,6946804781,'00111111','00111111',273,13,1426,1,28,2,10,14659,1,5826922383,0.0,0.0,26,True,2023-01-01 03:10:36,'0000011111100000','0000011100111111',21.0,1962488082.0,737564.0,1.0,51,3.0,1285.0,4134.0,,,http://replay273.valve.net/570/6946804781_1962488082.dem.bz2,,,2023,,,,,,,,,
54,5773364672,'00111111','00000000',186,49,2169,1,75,2,10,12717,1,4860688297,0.0,0.0,19,False,2021-01-05 15:09:19,'0000011110110110','0000000000000000',21.0,1962826046.0,516605.0,0.0,47,8.0,,,298.0,30549.0,http://replay186.valve.net/570/5773364672_1962826046.dem.bz2,,,2021,,,,,,,,,
25642,7427617125,'00111111','00111111',271,13,1656,1,115,2,10,15660,1,6250340448,,,30,True,2023-11-09 00:52:58,'0000011110100000','0000011110110111',,9870560.0,823804.0,1.0,53,3.0,2025.0,10960.0,,,http://replay271.valve.net/570/7427617125_9870560.dem.bz2,,,2023,,,,,,,,,
13613,5532619499,'00110011','00111111',236,32,1517,1,94,2,10,12170,1,4640870865,0.0,0.0,36,True,24/7/20 04:43,'0000011110000110','0000011110110110',21.0,1989984426.0,465504.0,1.0,46,13.0,,,,,http://replay236.wmsj.cn/570/5532619499_1989984426.dem.bz2,,,2020,,,,,,,,,
4396,7025075281,'00110000','00111111',122,16,1991,1,99,2,10,14753,1,5897464086,0.0,0.0,39,True,2023-02-19 20:16:54,'0000000100000000','0000011110111110',21.0,1595166331.0,752155.0,1.0,51,2.0,0.0,20118.0,,,http://replay122.valve.net/570/7025075281_1595166331.dem.bz2,,,2023,,,,,,,,,
9470,6604177614,'00011110','00011111',273,23,1960,1,90,2,10,14105,1,5520030412,0.0,0.0,40,True,2022-06-06 09:00:45,'0000010000100000','0000011000100110',21.0,304345489.0,674326.0,1.0,50,3.0,472.0,11790.0,,,http://replay273.valve.net/570/6604177614_304345489.dem.bz2,,,2022,,,,,,,,,
15546,6704740308,'00111111','00110000',225,45,3030,1,0,2,10,14448,1,5608640589,0.0,0.0,31,False,2022-08-13 05:10:24,'0000011100100100','0000011100000000',21.0,186377665.0,694502.0,1.0,50,17.0,,,10221.0,3226.0,http://replay225.valve.net/570/6704740308_186377665.dem.bz2,,,2022,,,,,,,,,
2162,5836902768,'00111111','00000000',153,36,1956,1,0,2,10,12705,1,4912978301,0.0,0.0,17,False,2021-02-15 12:10:50,'0000011111110110','0000011000000000',21.0,1125709599.0,529709.0,1.0,47,5.0,,,315.0,30998.0,http://replay153.valve.net/570/5836902768_1125709599.dem.bz2,,,2021,,,,,,,,,
4957,7033076240,'00111111','00000011',272,42,2053,1,7,2,10,14565,1,5904601221,0.0,0.0,29,False,2023-02-25 10:32:26,'0000011110110100','0000011000000110',21.0,1310794039.0,753980.0,1.0,51,,,,0.0,31211.0,http://replay272.valve.net/570/7033076240_1310794039.dem.bz2,,,2023,,,,,,,,,
14070,5544256480,'00111111','00111100',136,39,2505,1,224,2,10,12184,1,4651593409,0.0,0.0,38,False,30/7/20 19:58,'0000011111110110','0000000100100000',21.0,529011727.0,467519.0,2.0,46,3.0,,,,,http://replay136.valve.net/570/5544256480_529011727.dem.bz2,,,2020,,,,,,,,,
3201,7563147372,'00111111','00000011',182,36,1946,1,336,2,10,15901,1,6368762146,,,14,False,2024-01-31 16:11:51,'0000011111111111','0000011000000100',21.0,1353946471.0,,,54,8.0,,,100.0,21492.0,http://replay182.valve.net/570/7563147372_1353946471.dem.bz2,8831040.0,9225431.0,2024,90.0,4.0,2.1308244444982592e+18,0.0,1.81215997201601e+18,0.0,1666223032.0,1251984026.0,
2918,5865313674,'00111111','00111111',225,10,1036,1,174,2,10,12881,1,4931386657,0.0,0.0,30,True,2021-03-03 12:17:20,'0000011111110110','0000011111111111',21.0,1678993287.0,535439.0,1.0,47,17.0,424.0,9991.0,,,http://replay225.valve.net/570/5865313674_1678993287.dem.bz2,,,2021,,,,,,,,,
