no,match_id,barracks_status_dire,barracks_status_radiant,cluster,dire_score,duration,engine,first_blood_time,game_mode,human_players,leagueid,lobby_type,match_seq_num,negative_votes,positive_votes,radiant_score,radiant_win,start_date_time,tower_status_dire,tower_status_radiant,version,replay_salt,series_id,series_type,patch,region,throw,loss,comeback,stomp,replay_url,dire_team_id,radiant_team_id,data_year,pre_game_duration,flags,radiant_logo,radiant_team_complete,dire_logo,dire_team_complete,radiant_captain,dire_captain,average_rank
15983,7827130423,'00111111','00110011',272,26,1592,1,105,2,10,16059,1,6587860454,,,19,False,2024-07-03 13:33:04,'0000011111110100','0000000100000110',21.0,366610579.0,888409.0,1.0,55,3.0,,,0.0,16616.0,http://replay272.valve.net/570/7827130423_366610579.dem.bz2,8629315.0,8629324.0,2024,90.0,5.0,2.518145430787228e+18,1.0,1.9866814447137065e+18,1.0,1133046148.0,1232094007.0,
15765,7822816709,'00000000','00111111',273,18,2913,1,248,2,10,16869,1,6584454686,,,27,True,2024-06-30 15:40:21,'0000000000000000','0000011000100100',21.0,1591950230.0,887823.0,1.0,55,3.0,109.0,23346.0,,,http://replay273.valve.net/570/7822816709_1591950230.dem.bz2,8376696.0,9466943.0,2024,90.0,1.0,,1.0,,0.0,369342470.0,122817493.0,
22816,7963763313,'00111111','00011111',161,34,1629,1,159,2,10,17135,1,6699640160,,,17,False,2024-09-28 14:18:47,'0000011111111100','0000011000100110',21.0,1889920959.0,909838.0,1.0,56,6.0,,,1701.0,14725.0,http://replay161.valve.net/570/7963763313_1889920959.dem.bz2,9548213.0,9215833.0,2024,90.0,5.0,,0.0,,0.0,191116892.0,178633570.0,
7345,7644179993,'00110000','00111111',346,13,1879,1,99,2,10,16390,1,6434059950,,,28,True,2024-03-18 23:12:20,'0000011000000000','0000011110110110',21.0,2145771309.0,0.0,0.0,54,38.0,0.0,17474.0,,,http://replay346.valve.net/570/7644179993_2145771309.dem.bz2,9359894.0,,2024,90.0,4.0,,,,0.0,924944185.0,101071453.0,
6875,7638536357,'00110011','00111111',346,31,2369,1,66,2,10,16407,1,6429310876,,,35,True,2024-03-15 17:01:15,'0000011000000100','0000011100110110',21.0,2066198910.0,859499.0,1.0,54,38.0,6161.0,13480.0,,,http://replay346.valve.net/570/7638536357_2066198910.dem.bz2,9352634.0,7732977.0,2024,90.0,4.0,2.515893091079032e+18,1.0,2.532781589097934e+18,1.0,339235645.0,874981361.0,
9510,7681902197,'00111111','00111111',271,19,1763,1,522,2,10,16059,1,6466099611,,,35,True,2024-04-12 05:45:49,'0000011100110100','0000011110111111',21.0,2011635065.0,868129.0,1.0,54,3.0,1412.0,17964.0,,,http://replay271.valve.net/570/7681902197_2011635065.dem.bz2,8629005.0,8629318.0,2024,90.0,4.0,2.278325040128724e+18,1.0,1.9720440230379745e+18,1.0,1049956230.0,1228355759.0,
29563,8095578842,'00000000','00111111',236,21,2181,1,0,2,10,17527,1,6807793850,,,48,True,2024-12-24 06:30:44,'0000000000000000','0000011110110111',21.0,1158141186.0,937200.0,1.0,56,13.0,-627.0,10823.0,,,http://replay236.wmsj.cn/570/8095578842_1158141186.dem.bz2,9373848.0,9409659.0,2024,90.0,5.0,,0.0,,0.0,164948665.0,207945924.0,
8419,7660128697,'00110011','00111111',273,25,1634,1,282,2,10,16059,1,6447652708,,,40,True,2024-03-29 07:22:52,'0000011100000110','0000011110110110',21.0,390690711.0,864226.0,1.0,54,3.0,6609.0,8409.0,,,http://replay273.valve.net/570/7660128697_390690711.dem.bz2,2443375.0,8629318.0,2024,90.0,4.0,2.278325040128724e+18,1.0,2.2895853333669847e+18,1.0,1247011173.0,1103355581.0,
9619,7684715288,'00111111','00111111',122,29,1195,1,149,2,10,15899,1,6468523219,,,8,False,2024-04-13 20:12:04,'0000011111111110','0000011110110110',21.0,88820493.0,868710.0,1.0,54,2.0,,,0.0,8948.0,http://replay122.valve.net/570/7684715288_88820493.dem.bz2,9302841.0,8406842.0,2024,90.0,4.0,2.0013174206164856e+18,0.0,2.4348294735941914e+18,0.0,1133388674.0,148480336.0,
21401,7938996167,'00000011','00111111',272,22,1589,1,190,2,10,16059,1,6679168771,,,31,True,2024-09-12 05:03:46,'0000000000000110','0000011110110111',21.0,1797260185.0,905078.0,1.0,56,3.0,2634.0,18979.0,,,http://replay272.valve.net/570/7938996167_1797260185.dem.bz2,8629324.0,8629014.0,2024,90.0,0.0,2.0362241225902515e+18,1.0,2.518145430787228e+18,1.0,1144771878.0,1194935883.0,
11688,7736583219,'00111111','00110011',272,45,1998,1,1,2,10,16109,1,6514505679,,,28,False,2024-05-13 23:01:37,'0000011110110110','0000010110000100',21.0,965209825.0,875649.0,1.0,54,3.0,,,0.0,16695.0,http://replay272.valve.net/570/7736583219_965209825.dem.bz2,9005364.0,8849850.0,2024,90.0,5.0,1.832426636071471e+18,1.0,2.46072706861384e+18,0.0,338946567.0,179986197.0,
26706,8037867599,'00111111','00111111',121,7,1230,1,0,2,10,17299,1,6760197073,,,39,True,2024-11-15 21:03:27,'0000011100000100','0000011111111111',21.0,740718858.0,926147.0,1.0,56,2.0,-750.0,27245.0,,,http://replay121.valve.net/570/8037867599_740718858.dem.bz2,9554686.0,39.0,2024,90.0,5.0,,1.0,,0.0,324277900.0,1088839120.0,
10554,7708026712,'00111111','00110011',274,33,2203,1,311,2,10,15901,1,6489271422,,,23,False,2024-04-27 14:18:43,'0000011110110110','0000011100000100',21.0,773482913.0,871887.0,1.0,54,3.0,,,4472.0,19722.0,http://replay274.valve.net/570/7708026712_773482913.dem.bz2,9395679.0,9414800.0,2024,90.0,5.0,2.518151211081909e+18,0.0,2.499008933815848e+18,0.0,917067055.0,1092620119.0,
22772,7963287546,'00111111','00111111',183,28,1916,1,92,2,10,17135,1,6699252834,,,10,False,2024-09-28 09:02:08,'0000011111110110','0000011100100100',21.0,2095663581.0,909739.0,1.0,56,8.0,,,1762.0,21493.0,http://replay183.valve.net/570/7963287546_2095663581.dem.bz2,9303383.0,36.0,2024,90.0,5.0,,0.0,,0.0,111030315.0,108958769.0,
20206,7915743526,'00111111','00110011',274,42,2052,1,81,2,10,16635,1,6660057801,,,29,False,2024-08-26 22:34:50,'0000011111110110','0000000100000110',21.0,1078839577.0,901298.0,1.0,57,3.0,,,3325.0,13387.0,http://replay274.valve.net/570/7915743526_1078839577.dem.bz2,8849837.0,8849850.0,2024,90.0,4.0,2.504646219095012e+18,1.0,1.839182035511444e+18,1.0,338946567.0,332180099.0,
13918,7787721269,'00110011','00111111',274,16,1680,1,81,2,10,16312,1,6556116686,,,39,True,2024-06-10 03:45:15,'0000000111000100','0000011110110110',21.0,1550599766.0,882671.0,1.0,55,3.0,1589.0,21291.0,,,http://replay274.valve.net/570/7787721269_1550599766.dem.bz2,9330489.0,9330485.0,2024,90.0,1.0,2.2794526495078828e+18,1.0,2.377407244595661e+18,1.0,1651252190.0,1650354838.0,
9243,7676997754,'00111111','00000011',273,50,3778,1,220,2,10,16483,1,6462002031,,,27,False,2024-04-08 19:04:05,'0000011100100100','0000000000000100',21.0,403655309.0,867351.0,3.0,54,3.0,,,0.0,25556.0,http://replay273.valve.net/570/7676997754_403655309.dem.bz2,2163.0,8261500.0,2024,90.0,0.0,2.023835418754384e+18,1.0,2.0260941956602445e+18,1.0,143693439.0,86698277.0,
22241,7957788864,'00001111','00111111',184,21,1718,1,11,2,10,17135,1,6694702103,,,54,True,2024-09-24 13:08:49,'0000011000100000','0000011111111111',21.0,1670860826.0,0.0,0.0,56,8.0,745.0,22881.0,,,http://replay184.valve.net/570/7957788864_1670860826.dem.bz2,,9504575.0,2024,90.0,5.0,,0.0,,,193564777.0,319871163.0,
15148,7812563380,'00111111','00111111',151,36,1700,1,0,2,10,16775,1,6576180429,,,11,False,2024-06-24 08:45:10,'0000011111110110','0000011100100000',21.0,1707927777.0,886242.0,1.0,55,5.0,,,-553.0,21351.0,http://replay151.valve.net/570/7812563380_1707927777.dem.bz2,8254145.0,9359842.0,2024,90.0,5.0,,1.0,,1.0,135607261.0,861414087.0,
25790,8022696821,'00110011','00111100',193,34,3175,1,154,2,10,17272,1,6747849425,,,21,False,2024-11-06 20:46:01,'0000000110000100','0000011100100000',21.0,542638798.0,923280.0,1.0,56,9.0,,,0.0,16167.0,http://replay193.valve.net/570/8022696821_542638798.dem.bz2,9247354.0,9545759.0,2024,90.0,4.0,,0.0,2.31435057178187e+18,1.0,155332459.0,10366616.0,
26740,8038253487,'00000000','00111111',151,22,1836,1,76,2,10,17299,1,6760526450,,,33,True,2024-11-16 04:57:12,'0000011000000000','0000011110111111',21.0,751691498.0,926205.0,1.0,56,5.0,-173.0,27283.0,,,http://replay151.valve.net/570/8038253487_751691498.dem.bz2,9600432.0,9545782.0,2024,90.0,5.0,,0.0,,0.0,103045129.0,99573176.0,
25986,8028331333,'00111111','00000000',171,40,2180,1,4,2,10,17184,1,6752336274,,,20,False,2024-11-10 04:05:30,'0000011111110100','0000000000000000',21.0,1114463549.0,924362.0,3.0,56,7.0,,,1174.0,14054.0,http://replay171.valve.net/570/8028331333_1114463549.dem.bz2,9554170.0,9554690.0,2024,90.0,5.0,,0.0,2.4686254904982164e+18,0.0,1001962718.0,129497090.0,
6987,7640156672,'00110000','00111111',184,5,943,1,0,2,10,16390,1,6430629491,,,30,True,2024-03-16 15:11:18,'0000000110000000','0000011111111111',21.0,1490135457.0,859881.0,0.0,54,8.0,-1033.0,20236.0,,,http://replay184.valve.net/570/7640156672_1490135457.dem.bz2,9316029.0,9373270.0,2024,90.0,0.0,2.421319307290272e+18,1.0,2.25918528215094e+18,0.0,241519559.0,883393116.0,
12500,7754767600,'00111111','00000011',271,34,2377,1,266,2,10,16635,1,6529881028,,,28,False,2024-05-24 20:03:50,'0000011110100100','0000000000000100',21.0,584154191.0,878239.0,1.0,55,3.0,,,7400.0,11506.0,http://replay271.valve.net/570/7754767600_584154191.dem.bz2,8849850.0,8849833.0,2024,90.0,1.0,2.047503411652997e+18,1.0,1.832426636071471e+18,1.0,341654420.0,357479732.0,
23543,7976773416,'00001111','00111011',273,22,1855,1,291,2,10,16635,1,6710409538,,,32,True,2024-10-07 00:36:35,'0000011000000100','0000011110000110',21.0,2027067378.0,912785.0,1.0,56,3.0,109.0,18040.0,,,http://replay273.valve.net/570/7976773416_2027067378.dem.bz2,8850016.0,8849837.0,2024,90.0,4.0,1.839182035511444e+18,1.0,1.914618053677184e+18,1.0,422351924.0,234382300.0,
9932,7691406966,'00111111','00111111',274,33,1485,1,0,2,10,15898,1,6474286689,,,9,False,2024-04-18 11:59:23,'0000011111111111','0000011100100100',21.0,1659210347.0,,,54,3.0,,,-673.0,22203.0,http://replay274.valve.net/570/7691406966_1659210347.dem.bz2,9017006.0,9175409.0,2024,90.0,4.0,2.048629496910525e+18,0.0,2.03735382914302e+18,1.0,35504297.0,919735867.0,
11200,7725567162,'00111111','00110011',154,30,1998,1,2,1,10,16337,1,6504776198,,,12,False,2024-05-07 12:09:31,'0000011111111111','0000011100000100',21.0,933907364.0,874189.0,1.0,54,5.0,,,0.0,31363.0,http://replay154.valve.net/570/7725567162_933907364.dem.bz2,9104592.0,3846296.0,2024,90.0,5.0,8.596928493664256e+16,0.0,2.048623604688232e+18,0.0,,,
14332,7794925016,'00111111','00111111',274,9,1660,1,374,2,10,16059,1,6561843701,,,20,True,2024-06-14 07:20:58,'0000011110000100','0000011110110111',21.0,1047946077.0,883737.0,1.0,55,3.0,682.0,14536.0,,,http://replay274.valve.net/570/7794925016_1047946077.dem.bz2,8629317.0,9425656.0,2024,90.0,5.0,2.497885570409092e+18,1.0,2.2749473404090117e+18,1.0,1621497616.0,1083977859.0,
22626,7961301488,'00111111','00001101',346,38,1443,1,127,2,10,17135,1,6697598081,,,7,False,2024-09-26 22:53:31,'0000011111110110','0000011000100000',21.0,383380377.0,0.0,0.0,56,38.0,,,274.0,22415.0,http://replay346.valve.net/570/7961301488_383380377.dem.bz2,,8335298.0,2024,90.0,4.0,,0.0,,,86692726.0,1012061568.0,
15541,7818428452,'00110011','00111111',381,16,1465,1,111,2,10,16879,1,6580859867,,,38,True,2024-06-28 01:45:57,'0000011111000000','0000011110110111',21.0,855339304.0,887089.0,0.0,55,,0.0,12543.0,,,http://replay381.valve.net/570/7818428452_855339304.dem.bz2,9466553.0,9466544.0,2024,90.0,5.0,,0.0,,0.0,143828067.0,838754194.0,
8719,7666592137,'00111111','00000011',274,34,1710,1,188,2,10,16312,1,6453233161,,,16,False,2024-04-02 08:12:02,'0000011110110100','0000001000000111',21.0,892158937.0,865470.0,1.0,54,3.0,,,3994.0,9470.0,http://replay274.valve.net/570/7666592137_892158937.dem.bz2,8864178.0,8893837.0,2024,90.0,4.0,,0.0,2.289583009755689e+18,0.0,1526386891.0,1532806426.0,
8902,7669699811,'00000000','00110011',182,53,2778,1,230,2,10,15901,1,6455929532,,,46,True,2024-04-04 12:00:48,'0000000000000000','0000001100000100',21.0,384622812.0,865966.0,1.0,54,8.0,9647.0,3218.0,,,http://replay182.valve.net/570/7669699811_384622812.dem.bz2,9395676.0,8831040.0,2024,90.0,4.0,,0.0,2.51814923223003e+18,0.0,1251984026.0,189817721.0,
25209,8009903804,'00000000','00111111',191,16,2114,1,0,2,10,17272,1,6737653430,,,33,True,2024-10-29 14:54:01,'0000000000000000','0000011110100110',21.0,1001003764.0,920334.0,3.0,56,9.0,2345.0,16788.0,,,http://replay191.valve.net/570/8009903804_1001003764.dem.bz2,8291895.0,7119388.0,2024,90.0,4.0,1.839179120711952e+18,1.0,2.031716132171968e+18,1.0,113331514.0,86698277.0,
12633,7759839939,'00111111','00000011',273,38,2550,1,112,2,10,16635,1,6533860358,,,38,False,2024-05-26 20:49:56,'0000011100110100','0000000000000110',21.0,925658935.0,878883.0,1.0,55,3.0,,,4840.0,18268.0,http://replay273.valve.net/570/7759839939_925658935.dem.bz2,8849990.0,9005364.0,2024,90.0,1.0,2.46072706861384e+18,0.0,2.412313289525493e+18,0.0,1675393568.0,120488420.0,
