no,minute,gold,match_id,leagueid,data_year
381747,13,1315.0,6622622363,14304,2022
398074,15,-6459.0,6629813860,14200,2022
466616,2,192.0,6669894025,14389,2022
434453,34,-2897.0,6649998648,13379,2022
392955,29,-834.0,6627006045,14200,2022
460095,28,-6644.0,6667146750,14389,2022
384196,2,-207.0,6623701975,14284,2022
438849,31,-3563.0,6652786922,14295,2022
419001,27,8351.0,6639683349,14311,2022
425077,47,-7527.0,6642977463,14259,2022
395063,9,315.0,6628299213,14200,2022
439410,6,-262.0,6653624545,14271,2022
384653,30,8930.0,6623755047,14284,2022
467464,54,-25039.0,6670007037,14391,2022
395819,9,-415.0,6628515662,14105,2022
434646,24,-5006.0,6650191939,14200,2022
423838,11,600.0,6642407404,14287,2022
391624,36,-815.0,6626440940,14280,2022
390450,4,-753.0,6625795651,14304,2022
403407,19,-3241.0,6631593927,14295,2022
448956,13,-941.0,6660880450,14200,2022
436425,3,-136.0,6651485760,14295,2022
448745,5,747.0,6660835611,14105,2022
385796,32,-7838.0,6623937121,14200,2022
394855,29,1020.0,6628214688,14105,2022
469834,5,-528.0,6670834937,14389,2022
388846,17,257.0,6625423863,14248,2022
386548,24,-11558.0,6624120627,14279,2022
405996,22,3358.0,6632655991,14304,2022
375093,24,3674.0,6620718317,14284,2022
370765,30,-982.0,6619424038,14200,2022
423696,21,-1742.0,6642354450,14105,2022
407968,1,0.0,6633848812,14200,2022
384323,34,-2086.0,6623713587,14278,2022
445600,14,-3477.0,6658319105,14200,2022
393540,40,-9516.0,6627293611,14304,2022
416348,39,5271.0,6638266501,14105,2022
421639,3,213.0,6641092102,14200,2022
410825,12,-2705.0,6635158829,14281,2022
434848,10,-1603.0,6650490674,14278,2022
372690,23,-4018.0,6620274242,14105,2022
469325,40,-31062.0,6670784361,14389,2022
466287,25,-13067.0,6669888974,14105,2022
393208,20,6210.0,6627072822,14266,2022
380558,4,1155.0,6622296589,14284,2022
443700,13,8835.0,6656891485,14286,2022
439462,22,-4201.0,6653631175,14105,2022
404323,38,4077.0,6632245888,14247,2022
451838,18,1793.0,6662465739,14200,2022
384459,12,1312.0,6623739865,14284,2022
431802,35,-20931.0,6648298898,14287,2022
425785,10,-1471.0,6643831439,14105,2022
416352,1,100.0,6638276822,14287,2022
566858,12,2545.0,6723430954,14373,2022
493295,7,452.0,6681103640,14373,2022
502525,20,-9484.0,6685036691,14401,2022
557866,31,9316.0,6719551059,14451,2022
483925,16,-2747.0,6676297467,14200,2022
562395,2,81.0,6721761631,14373,2022
554941,18,-962.0,6717561163,14200,2022
563960,33,401.0,6722241238,14200,2022
570219,35,3870.0,6725245935,14200,2022
552119,49,-15315.0,6715090110,14448,2022
513311,19,-4965.0,6691577283,14438,2022
541856,4,-6.0,6708289529,14200,2022
524887,17,-21283.0,6697126202,14456,2022
561938,5,60.0,6721618897,14373,2022
471832,30,-15478.0,6671601743,14401,2022
529080,29,8828.0,6699307459,14448,2022
492679,1,0.0,6680731497,14394,2022
503489,33,11348.0,6685691334,14371,2022
517623,11,-807.0,6693168295,14447,2022
561790,20,-5636.0,6721399295,14493,2022
514660,29,826.0,6691900663,14373,2022
501631,47,6344.0,6684439995,14389,2022
494774,42,-6763.0,6681429019,14406,2022
482551,32,18632.0,6675536771,14323,2022
481026,15,-1105.0,6674756107,14394,2022
511655,12,816.0,6690502129,14401,2022
546148,26,-10313.0,6711063094,14448,2022
501120,21,-4629.0,6684268418,14373,2022
556302,24,3025.0,6718726338,14373,2022
531293,7,-163.0,6700778924,14373,2022
493128,2,311.0,6681062357,14426,2022
483412,23,63.0,6676004912,14200,2022
502689,21,1239.0,6685144908,14367,2022
511413,20,-2780.0,6690419723,14200,2022
538509,31,2508.0,6706140542,14417,2022
477185,12,1028.0,6673064946,14389,2022
471175,36,-749.0,6671278004,14406,2022
480998,38,-13861.0,6674755794,14391,2022
537579,19,3926.0,6705089920,14373,2022
496496,3,-423.0,6682122868,14394,2022
555790,21,-4762.0,6718276243,14448,2022
567391,51,12116.0,6723556328,14388,2022
512144,15,-3126.0,6690776269,14200,2022
501115,16,-2312.0,6684268418,14373,2022
545485,24,-7394.0,6710681343,14456,2022
569643,4,-515.0,6724948718,14200,2022
537873,24,-12922.0,6705341687,14200,2022
506937,39,6131.0,6687761859,14200,2022
503334,17,-3526.0,6685616053,14323,2022
486510,3,387.0,6677214054,14105,2022
511422,29,-3670.0,6690419723,14200,2022
496996,6,413.0,6682377710,14394,2022
498798,26,-6840.0,6682848524,14373,2022
478937,22,15963.0,6673990560,14200,2022
527186,10,-2824.0,6698198551,14417,2022
546269,12,2252.0,6711141361,14200,2022
525197,35,-15526.0,6697206699,14417,2022
490904,23,-6533.0,6679663329,14371,2022
548906,36,-15242.0,6712725203,14200,2022
570443,34,-11054.0,6725354306,14451,2022
485597,20,-19.0,6676992765,14389,2022
548987,17,-4147.0,6712748996,14471,2022
473911,7,-2871.0,6671896517,14389,2022
483189,12,-334.0,6675824139,14323,2022
570565,20,-12793.0,6725413713,14457,2022
535457,1,0.0,6704013577,14441,2022
535544,22,7096.0,6704034735,14451,2022
552002,36,4983.0,6714953955,14401,2022
478729,23,-10671.0,6673904683,14323,2022
562294,29,-20991.0,6721722805,14388,2022
494569,1,0.0,6681398231,14373,2022
525920,8,-2592.0,6697631198,14200,2022
560911,30,-23491.0,6720779084,14451,2022
560470,9,1063.0,6720618667,14200,2022
478373,36,1995.0,6673776111,14200,2022
548452,31,-18416.0,6712556093,14401,2022
510312,19,-4766.0,6689847635,14130,2022
525378,22,8710.0,6697281009,14394,2022
540307,8,-701.0,6707441263,14332,2022
522986,18,7765.0,6695655080,14417,2022
532458,17,-4857.0,6701837755,14448,2022
564595,34,5619.0,6722455448,14200,2022
480151,4,-435.0,6674614628,14389,2022
566953,34,839.0,6723460824,14388,2022
493954,10,-1109.0,6681230217,14389,2022
520885,3,-47.0,6694540555,14373,2022
471467,3,-503.0,6671354201,14401,2022
492632,5,-2643.0,6680647698,14332,2022
488895,18,8115.0,6678440173,14371,2022
570031,24,-30.0,6725121054,14130,2022
523275,22,15540.0,6695921673,14438,2022
565698,40,-6769.0,6723021538,14456,2022
547793,6,-105.0,6712233852,14448,2022
552669,27,9752.0,6715704390,14401,2022
473145,18,16669.0,6671810718,14389,2022
563369,42,16004.0,6722069091,14200,2022
518303,13,2312.0,6693610231,14417,2022
561158,22,10208.0,6720901547,14440,2022
534386,31,298.0,6703322880,14448,2022
522509,7,340.0,6695502627,14417,2022
483392,3,575.0,6676004912,14200,2022
480553,1,0.0,6674680218,14389,2022
566530,20,-8906.0,6723336938,14388,2022
525843,32,-10000.0,6697606257,14469,2022
505316,23,4349.0,6686827734,14394,2022
494662,16,-12396.0,6681410719,14389,2022
506747,4,706.0,6687680350,14406,2022
511066,11,-2207.0,6690326042,14371,2022
514098,31,-15520.0,6691766801,14438,2022
539848,14,-2660.0,6707327133,14451,2022
540686,12,-1893.0,6707754788,14417,2022
520233,4,-736.0,6694141682,14417,2022
516162,22,-5786.0,6692583958,14401,2022
539876,42,-3350.0,6707327133,14451,2022
485603,26,3024.0,6676992765,14389,2022
548093,23,-2560.0,6712377855,14373,2022
501607,23,-434.0,6684439995,14389,2022
566682,3,248.0,6723357793,14200,2022
548451,30,-18486.0,6712556093,14401,2022
520455,27,-6949.0,6694191889,14417,2022
517576,23,49.0,6693147107,14371,2022
533154,13,-5011.0,6702183123,14448,2022
490335,31,-24322.0,6679249259,13379,2022
567700,25,5311.0,6723684806,14388,2022
570359,25,-9607.0,6725250662,14200,2022
560006,33,-19925.0,6720461288,14388,2022
525260,36,10100.0,6697224046,14417,2022
526569,16,776.0,6697809980,14469,2022
501397,7,-77.0,6684368760,14373,2022
512327,42,-550.0,6690857847,14200,2022
543876,6,-396.0,6709596670,14200,2022
549679,11,1740.0,6713179103,14130,2022
531542,5,368.0,6700975485,14200,2022
563797,43,-7965.0,6722204277,14388,2022
568634,31,9143.0,6724408416,14456,2022
565767,19,-6073.0,6723145432,14388,2022
471324,28,2718.0,6671304145,14389,2022
525444,9,1420.0,6697508412,14373,2022
496745,2,640.0,6682300306,14389,2022
520325,5,-596.0,6694156308,14417,2022
565431,30,-2650.0,6722818164,14332,2022
518829,21,-13298.0,6693742040,14440,2022
548742,25,1917.0,6712668108,14200,2022
500168,24,1283.0,6683769334,14389,2022
565151,27,-11351.0,6722667828,14493,2022
513479,12,-273.0,6691640117,14406,2022
537102,22,8383.0,6704870857,14471,2022
534114,15,-6162.0,6703226158,14471,2022
527954,9,1697.0,6698981322,14373,2022
517153,21,-650.0,6693005859,14373,2022
485219,23,-893.0,6676925387,14200,2022
491152,26,-15864.0,6679734464,14373,2022
512949,6,694.0,6691168838,14440,2022
537301,7,-1003.0,6704949902,14469,2022
471282,3,-163.0,6671295608,14389,2022
568773,12,-2217.0,6724558917,14456,2022
530591,2,-24.0,6700553893,14373,2022
504174,15,817.0,6686015749,14323,2022
524902,12,-62.0,6697127372,14200,2022
556957,2,232.0,6718950823,14200,2022
524609,1,0.0,6697055454,14417,2022
479872,5,1377.0,6674505655,14200,2022
548022,16,-1798.0,6712372201,14471,2022
512246,3,11.0,6690802168,14440,2022
486202,25,-3594.0,6677151816,14389,2022
548594,10,2322.0,6712607939,14471,2022
530491,23,7752.0,6700522161,14471,2022
495269,8,-252.0,6681557674,14200,2022
531952,21,-5615.0,6701351134,14417,2022
551184,17,2998.0,6714226626,14200,2022
545156,33,-15914.0,6710371856,14451,2022
566619,12,835.0,6723346033,14388,2022
509631,25,3166.0,6689371648,14200,2022
475598,21,-2389.0,6672334898,14406,2022
485202,6,129.0,6676925387,14200,2022
559724,2,2796.0,6720403451,14200,2022
561340,13,-1585.0,6721026574,14486,2022
488475,25,3912.0,6678322841,14373,2022
517814,5,658.0,6693233469,14200,2022
560109,8,593.0,6720505483,14486,2022
472393,27,12961.0,6671710206,14389,2022
493603,17,-4869.0,6681163225,14389,2022
534884,20,1874.0,6703524870,14373,2022
553173,41,8974.0,6715935980,14486,2022
470803,5,1607.0,6671155460,14371,2022
494973,32,-9476.0,6681478657,14389,2022
500566,20,7104.0,6684006546,14406,2022
494961,20,-1833.0,6681478657,14389,2022
512893,21,911.0,6691137458,14394,2022
535840,23,-3898.0,6704146405,14451,2022
487395,13,-1081.0,6677871728,14389,2022
506247,16,2430.0,6687464568,14373,2022
533452,21,6875.0,6702470436,14401,2022
526573,20,-3209.0,6697809980,14469,2022
490889,8,-1190.0,6679663329,14371,2022
489321,32,-10936.0,6678583793,14389,2022
489203,35,-2800.0,6678530906,14406,2022
539490,27,-5407.0,6707091911,14200,2022
471101,33,-2383.0,6671227981,14389,2022
540054,1,0.0,6707420804,14451,2022
541326,16,-6375.0,6708125292,14471,2022
502266,31,-8661.0,6684845075,14389,2022
497815,15,-6395.0,6682601132,14389,2022
563591,29,13912.0,6722097087,14388,2022
527633,10,650.0,6698497114,14332,2022
561496,1,0.0,6721120824,14440,2022
553551,5,1018.0,6716343198,14130,2022
520468,40,-8039.0,6694191889,14417,2022
555895,22,4744.0,6718351428,14456,2022
510206,5,-177.0,6689774062,14130,2022
478357,20,2804.0,6673776111,14200,2022
513672,6,-1228.0,6691675187,14200,2022
476152,19,-10825.0,6672495238,14406,2022
558969,32,-843.0,6720210139,14373,2022
512478,10,-815.0,6690942734,14130,2022
532571,23,7629.0,6701885469,14448,2022
483659,8,297.0,6676194822,14389,2022
537802,35,1326.0,6705243604,14200,2022
569255,20,-2599.0,6724823221,14200,2022
488521,2,-218.0,6678341289,14389,2022
480279,5,-1335.0,6674627810,14391,2022
538780,3,-765.0,6706528361,14200,2022
483463,37,8847.0,6676013166,14401,2022
514785,9,-2362.0,6691953594,14373,2022
560496,4,-327.0,6720639190,14200,2022
547063,37,8105.0,6711541164,14200,2022
554286,8,151.0,6716906105,14456,2022
503618,47,-8560.0,6685766100,14426,2022
526777,13,-3179.0,6697885252,14200,2022
486807,1,-100.0,6677338110,14389,2022
545231,31,-16928.0,6710402515,14451,2022
488364,16,-6938.0,6678279234,14373,2022
532204,21,-2249.0,6701755033,14373,2022
545381,3,-269.0,6710540528,14456,2022
542300,20,8742.0,6708652138,14130,2022
562944,37,5530.0,6721922607,14373,2022
556203,44,-1371.0,6718586311,14456,2022
541325,15,-4508.0,6708125292,14471,2022
474677,24,-7020.0,6672039503,14394,2022
564195,12,-1990.0,6722334889,14200,2022
495094,42,-26424.0,6681494456,14389,2022
546869,20,-14728.0,6711437083,14486,2022
495595,6,-910.0,6681639270,14200,2022
543682,20,0.0,6709574210,14200,2022
563273,4,1142.0,6722025670,14471,2022
545045,3,732.0,6710332277,14440,2022
477163,30,-767.0,6673050759,14376,2022
481747,22,-1318.0,6675150086,14389,2022
498074,27,-2417.0,6682641884,14373,2022
566616,9,552.0,6723346033,14388,2022
534453,5,773.0,6703362447,14471,2022
492955,45,6610.0,6680944698,14367,2022
560095,38,-7026.0,6720471070,14373,2022
484196,3,386.0,6676488286,14391,2022
538849,8,657.0,6706559629,14448,2022
519001,12,-3983.0,6693802366,14417,2022
525077,10,-3175.0,6697182581,14456,2022
495063,11,-1135.0,6681494456,14389,2022
539410,15,3593.0,6706998161,14200,2022
484653,22,5271.0,6676834760,14426,2022
567464,34,17924.0,6723594850,14200,2022
495819,20,-4768.0,6681759885,14367,2022
534646,7,153.0,6703436800,14200,2022
523838,1,0.0,6696706878,14200,2022
491624,22,2787.0,6679881804,14426,2022
490450,27,-7616.0,6679291034,14389,2022
503407,8,33.0,6685645638,14438,2022
548956,20,-119.0,6712729783,14457,2022
536425,2,117.0,6704477931,14417,2022
548745,28,-4357.0,6712668108,14200,2022
485796,23,-4751.0,6677008237,14426,2022
494855,3,0.0,6681468412,14389,2022
569834,36,6284.0,6725021611,14200,2022
488846,1,0.0,6678415527,14389,2022
486548,7,-180.0,6677224765,14389,2022
505996,34,13433.0,6687330594,14323,2022
475093,1,0.0,6672199048,14389,2022
470765,32,-17930.0,6671132820,14373,2022
523696,3,244.0,6696465592,14401,2022
507968,17,-2143.0,6688736115,14373,2022
484323,23,-388.0,6676612110,14367,2022
545600,23,-7808.0,6710805891,14456,2022
493540,13,-1577.0,6681156803,14389,2022
516348,16,1692.0,6692659643,14417,2022
521639,25,20690.0,6695153851,14346,2022
510825,8,-1550.0,6690272892,14373,2022
534848,12,-1641.0,6703508307,14448,2022
472690,6,-575.0,6671769594,14389,2022
569325,37,23094.0,6724835680,14388,2022
566287,28,-2211.0,6723277185,14388,2022
493208,4,1425.0,6681090875,14406,2022
480558,6,-385.0,6674680218,14389,2022
543700,38,0.0,6709574210,14200,2022
539462,38,14557.0,6707061643,14401,2022
504323,36,3393.0,6686139572,14130,2022
551838,25,-6966.0,6714782569,14401,2022
484459,26,3467.0,6676724543,14389,2022
531802,16,-1645.0,6701237371,14401,2022
525785,13,-393.0,6697601243,14448,2022
516352,20,930.0,6692659643,14417,2022
666858,7,387.0,6821461711,14679,2022
593295,23,-2244.0,6746786079,14373,2022
602525,32,-7197.0,6758955183,14573,2022
657866,30,-520.0,6808300252,14268,2022
583925,33,100.0,6736468077,14373,2022
662395,19,6287.0,6811140084,14268,2022
654941,18,-7893.0,6806403033,14268,2022
663960,26,1653.0,6815213517,14268,2022
670219,38,-452.0,6827370612,14373,2022
652119,6,-894.0,6803064353,14683,2022
613311,6,-1480.0,6770818993,14552,2022
641856,19,1.0,6792399895,14552,2022
624887,20,648.0,6778850086,14609,2022
661938,10,1257.0,6811000638,14268,2022
571832,18,4002.0,6726291720,14373,2022
629080,9,2524.0,6781567091,14609,2022
592679,22,4114.0,6746509756,14373,2022
603489,13,84.0,6760439970,14373,2022
617623,8,1351.0,6773893229,14609,2022
661790,18,-3624.0,6810974000,14268,2022
614660,3,-544.0,6771835161,14582,2022
601631,35,-12916.0,6758406426,14574,2022
594774,13,-1429.0,6748591658,14466,2022
582551,44,0.0,6734880793,14373,2022
581026,24,-22014.0,6733590371,14200,2022
611655,30,3370.0,6770104809,14623,2022
646148,15,3938.0,6795773060,14642,2022
601120,46,33837.0,6757769254,14574,2022
656302,10,24.0,6807805085,14373,2022
631293,35,6261.0,6783106814,14630,2022
593128,16,12082.0,6746710847,14476,2022
583412,28,-1891.0,6735758604,14332,2022
602689,8,426.0,6759384199,14493,2022
611413,18,6072.0,6769884284,14552,2022
638509,30,5568.0,6789114198,14130,2022
577185,16,-4075.0,6730768223,14440,2022
571175,51,5635.0,6725688415,14486,2022
580998,39,-3966.0,6733540763,14200,2022
637579,17,4281.0,6788380253,14373,2022
596496,11,-4558.0,6750834738,14466,2022
655790,14,-1779.0,6807354811,14679,2022
667391,28,-1262.0,6822195102,14373,2022
612144,10,-8070.0,6770251691,14623,2022
601115,41,23514.0,6757769254,14574,2022
645485,39,-17897.0,6795602414,14642,2022
669643,30,-9246.0,6826269552,14719,2022
637873,28,-5705.0,6788638785,14604,2022
606937,4,349.0,6765672169,14474,2022
603334,19,-453.0,6760342509,14373,2022
586510,23,9531.0,6739439289,14571,2022
611422,4,-526.0,6769915210,14552,2022
596996,27,-15979.0,6751834824,14572,2022
598798,5,-443.0,6755426159,14373,2022
578937,9,2562.0,6732012085,14547,2022
627186,25,17615.0,6780202263,14609,2022
646269,7,-44.0,6795792744,14373,2022
625197,36,-17098.0,6779093167,14630,2022
590904,9,326.0,6744158083,14571,2022
648906,2,440.0,6797651704,14642,2022
670443,5,189.0,6827796313,14719,2022
585597,12,-3784.0,6738388637,14373,2022
648987,10,2867.0,6797759970,14630,2022
573911,19,8509.0,6727462756,14451,2022
583189,12,-1700.0,6735558475,14486,2022
670565,26,-1.0,6828414820,14719,2022
635457,7,859.0,6786807271,14130,2022
635544,2,95.0,6786841330,14552,2022
652002,10,-2700.0,6802767428,14679,2022
578729,20,-1689.0,6731870943,14373,2022
662294,18,-3495.0,6811064716,14373,2022
594569,29,819.0,6748448382,14572,2022
625920,13,-974.0,6779923759,14603,2022
660911,16,3887.0,6810821187,14268,2022
660470,24,-2911.0,6809888330,14268,2022
578373,29,10532.0,6731713618,14200,2022
648452,3,-475.0,6797405942,14642,2022
610312,15,5803.0,6768841497,14373,2022
625378,9,2461.0,6779321275,14630,2022
640307,18,-4947.0,6790880403,14552,2022
622986,4,1349.0,6777751320,14630,2022
632458,22,-4931.0,6784455979,14609,2022
664595,13,-291.0,6816712704,14268,2022
580151,11,2562.0,6733108783,14539,2022
666953,26,-7828.0,6821822088,14668,2022
593954,10,-1892.0,6748032069,14572,2022
620885,14,-2653.0,6776948823,14603,2022
571467,7,1230.0,6725916662,14456,2022
592632,39,-8589.0,6746509252,14572,2022
588895,22,2286.0,6742171296,14457,2022
670031,21,-6291.0,6827206136,14373,2022
623275,19,4578.0,6778089170,14552,2022
665698,15,2051.0,6818704228,14268,2022
647793,49,3499.0,6797217703,14642,2022
652669,10,313.0,6803958546,14679,2022
573145,46,-13948.0,6726897362,14388,2022
663369,22,5011.0,6813896391,14268,2022
618303,11,809.0,6774596768,14130,2022
661158,27,-5593.0,6810862848,14268,2022
634386,3,842.0,6786047896,14552,2022
622509,17,-357.0,6777411263,14130,2022
583392,8,2203.0,6735758604,14332,2022
580553,10,-3996.0,6733352701,14373,2022
666530,27,-3068.0,6820437795,14373,2022
625843,15,-6463.0,6779888677,14623,2022
605316,35,-4819.0,6762979472,14574,2022
594662,25,-4259.0,6748525538,14373,2022
606747,10,633.0,6765090077,14493,2022
611066,21,2457.0,6769196695,14130,2022
614098,9,973.0,6771664450,14623,2022
639848,8,894.0,6790282042,14604,2022
640686,11,1939.0,6791120394,14609,2022
620233,17,-4642.0,6776074031,14130,2022
616162,21,15879.0,6773212313,14623,2022
639876,36,14900.0,6790282042,14604,2022
585603,18,694.0,6738388637,14373,2022
648093,14,-872.0,6797283243,14642,2022
601607,11,1650.0,6758406426,14574,2022
666682,4,298.0,6820633429,14373,2022
648451,2,-70.0,6797405942,14642,2022
620455,8,-887.0,6776567270,14552,2022
617576,21,-6557.0,6773826566,14130,2022
633154,7,-1022.0,6784823929,14130,2022
590335,4,-113.0,6743689513,14373,2022
667700,35,-10981.0,6823334738,14668,2022
670359,33,1674.0,6827491866,14373,2022
660006,1,0.0,6809734353,14268,2022
625260,5,301.0,6779164924,14130,2022
626569,19,9132.0,6780072164,14603,2022
601397,20,-450.0,6758211535,14332,2022
612327,43,-3564.0,6770296907,14474,2022
643876,9,-45.0,6794318863,14373,2022
649679,6,-265.0,6798943462,14642,2022
631542,9,-2239.0,6783184684,14603,2022
663797,19,-676.0,6814823988,14679,2022
668634,21,-8567.0,6824300148,14679,2022
665767,25,7396.0,6818781180,14268,2022
571324,45,26595.0,6725770656,14451,2022
625444,6,-668.0,6779428781,14130,2022
596745,8,1539.0,6751534727,14569,2022
620325,11,4716.0,6776192924,14130,2022
665431,42,-5647.0,6818469926,14268,2022
618829,25,5276.0,6775088099,14609,2022
648742,42,-8252.0,6797487486,14642,2022
600168,9,343.0,6756968862,14373,2022
665151,23,9744.0,6817209595,14373,2022
613479,48,0.0,6770939382,14130,2022
637102,17,492.0,6788136325,14609,2022
634114,9,-4895.0,6785659293,14630,2022
627954,9,1406.0,6780773404,14130,2022
617153,23,-8691.0,6773580515,14630,2022
585219,34,-14065.0,6738150425,14373,2022
591152,10,-3712.0,6744521323,14571,2022
612949,15,-687.0,6770499322,14373,2022
637301,12,0.0,6788241822,14552,2022
571282,3,-114.0,6725770656,14451,2022
668773,53,3618.0,6824942954,14668,2022
630591,13,1119.0,6782889860,14609,2022
604174,4,1.0,6761816905,14573,2022
624902,35,21057.0,6778850086,14609,2022
656957,20,-3906.0,6807946326,14268,2022
624609,9,-1429.0,6778727938,14609,2022
579872,9,-1749.0,6732713054,14493,2022
648022,53,33287.0,6797279249,14642,2022
612246,25,-4103.0,6770292517,14609,2022
586202,21,7087.0,6739041566,14571,2022
648594,22,-6274.0,6797469455,14642,2022
630491,9,-124.0,6782848861,14609,2022
595269,14,0.0,6749412053,14332,2022
631952,28,17163.0,6783614528,14552,2022
651184,20,-1945.0,6800426302,14642,2022
645156,32,-7376.0,6795478395,14552,2022
666619,22,926.0,6820510970,14668,2022
609631,12,3596.0,6768286956,14630,2022
575598,20,5628.0,6729351051,14440,2022
585202,17,2013.0,6738150425,14373,2022
659724,8,-1717.0,6809656584,14268,2022
661340,31,-14311.0,6810903010,14268,2022
588475,27,-1523.0,6741916380,14373,2022
617814,29,-2206.0,6774032697,14630,2022
660109,21,-3189.0,6809742301,14268,2022
572393,16,-3582.0,6726561612,14471,2022
593603,15,-4629.0,6747340633,14466,2022
634884,21,3630.0,6786420252,14373,2022
653173,4,0.0,6804786224,14373,2022
570803,10,0.0,6725555080,14486,2022
594973,10,-1219.0,6748728114,14373,2022
600566,12,-67.0,6757171186,14573,2022
594961,21,14919.0,6748701097,14466,2022
612893,1,0.0,6770496741,14609,2022
635840,2,75.0,6787144828,14130,2022
587395,21,-1710.0,6740851149,14570,2022
606247,42,19215.0,6764279889,14474,2022
633452,12,278.0,6784931676,14552,2022
626573,23,11328.0,6780072164,14603,2022
590889,32,-5366.0,6744136500,14457,2022
589321,21,-8914.0,6742692560,14457,2022
589203,22,-6133.0,6742524037,14570,2022
639490,14,996.0,6789840279,14582,2022
571101,11,2048.0,6725680563,14451,2022
640054,11,135.0,6790424034,14604,2022
641326,10,-898.0,6791472457,14552,2022
602266,1,0.0,6758804678,14573,2022
597815,31,5715.0,6753606687,14569,2022
663591,28,16832.0,6814029588,14373,2022
627633,8,1796.0,6780515972,14604,2022
661496,29,3992.0,6810929982,14373,2022
653551,17,2111.0,6806047576,14268,2022
620468,21,-8438.0,6776567270,14552,2022
655895,2,196.0,6807716914,14268,2022
610206,6,1245.0,6768788766,14373,2022
578357,13,2326.0,6731713618,14200,2022
613672,18,3138.0,6771394151,14552,2022
576152,14,-5568.0,6730093083,14373,2022
658969,13,3130.0,6809523804,14268,2022
612478,29,3347.0,6770343330,14373,2022
632571,45,9687.0,6784510565,14582,2022
583659,22,454.0,6736336972,14373,2022
637802,28,-13819.0,6788521610,14130,2022
669255,7,-2031.0,6825440790,14690,2022
588521,12,-38.0,6741935264,14539,2022
580279,14,7601.0,6733189523,14539,2022
638780,2,102.0,6789486705,14623,2022
583463,8,1584.0,6735855429,14493,2022
614785,23,1168.0,6771852714,14609,2022
660496,6,392.0,6809894646,14268,2022
647063,12,1265.0,6796336666,14630,2022
654286,6,705.0,6806217871,14373,2022
603618,24,-10868.0,6760521801,14573,2022
626777,2,-29.0,6780125062,14603,2022
586807,13,2335.0,6739904942,14539,2022
645231,7,-1788.0,6795566593,14642,2022
588364,35,3201.0,6741868869,14373,2022
632204,11,-111.0,6784294415,14552,2022
645381,39,28450.0,6795574795,14642,2022
642300,28,-4978.0,6792792786,14582,2022
662944,14,-5040.0,6812641467,14373,2022
656203,3,34.0,6807772753,14268,2022
641325,9,-1185.0,6791472457,14552,2022
574677,32,-71.0,6728578866,14200,2022
664195,41,11957.0,6815355000,14268,2022
595094,23,-3864.0,6748942662,14466,2022
646869,24,7602.0,6795996087,14642,2022
595595,15,-5355.0,6749931110,14572,2022
643682,27,7164.0,6794121895,14373,2022
663273,8,-838.0,6813846659,14268,2022
645045,12,-2014.0,6795345090,14604,2022
577163,29,-10063.0,6730735276,14486,2022
581747,48,535.0,6734196410,14332,2022
598074,18,2704.0,6753810507,14539,2022
666616,19,-2778.0,6820510970,14668,2022
634453,22,-4773.0,6786171422,14373,2022
592955,25,-8160.0,6746625399,14373,2022
660095,7,478.0,6809742301,14268,2022
584196,28,-20358.0,6736741254,14486,2022
638849,19,313.0,6789523127,14373,2022
619001,23,-1929.0,6775155786,14603,2022
625077,29,5673.0,6779027611,14552,2022
595063,34,-12488.0,6748824389,14476,2022
639410,12,-42.0,6789785880,14582,2022
584653,17,105.0,6737321233,14493,2022
667464,18,2313.0,6822740542,14679,2022
595819,19,-6360.0,6750060151,14572,2022
634646,50,-6609.0,6786283412,14609,2022
623838,1,0.0,6778504905,14582,2022
591624,18,-781.0,6745005365,14476,2022
590450,49,2400.0,6743737739,14451,2022
603407,17,-2277.0,6760373661,14574,2022
648956,15,3170.0,6797681333,14642,2022
636425,13,805.0,6787739951,14614,2022
648745,45,-9143.0,6797487486,14642,2022
585796,15,4754.0,6738527116,14373,2022
594855,2,-486.0,6748637929,14373,2022
669834,45,1819.0,6827004237,14668,2022
588846,48,-1850.0,6742145479,14373,2022
586548,33,-13905.0,6739476920,14493,2022
605996,36,-22491.0,6764071020,14469,2022
575093,42,-14823.0,6728997816,14200,2022
570765,24,0.0,6725527617,14440,2022
623696,19,-1190.0,6778466092,14609,2022
607968,34,-11310.0,6766918405,14130,2022
584323,14,3838.0,6736948095,14457,2022
645600,29,-3712.0,6795624032,14642,2022
593540,60,-10370.0,6746935857,14466,2022
616348,16,4350.0,6773272622,14603,2022
621639,38,-14266.0,6777109008,14582,2022
610825,3,-3.0,6769055358,14552,2022
634848,5,470.0,6786393474,14609,2022
572690,31,-1766.0,6726696515,14547,2022
669325,18,-7793.0,6825524470,14690,2022
666287,24,7640.0,6820317451,14668,2022
593208,1,496.0,6746756353,14539,2022
580558,15,-4768.0,6733352701,14373,2022
643700,16,-3237.0,6794144032,14609,2022
639462,31,-12945.0,6789806605,14373,2022
604323,3,-19.0,6761951579,14573,2022
651838,8,830.0,6801974065,14373,2022
584459,35,-32753.0,6737072070,14486,2022
631802,24,6690.0,6783429028,14552,2022
625785,17,-4569.0,6779819773,14552,2022
616352,20,5193.0,6773272622,14603,2022
16652,10,-284.0,6960797635,14664,2023
693295,27,1040.0,6868740249,14750,2022
702525,8,-417.0,6882084461,14749,2022
7660,24,-8833.0,6953739618,14659,2023
683925,32,900.0,6856840704,14690,2022
12189,3,-376.0,6956757572,14850,2023
