no,time,type,key,slot,player_slot,match_id,leagueid,unit,data_year
396808,977.0,chatwheel,4,9.0,132.0,5462129542,12005,,2020
341561,776.0,chatwheel,31002,9.0,132.0,5435491496,12027,,2020
330532,273.0,chat,sorry G?,7.0,130.0,5428433728,11889,외로운 본질,2020
374902,768.0,chatwheel,62,2.0,2.0,5451266559,12005,,2020
399060,3146.0,chat,g,7.0,130.0,5463359052,11863,TheWho,2020
367290,22.0,chatwheel,104002,7.0,130.0,5445237400,10592,,2020
336354,16.0,chatwheel,22003,0.0,0.0,5431446895,11974,,2020
332751,624.0,chatwheel,61,4.0,4.0,5429080413,11828,,2020
315927,1025.0,chatwheel,39001,6.0,129.0,5420083815,12008,,2020
340839,24.0,chatwheel,51003,4.0,4.0,5434928866,12027,,2020
326413,1464.0,chatwheel,93001,5.0,128.0,5425890228,11828,,2020
328215,1221.0,chatwheel,10008,3.0,3.0,5427240589,12027,,2020
308354,262.0,chatwheel,71,7.0,130.0,5416685089,11439,,2020
356603,-259.0,chatwheel,230,1.0,1.0,5440939205,12027,,2020
375686,582.0,chatwheel,156,5.0,128.0,5451424115,12055,,2020
354614,550.0,chatwheel,110004,9.0,132.0,5440251583,11796,,2020
320321,-73.0,chatwheel,121005,3.0,3.0,5422268845,11828,,2020
378323,2139.0,chatwheel,257,0.0,0.0,5453040236,11964,,2020
399860,2141.0,chatwheel,181,9.0,132.0,5463638611,11647,,2020
315014,2069.0,chat,gg,0.0,0.0,5419421180,11889,aa,2020
378404,314.0,chatwheel,7,3.0,3.0,5453063306,11828,,2020
303328,775.0,chatwheel,120001,9.0,132.0,5414754342,12036,,2020
312606,1673.0,chatwheel,54,0.0,0.0,5418234340,11828,,2020
399982,2709.0,chatwheel,7001,4.0,4.0,5463648012,11863,,2020
364874,1360.0,chat,GG,8.0,131.0,5443972315,12027,Detective,2020
364961,2437.0,chatwheel,192,1.0,1.0,5443974212,11602,,2020
381419,338.0,chatwheel,2,0.0,0.0,5454968791,11602,,2020
308146,3019.0,chat,Gg,0.0,0.0,5416524195,11439,maximus,2020
391711,-937.0,chatwheel,260,4.0,4.0,5460352419,11863,,2020
323986,1882.0,chatwheel,29004,9.0,132.0,5424549651,11796,,2020
355337,1062.0,chatwheel,45004,4.0,4.0,5440527089,12027,,2020
390328,-66.0,chatwheel,229,1.0,1.0,5459729524,11889,,2020
389887,-81.0,chatwheel,23001,6.0,129.0,5459430378,12027,,2020
307790,1485.0,chat,gg,7.0,130.0,5416350160,11836,corona :(,2020
377869,1379.0,chatwheel,62,3.0,3.0,5452764046,11889,,2020
339729,2738.0,chatwheel,76,1.0,1.0,5434405313,11999,,2020
354795,-110.0,chatwheel,275,1.0,1.0,5440263095,12027,,2020
369724,1689.0,chatwheel,257,0.0,0.0,5446369426,12093,,2020
352403,1606.0,chatwheel,20001,3.0,3.0,5439455626,12055,,2020
361875,218.0,chatwheel,7001,4.0,4.0,5442657840,12027,,2020
394012,1242.0,chat,g,3.0,3.0,5461794981,12003,陽気なバーサーカー,2020
309568,1810.0,chatwheel,136,2.0,2.0,5417195301,11439,,2020
396370,525.0,chat,G,6.0,129.0,5462051583,11863,AlaCrity,2020
323371,690.0,chatwheel,111006,2.0,2.0,5424275641,11999,,2020
350302,2039.0,chatwheel,76,1.0,1.0,5438453766,11796,,2020
300884,1175.0,chatwheel,65003,9.0,132.0,5414265204,11980,,2020
322049,1818.0,chat,gg,6.0,129.0,5423366041,11914,Chessie,2020
318312,2354.0,chatwheel,0,5.0,128.0,5420626669,11780,,2020
399448,2127.0,chatwheel,54,0.0,0.0,5463536030,12003,,2020
352692,1574.0,chat,opo,7.0,130.0,5439576155,12003,CHIZURU MIZUHARA,2020
395115,12.0,chatwheel,62,8.0,131.0,5461932440,11961,,2020
377210,2299.0,chatwheel,257,9.0,132.0,5452093536,12098,,2020
382086,533.0,chatwheel,68,0.0,0.0,5455132284,11602,,2020
302562,791.0,chatwheel,74,5.0,128.0,5414491545,11828,,2020
392786,1689.0,chatwheel,64,6.0,129.0,5460702914,12113,,2020
347720,1950.0,chatwheel,280,3.0,3.0,5437214335,12027,,2020
390575,17.0,chatwheel,56001,8.0,131.0,5460028208,11863,,2020
363803,-78.0,chat,necro dont have bp .,4.0,4.0,5443658143,11964,想想坤酱会怎样做,2020
351926,2783.0,chatwheel,76,0.0,0.0,5439071228,12027,,2020
312809,-62.0,chatwheel,71,4.0,4.0,5418249158,11980,,2020
309970,-23.0,chat,comi tu e tua prima,4.0,4.0,5417460397,11912,fcr,2020
395947,2825.0,chat,gg,2.0,2.0,5461964142,11863,小鲨,2020
355260,493.0,chatwheel,71,7.0,130.0,5440488607,11914,,2020
334733,2002.0,chatwheel,28001,3.0,3.0,5430578043,11828,,2020
324079,-74.0,chatwheel,135,7.0,130.0,5424561576,11999,,2020
336164,-6.0,chatwheel,48001,9.0,132.0,5431335227,11796,,2020
340483,-86.0,chatwheel,88001,3.0,3.0,5434709106,12027,,2020
343515,-85.0,chatwheel,256,4.0,4.0,5436390661,12098,,2020
369265,272.0,chatwheel,5,8.0,131.0,5446249871,12093,,2020
370103,1544.0,chatwheel,110002,2.0,2.0,5446471006,11999,,2020
349650,-76.0,chat,gl hf,9.0,132.0,5438068674,12098,Champloo,2020
345579,-198.0,chatwheel,272,1.0,1.0,5436769744,12027,,2020
369293,685.0,chatwheel,230,6.0,129.0,5446249871,12093,,2020
315020,2075.0,chatwheel,12,1.0,1.0,5419421180,11889,,2020
377510,760.0,chatwheel,193,6.0,129.0,5452598049,11889,,2020
331024,1759.0,chatwheel,25005,2.0,2.0,5428742618,11973,,2020
396099,1552.0,chat,gg,8.0,131.0,5461988605,12005,future,2020
377868,1362.0,chatwheel,7,3.0,3.0,5452764046,11889,,2020
349872,609.0,chatwheel,256,9.0,132.0,5438219613,11999,,2020
346993,-30.0,chatwheel,95004,5.0,128.0,5437000086,11999,,2020
362571,-83.0,chatwheel,10005,0.0,0.0,5442854241,12027,,2020
319752,-89.0,chat,vilao ta na final esperando,1.0,1.0,5421819986,11912,erangelson,2020
397117,-3.0,chatwheel,23001,9.0,132.0,5462203236,12005,,2020
399776,274.0,chatwheel,7,6.0,129.0,5463638611,11647,,2020
389423,2302.0,chatwheel,71,3.0,3.0,5458813357,12093,,2020
354677,-80.0,chatwheel,264,1.0,1.0,5440251625,12027,,2020
355986,1046.0,chatwheel,113001,8.0,131.0,5440675604,12027,,2020
330814,735.0,chatwheel,7,7.0,130.0,5428656629,12055,,2020
341744,-66.0,chatwheel,256,1.0,1.0,5435786057,12027,,2020
373293,1302.0,chatwheel,255,5.0,128.0,5449709866,11964,,2020
379096,1701.0,chat,GG,0.0,0.0,5453503346,11782,Senna-,2020
360959,0.0,chat,we have fb,7.0,130.0,5442154357,12027,I AM A CHAMPION,2020
393214,2013.0,chatwheel,24,7.0,130.0,5461088332,11647,,2020
398051,2314.0,chatwheel,230,6.0,129.0,5462617841,12005,,2020
395184,394.0,chatwheel,54,5.0,128.0,5461932440,11961,,2020
300741,865.0,chatwheel,95003,1.0,1.0,5414191944,12008,,2020
354861,-73.0,chatwheel,112002,3.0,3.0,5440276112,12027,,2020
326162,2089.0,chatwheel,119001,3.0,3.0,5425819736,11973,,2020
349742,370.0,chatwheel,257,0.0,0.0,5438112864,11828,,2020
394848,4148.0,chat,15 min pausu go,0.0,0.0,5461916775,12005,"zxc, no roll, dead inside",2020
348246,1445.0,chatwheel,271,1.0,1.0,5437327740,12027,,2020
378159,211.0,chatwheel,12,3.0,3.0,5453001606,11828,,2020
329585,-88.0,chatwheel,12001,0.0,0.0,5427614760,11796,,2020
394568,1834.0,chatwheel,23006,8.0,131.0,5461879561,11863,,2020
342896,644.0,chatwheel,59002,3.0,3.0,5436247815,11828,,2020
366519,-124.0,chatwheel,166,6.0,129.0,5444799720,12027,,2020
363531,-14.0,chat,Kap,0.0,0.0,5443552159,11828,Farnsworth,2020
357371,1364.0,chatwheel,120002,7.0,130.0,5441425254,12003,,2020
346570,-83.0,chatwheel,1005,4.0,4.0,5436900667,12027,,2020
314636,856.0,chatwheel,61,2.0,2.0,5419069585,11829,,2020
320569,1843.0,chat,gg,1.0,1.0,5422344938,11974,Pretty Toxic Revolver,2020
342366,1510.0,chatwheel,7,3.0,3.0,5436137327,12055,,2020
366718,1634.0,chat,gege,2.0,2.0,5444912612,12027,nyctophilia,2020
300699,-81.0,chatwheel,58004,8.0,131.0,5414191944,12008,,2020
398190,-64.0,chatwheel,256,6.0,129.0,5462687152,11979,,2020
360008,147.0,chatwheel,256,3.0,3.0,5441942337,11602,,2020
333591,-77.0,chat,"gl, hf",5.0,128.0,5429618098,11796,how Ya like me now,2020
354319,-57.0,chatwheel,258,1.0,1.0,5440083370,12027,,2020
386374,2315.0,chatwheel,76,5.0,128.0,5457645583,12098,,2020
354026,541.0,chatwheel,256,0.0,0.0,5439924944,11828,,2020
309289,-55.0,chatwheel,53,3.0,3.0,5417115302,11439,,2020
377439,302.0,chatwheel,256,2.0,2.0,5452561441,11889,,2020
341663,688.0,chatwheel,253,6.0,129.0,5435632733,12027,,2020
315619,-151.0,chat, pde ba swap hero wrong click,5.0,128.0,5419995792,12003,GV.Blurpi,2020
378011,1352.0,chatwheel,76,9.0,132.0,5452899213,12055,,2020
359908,564.0,chatwheel,71,8.0,131.0,5441925636,11602,,2020
324686,-35.0,chatwheel,71,3.0,3.0,5425466519,11973,,2020
361369,2230.0,chatwheel,7,8.0,131.0,5442439277,12027,,2020
380601,602.0,chatwheel,256,4.0,4.0,5454737064,11828,,2020
374573,3128.0,chat,gg,8.0,131.0,5450581495,12027,boxi,2020
396036,864.0,chatwheel,54,7.0,130.0,5461978158,12005,,2020
339048,850.0,chatwheel,36004,2.0,2.0,5433568445,12027,,2020
305015,1783.0,chat,gg wp,6.0,129.0,5415292080,11439,playmaker,2020
314619,335.0,chatwheel,71,6.0,129.0,5419069585,11829,,2020
389141,864.0,chat,MOJNO PROSTO 2 0,8.0,131.0,5458718204,12005,< blank >,2020
390757,1114.0,chat,no pause time for GK,12.0,,5460084219,12003,-JK. ,2020
317892,1670.0,chatwheel,62,5.0,128.0,5420528281,11828,,2020
347231,-15.0,chatwheel,256,6.0,129.0,5437077030,12027,,2020
389526,-151.0,chatwheel,121,8.0,131.0,5458830674,11863,,2020
301810,750.0,chatwheel,1,1.0,1.0,5414398658,11828,,2020
323020,1943.0,chat,GG,1.0,1.0,5424183734,11099,0,2020
364301,1565.0,chatwheel,62,1.0,1.0,5443809298,12098,,2020
382590,2057.0,chat,gg,4.0,4.0,5455503169,12027,i meme my life away,2020
300220,-69.0,chatwheel,53002,5.0,128.0,5413978646,12027,,2020
324390,-88.0,chatwheel,82007,7.0,130.0,5424926416,11974,,2020
329983,-55.0,chat,удачи,2.0,2.0,5427826294,11974,mal4ikstupenka,2020
324378,977.0,chatwheel,62,0.0,0.0,5424833873,11914,,2020
342310,909.0,chatwheel,65003,3.0,3.0,5436137327,12055,,2020
365257,1461.0,chatwheel,71,8.0,131.0,5444127531,11602,,2020
316812,1063.0,chatwheel,54,5.0,128.0,5420400188,11828,,2020
335664,778.0,chatwheel,71,7.0,130.0,5430884890,11973,,2020
362869,77.0,chat,G?,7.0,130.0,5443302475,12070,AP player,2020
355990,1126.0,chatwheel,256,5.0,128.0,5440675604,12027,,2020
320306,-87.0,chat,ASdasdasdasd,6.0,129.0,5422268845,11828,i feel bloom♡,2020
318738,1504.0,chatwheel,93001,1.0,1.0,5420767525,11780,,2020
318620,36.0,chatwheel,70002,2.0,2.0,5420763662,11964,,2020
368907,-108.0,chatwheel,117,8.0,131.0,5446126296,12027,,2020
300518,-77.0,chatwheel,54,0.0,0.0,5414109574,11912,,2020
369471,1878.0,chatwheel,66,5.0,128.0,5446291832,11782,,2020
370743,525.0,chatwheel,255,8.0,131.0,5446844913,12027,,2020
331683,1636.0,chatwheel,7,1.0,1.0,5428893574,12003,,2020
327232,2488.0,chatwheel,53003,0.0,0.0,5426469732,11974,,2020
393008,-8.0,chatwheel,7,7.0,130.0,5460911704,12113,,2020
357050,677.0,chatwheel,9001,9.0,132.0,5441103833,12027,,2020
390913,2746.0,chat,unpause nyo kapag wla na kame pause,3.0,3.0,5460084219,12003,valorant,2020
382968,-78.0,chatwheel,264,2.0,2.0,5456047256,11889,,2020
349885,910.0,chat,Pary minyt,5.0,128.0,5438219613,11999,AitlenDog,2020
385312,1344.0,chatwheel,11001,3.0,3.0,5456821998,11828,,2020
339623,186.0,chat,Sry lag,5.0,128.0,5434377406,12098,Lodine,2020
307774,723.0,chatwheel,120001,9.0,132.0,5416350160,11836,,2020
343089,2821.0,chat,gg,9.0,132.0,5436277896,11964,Jaunuel,2020
305569,-731.0,chat,cabo a pull,3.0,3.0,5415700905,11912,"Eucalipto, MODE BOTA NO HARDEST",2020
388386,1030.0,chat,сага фарм берейнчи дедим,0.0,0.0,5458474344,12005,Amaliya.Taw(石頭),2020
341895,1459.0,chatwheel,110001,3.0,3.0,5435865786,11964,,2020
361988,1618.0,chatwheel,86001,3.0,3.0,5442662265,12027,,2020
313076,89.0,chatwheel,62,5.0,128.0,5418346780,11828,,2020
367219,-250.0,chatwheel,256,6.0,129.0,5445186732,10592,,2020
398672,336.0,chatwheel,272,6.0,129.0,5463223566,11964,,2020
317938,1806.0,chatwheel,54,5.0,128.0,5420528281,11828,,2020
309696,1753.0,chatwheel,2,3.0,3.0,5417227245,12012,,2020
368197,2197.0,chatwheel,1,6.0,129.0,5445690795,11828,,2020
312880,1962.0,chatwheel,95,2.0,2.0,5418306128,11792,,2020
344202,644.0,chatwheel,119006,9.0,132.0,5436546911,11999,,2020
389913,-73.0,chatwheel,106004,4.0,4.0,5459430378,12027,,2020
376480,1572.0,chatwheel,85003,1.0,1.0,5451687250,11796,,2020
383703,-52.0,chatwheel,280,6.0,129.0,5456356979,11964,,2020
333035,323.0,chatwheel,106005,6.0,129.0,5429173168,12027,,2020
356194,15.0,chatwheel,256,4.0,4.0,5440751046,12027,,2020
316224,1979.0,chatwheel,61,8.0,131.0,5420202760,11792,,2020
374648,1654.0,chatwheel,120001,4.0,4.0,5451054426,12055,,2020
317781,1336.0,chatwheel,12,5.0,128.0,5420528281,11828,,2020
361621,1084.0,chatwheel,271,7.0,130.0,5442551884,12027,,2020
374798,-71.0,chat,GL HF :D,0.0,0.0,5451203499,12003,Ka-Chao!,2020
371717,218.0,chatwheel,280,6.0,129.0,5447151947,12027,,2020
392361,520.0,chat,sry for the problmes,0.0,0.0,5460478590,11964,aaaa,2020
385620,2137.0,chatwheel,156,5.0,128.0,5456915097,11964,,2020
370742,522.0,chatwheel,255,5.0,128.0,5446844913,12027,,2020
304094,1472.0,chatwheel,39003,6.0,129.0,5415039111,12027,,2020
393612,1143.0,chat,G?,1.0,1.0,5461624830,11863,Blinding Lights,2020
324511,1283.0,chat,sorry,0.0,0.0,5424997384,11974,evb,2020
376286,287.0,chatwheel,49004,7.0,130.0,5451579520,11964,,2020
325012,-369.0,chatwheel,95,9.0,132.0,5425580813,11973,,2020
373099,-402.0,chatwheel,256,1.0,1.0,5449686587,11828,,2020
392690,333.0,chatwheel,12002,8.0,131.0,5460653904,12113,,2020
374462,-740.0,chatwheel,276,7.0,130.0,5450485396,12027,,2020
306580,36.0,chatwheel,62,8.0,131.0,5416078144,12003,,2020
311164,1929.0,chatwheel,91,8.0,131.0,5417977878,11973,,2020
327491,669.0,chatwheel,10001,4.0,4.0,5426789177,11889,,2020
396033,838.0,chatwheel,7,3.0,3.0,5461978158,12005,,2020
363870,-80.0,chatwheel,116,1.0,1.0,5443698412,11828,,2020
322372,1473.0,chatwheel,71,9.0,132.0,5423943373,11973,,2020
389512,830.0,chatwheel,7,4.0,4.0,5458829043,12093,,2020
313613,331.0,chatwheel,77001,6.0,129.0,5418366248,11999,,2020
368266,-76.0,chatwheel,31,0.0,0.0,5445733167,12003,,2020
348418,801.0,chatwheel,71,1.0,1.0,5437562971,12055,,2020
354494,-59.0,chatwheel,272,8.0,131.0,5440191302,11964,,2020
324480,-295.0,chatwheel,54,8.0,131.0,5424997384,11974,,2020
368827,1969.0,chatwheel,74005,7.0,130.0,5446068770,12055,,2020
314070,1786.0,chatwheel,76,6.0,129.0,5418641264,11836,,2020
396881,1795.0,chatwheel,76,9.0,132.0,5462139260,12005,,2020
325236,-88.0,chat,lag,9.0,132.0,5425641514,12003,C,2020
364063,1237.0,chat,.,0.0,0.0,5443759780,12003,niksss,2020
353255,-55.0,chatwheel,12,4.0,4.0,5439685715,11828,,2020
321041,1362.0,chatwheel,96001,9.0,132.0,5422639153,11914,,2020
319867,19.0,chat,gwr sry,8.0,131.0,5421997610,11973,Yopajqt,2020
332824,1349.0,chatwheel,79004,8.0,131.0,5429085476,12055,,2020
378373,-86.0,chat,buzz afk,3.0,3.0,5453063306,11828,TheLast,2020
365842,1395.0,chat,he abandoned?,2.0,2.0,5444330131,12027,Shad,2020
378162,310.0,chatwheel,7,3.0,3.0,5453001606,11828,,2020
315213,1518.0,chatwheel,71,5.0,128.0,5419688488,11912,,2020
324272,1889.0,chat,gg,3.0,3.0,5424752274,11914,qweqkwjeq,2020
399251,-74.0,chatwheel,63002,1.0,1.0,5463449732,11863,,2020
318263,2234.0,chat,GG,5.0,128.0,5420618197,11836,.,2020
315965,2193.0,chatwheel,39001,6.0,129.0,5420083815,12008,,2020
335413,1392.0,chatwheel,129002,8.0,131.0,5430793492,11973,,2020
304510,749.0,chatwheel,7,9.0,132.0,5415144426,11439,,2020
300182,-36.0,chatwheel,54,2.0,2.0,5413975253,11912,,2020
353113,856.0,chatwheel,49001,1.0,1.0,5439665479,11964,,2020
337385,2301.0,chat,GG,4.0,4.0,5432400187,12003,GZ.Akashi,2020
313740,-73.0,chatwheel,11,0.0,0.0,5418432987,11964,,2020
375017,1063.0,chat,Bastos,2.0,2.0,5451274221,12003,makk,2020
322957,2149.0,chat,g,3.0,3.0,5424179156,11828,CUTEPIXIEGIRLS!!!!,2020
345765,2658.0,chat,gg,5.0,128.0,5436781482,11914,florence,2020
351056,-77.0,chatwheel,256,1.0,1.0,5438828931,11914,,2020
340242,1571.0,chatwheel,5,6.0,129.0,5434568280,11964,,2020
364265,-59.0,chatwheel,86004,8.0,131.0,5443809298,12098,,2020
302107,1179.0,chatwheel,231,6.0,129.0,5414411896,11980,,2020
398742,1221.0,chatwheel,156,0.0,0.0,5463304454,11863,,2020
395704,43.0,chatwheel,7,5.0,128.0,5461951223,12003,,2020
322625,4241.0,chat,gg,9.0,132.0,5424106476,11974,.50 BMG,2020
309975,272.0,chatwheel,73003,4.0,4.0,5417460397,11912,,2020
373117,-66.0,chatwheel,256,3.0,3.0,5449686587,11828,,2020
368879,643.0,chatwheel,71,8.0,131.0,5446100898,12098,,2020
333740,1494.0,chat,gg,9.0,132.0,5429691470,11914,jAMES,2020
381255,874.0,chatwheel,71,7.0,130.0,5454943778,11863,,2020
313876,-26.0,chatwheel,13001,3.0,3.0,5418503425,11973,,2020
361219,1282.0,chat,g,8.0,131.0,5442333215,12027,eine 2,2020
355202,2965.0,chatwheel,279,8.0,131.0,5440437057,12027,,2020
345769,2663.0,chat,gg,9.0,132.0,5436781482,11914,jAMES,2020
496275,-173.0,chatwheel,263,2.0,2.0,5517238763,12069,,2020
422712,2800.0,chatwheel,227,0.0,0.0,5472065644,12145,,2020
431942,720.0,chatwheel,257,5.0,128.0,5475172907,12113,,2020
487283,1207.0,chatwheel,0,1.0,1.0,5509676631,12170,,2020
413342,1331.0,chat,Ах вы долбоёбы лбять,6.0,129.0,5468585156,12005,Russian Ice_Cream cs.money,2020
491812,-45.0,chat,THX FOR YOUR COACHING FURY,7.0,130.0,5512401594,11961,如履薄冰.Chestnut❤,2020
484358,1611.0,chatwheel,270,1.0,1.0,5508037015,12170,,2020
493377,933.0,chatwheel,61,5.0,128.0,5514185129,12069,,2020
499636,767.0,chatwheel,280,3.0,3.0,5519377683,11510,,2020
481536,1922.0,chatwheel,263,9.0,132.0,5506525252,12069,,2020
442728,0.0,chat,8 minutes of pause time left,10.0,,5480048047,11863,DJTyrant,2020
471273,-52.0,chatwheel,230,7.0,130.0,5500908643,12116,,2020
454304,1221.0,chat,g,6.0,129.0,5486049163,11439,aNewMe-,2020
491355,25.0,chat,g,6.0,129.0,5512059513,12116,rcngl*,2020
401249,-83.0,chatwheel,9004,9.0,132.0,5463992918,12113,,2020
458497,2029.0,chatwheel,275,1.0,1.0,5488718394,12069,,2020
422096,788.0,chatwheel,48001,5.0,128.0,5472025836,12005,,2020
432906,781.0,chatwheel,259,6.0,129.0,5475645752,11863,,2020
447040,108.0,chatwheel,280,8.0,131.0,5482281528,12113,,2020
491207,496.0,chatwheel,126003,9.0,132.0,5511946358,12116,,2020
444077,380.0,chatwheel,71,3.0,3.0,5480812516,11602,,2020
431048,1689.0,chatwheel,121,3.0,3.0,5474923028,12145,,2020
424191,2958.0,chat,g?,7.0,130.0,5472380310,12101,solo spammer,2020
411968,-48.0,chatwheel,113,9.0,132.0,5468345632,11863,,2020
410443,-63.0,chatwheel,230,8.0,131.0,5467481788,11979,,2020
441072,542.0,chatwheel,9,3.0,3.0,5479142991,11602,,2020
475565,-66.0,chatwheel,71,2.0,2.0,5503224206,12185,,2020
430537,507.0,chatwheel,71,6.0,129.0,5474649972,11863,,2020
485719,-36.0,chatwheel,246,6.0,129.0,5508749810,12185,,2020
460710,710.0,chatwheel,275,5.0,128.0,5490013948,12069,,2020
422545,1050.0,chatwheel,7,8.0,131.0,5472035279,11961,,2020
412829,-82.0,chatwheel,53003,7.0,130.0,5468518009,12005,,2020
432106,386.0,chatwheel,71,6.0,129.0,5475208423,12101,,2020
440830,2159.0,chatwheel,272,6.0,129.0,5478927343,11863,,2020
467926,-17.0,chatwheel,274,9.0,132.0,5498387503,12139,,2020
406602,530.0,chatwheel,68,5.0,128.0,5465877194,12101,,2020
400592,-78.0,chatwheel,13004,6.0,129.0,5463840222,12113,,2020
410415,3272.0,chat,Xd,4.0,4.0,5467456690,12100,soheil,2020
466996,2200.0,chatwheel,71,6.0,129.0,5497165961,12175,,2020
425913,1085.0,chatwheel,0,6.0,129.0,5472946315,11863,,2020
485207,565.0,chatwheel,7,8.0,131.0,5508412087,12185,,2020
496808,2043.0,chatwheel,71,8.0,131.0,5517879984,12183,,2020
441561,439.0,chatwheel,71,2.0,2.0,5479284451,12113,,2020
430532,357.0,chatwheel,71,8.0,131.0,5474649972,11863,,2020
474902,1459.0,chatwheel,272,7.0,130.0,5502966201,12170,,2020
499060,2094.0,chatwheel,283,7.0,130.0,5519038768,12069,,2020
467290,1005.0,chatwheel,71,0.0,0.0,5497576734,12175,,2020
436354,1469.0,chatwheel,51001,6.0,129.0,5477300122,11863,,2020
432751,1712.0,chatwheel,257,6.0,129.0,5475533062,11863,,2020
415927,230.0,chat,g,6.0,129.0,5469149697,12100,Carnage,2020
440839,2220.0,chat,grats,4.0,4.0,5478927343,11863,Insane in the Membrane,2020
426413,1408.0,chatwheel,112006,5.0,128.0,5473236497,12145,,2020
428215,2505.0,chatwheel,76,7.0,130.0,5473699698,12113,,2020
408354,1549.0,chatwheel,256,4.0,4.0,5466877907,11863,,2020
456603,786.0,chatwheel,62,8.0,131.0,5487401572,12069,,2020
475686,-87.0,chatwheel,268,6.0,129.0,5503388687,12185,,2020
454614,44.0,chat,?,5.0,128.0,5486158021,11439,.,2020
420321,2510.0,chatwheel,71,8.0,131.0,5471436526,11863,,2020
478323,-130.0,chatwheel,117,9.0,132.0,5504884862,12116,,2020
499860,1654.0,chat,ggwp,0.0,0.0,5519629622,12214,Azog,2020
415014,-641.0,chatwheel,95,5.0,128.0,5469048638,12100,,2020
478404,1525.0,chatwheel,256,9.0,132.0,5504884862,12116,,2020
403328,-15.0,chatwheel,5006,0.0,0.0,5465078666,11964,,2020
412606,831.0,chatwheel,62,1.0,1.0,5468469174,12005,,2020
499982,1329.0,chatwheel,68,8.0,131.0,5519850652,12183,,2020
464874,2601.0,chatwheel,71,0.0,0.0,5492505653,11863,,2020
464961,45.0,chatwheel,39,8.0,131.0,5492956772,11961,,2020
481419,839.0,chat,ping high,8.0,131.0,5506410694,12160,LzFy,2020
408146,2222.0,chat,gg,6.0,129.0,5466721294,12122,Aura.Jp,2020
491711,2132.0,chatwheel,71,1.0,1.0,5512344382,12170,,2020
423986,-58.0,chatwheel,38002,3.0,3.0,5472340173,12113,,2020
455337,2168.0,chatwheel,266,2.0,2.0,5486625322,11863,,2020
490328,-58.0,chatwheel,271,2.0,2.0,5511252985,12185,,2020
489887,830.0,chatwheel,156,0.0,0.0,5511000686,12170,,2020
407790,1597.0,chatwheel,120002,3.0,3.0,5466643789,11863,,2020
477869,2247.0,chatwheel,7,6.0,129.0,5504425998,12170,,2020
439729,2554.0,chatwheel,273,4.0,4.0,5478303949,11863,,2020
454795,-824.0,chatwheel,8,4.0,4.0,5486269588,11439,,2020
469724,901.0,chatwheel,7,9.0,132.0,5499898019,12069,,2020
452403,-77.0,chat,GL HF,9.0,132.0,5484894636,11439,NFN . مرد اره ای,2020
461875,68.0,chatwheel,63,6.0,129.0,5490360096,11602,,2020
494012,726.0,chatwheel,7,2.0,2.0,5515091254,12214,,2020
409568,129.0,chatwheel,7,4.0,4.0,5467101020,11602,,2020
496370,2311.0,chatwheel,71,6.0,129.0,5517366908,12185,,2020
423371,574.0,chatwheel,6,3.0,3.0,5472241327,12101,,2020
450302,714.0,chat,.,6.0,129.0,5483458277,11602,RusHmαÑ -奎因?,2020
400884,1035.0,chatwheel,71,7.0,130.0,5463917314,12098,,2020
422049,-27.0,chatwheel,126001,6.0,129.0,5472025836,12005,,2020
418312,1376.0,chat,WP,7.0,130.0,5470629618,12101,DDD,2020
499448,1826.0,chatwheel,72004,2.0,2.0,5519237424,11510,,2020
452692,-82.0,chatwheel,259,1.0,1.0,5485020224,11439,,2020
495115,1915.0,chatwheel,213,0.0,0.0,5516079453,12116,,2020
477210,511.0,chatwheel,257,8.0,131.0,5504121038,12170,,2020
482086,-48.0,chat,good.,10.0,,5506700790,12170,Moon,2020
402562,1353.0,chat,GG,2.0,2.0,5464745817,11964,lmao123(pos12345),2020
492786,1614.0,chatwheel,256,0.0,0.0,5513403751,12116,,2020
447720,-633.0,chatwheel,275,4.0,4.0,5482839507,11863,,2020
490575,1989.0,chatwheel,71,0.0,0.0,5511449057,12214,,2020
463803,1499.0,chatwheel,62,8.0,131.0,5491648226,11961,,2020
451926,1913.0,chatwheel,71,5.0,128.0,5484723276,11602,,2020
412809,1210.0,chatwheel,169,8.0,131.0,5468513157,12005,,2020
409970,20.0,chatwheel,48004,9.0,132.0,5467273406,12098,,2020
495947,312.0,chatwheel,279,5.0,128.0,5516972583,12160,,2020
455260,1973.0,chatwheel,230,5.0,128.0,5486528160,12113,,2020
434733,1590.0,chatwheel,17001,6.0,129.0,5476410358,11464,,2020
424079,3536.0,chat,GG,6.0,129.0,5472372393,12100,THE PHARO,2020
436164,1598.0,chatwheel,71,8.0,131.0,5477190475,11863,,2020
440483,-66.0,chatwheel,120006,4.0,4.0,5478792366,11863,,2020
443515,58.0,chat,try,4.0,4.0,5480668853,11602,i never call,2020
469265,-581.0,chatwheel,275,5.0,128.0,5499503909,12169,,2020
470103,-36.0,chat,,2.0,2.0,5500225518,12093,SunBreathe-,2020
449650,1684.0,chatwheel,106001,9.0,132.0,5483290585,11961,,2020
445579,-69.0,chatwheel,217,1.0,1.0,5481801088,12113,,2020
469293,-72.0,chatwheel,264,0.0,0.0,5499503909,12169,,2020
415020,-326.0,chatwheel,265,7.0,130.0,5469048638,12100,,2020
477510,1988.0,chatwheel,71,8.0,131.0,5504225659,12203,,2020
