no,time,type,key,slot,player_slot,match_id,leagueid,unit,data_year
628085,1217.0,chatwheel,43003,7.0,130.0,6670792303,14389,,2022
629701,2068.0,chatwheel,71,4.0,4.0,6670954278,14323,,2022
556836,1419.0,chatwheel,62,9.0,132.0,6640026274,14200,,2022
586175,-339.0,chatwheel,140935,5.0,128.0,6656077215,13379,,2022
628470,-88.0,chat,lag ?,1.0,1.0,6670810574,14389,,2022
540754,1877.0,chatwheel,7,8.0,131.0,6634064313,14200,,2022
561964,686.0,chatwheel,71,5.0,128.0,6642318382,14105,,2022
603245,2235.0,chatwheel,7,5.0,128.0,6663928974,14401,,2022
621534,669.0,chatwheel,62,3.0,3.0,6669611769,14105,,2022
539164,1731.0,chatwheel,16003,1.0,1.0,6633483594,14299,,2022
563334,2098.0,chatwheel,414,4.0,4.0,6642765435,14200,,2022
568927,1812.0,chatwheel,165,9.0,132.0,6646495567,14299,,2022
563322,1517.0,chatwheel,68005,4.0,4.0,6642765435,14200,,2022
581254,536.0,chatwheel,141038,9.0,132.0,6653083722,14296,,2022
604201,149.0,chat,kobolds confirm can't reconnect?,11.0,,6664126248,14406,,2022
555756,2860.0,chatwheel,7,4.0,4.0,6639735355,14311,,2022
574608,-85.0,chatwheel,33004,0.0,0.0,6649887496,14270,,2022
601813,1138.0,chatwheel,101001,5.0,128.0,6663114474,14376,,2022
594934,961.0,chatwheel,7,2.0,2.0,6660956741,14200,,2022
559250,1547.0,chatwheel,0,7.0,130.0,6641011053,14287,,2022
557682,-64.0,chat,gl friends  ,1.0,1.0,6640374703,14278,,2022
557564,281.0,chatwheel,7,1.0,1.0,6640272097,14200,,2022
607851,-161.0,chatwheel,169,4.0,4.0,6665618428,13985,,2022
539462,-7.0,chatwheel,7,7.0,130.0,6633768381,14105,,2022
608415,1079.0,chatwheel,62,2.0,2.0,6665728493,14406,,2022
609687,2118.0,chatwheel,10002,8.0,131.0,6666034872,14376,,2022
570627,-82.0,chatwheel,19001,1.0,1.0,6647389085,14296,,2022
566176,1406.0,chatwheel,71,9.0,132.0,6644423088,14200,,2022
631952,1274.0,chatwheel,36002,3.0,3.0,6671707825,14389,,2022
595994,272.0,chatwheel,7,2.0,2.0,6661167069,14200,,2022
629857,563.0,chatwheel,412,9.0,132.0,6670987280,14105,,2022
621912,1250.0,chatwheel,22001,3.0,3.0,6669704190,14286,,2022
588829,1752.0,chatwheel,76,9.0,132.0,6657552041,14278,,2022
624256,1160.0,chatwheel,71,3.0,3.0,6669999318,14391,,2022
578567,664.0,chatwheel,7,5.0,128.0,6651617921,13379,,2022
546718,-49.0,chat,ampun bg,9.0,132.0,6635929724,13985,,2022
582033,-30.0,chatwheel,86001,3.0,3.0,6653677550,14271,,2022
544513,-54.0,chatwheel,136,3.0,3.0,6635392015,14311,,2022
627330,2258.0,chat,igual van a perder a la siguiente,8.0,131.0,6670780784,14389,,2022
580839,-29.0,chatwheel,7,0.0,0.0,6652877184,13379,,2022
600932,-54.0,chatwheel,30,0.0,0.0,6662834644,13985,,2022
552020,-62.0,chatwheel,413,6.0,129.0,6638304863,14287,,2022
606163,1287.0,chatwheel,1,6.0,129.0,6664740793,14376,,2022
637616,1602.0,chat,gege,8.0,131.0,6672300479,14323,,2022
556882,911.0,chatwheel,5,6.0,129.0,6640064002,14200,,2022
548640,1937.0,chat,Gg wp,9.0,132.0,6636699234,14299,,2022
607141,-35.0,chatwheel,50001,0.0,0.0,6665518064,13985,,2022
551824,593.0,chatwheel,7,4.0,4.0,6638229746,14105,,2022
583146,1574.0,chatwheel,7,6.0,129.0,6653984219,14200,,2022
628857,-543.0,chatwheel,74,9.0,132.0,6670818772,14389,,2022
615424,-69.0,chatwheel,129001,9.0,132.0,6668081889,14389,,2022
622647,1672.0,chatwheel,70,6.0,129.0,6669890340,14389,,2022
571979,1911.0,chat,gg,2.0,2.0,6648394413,14286,,2022
595138,552.0,chatwheel,7,4.0,4.0,6661005817,14200,,2022
555168,474.0,chatwheel,9001,7.0,130.0,6639613685,14350,,2022
613592,-68.0,chatwheel,71,6.0,129.0,6667286350,14389,,2022
556725,372.0,chatwheel,7,9.0,132.0,6640006634,14105,,2022
600565,1241.0,chat,gg,3.0,3.0,6662741642,14200,,2022
613742,-70.0,chatwheel,71,3.0,3.0,6667302824,14389,,2022
610661,-769.0,chatwheel,141120,4.0,4.0,6666558303,14376,,2022
631305,1919.0,chatwheel,1,0.0,0.0,6671367506,14389,,2022
624564,514.0,chatwheel,21,2.0,2.0,6670007037,14391,,2022
609686,1889.0,chatwheel,110001,6.0,129.0,6666034872,14376,,2022
543038,983.0,chatwheel,141039,2.0,2.0,6634556253,14279,,2022
632556,1080.0,chatwheel,114001,2.0,2.0,6671709295,14389,,2022
563455,460.0,chatwheel,2,9.0,132.0,6642861768,14200,,2022
615230,-655.0,chatwheel,412,7.0,130.0,6668080076,14389,,2022
563956,103.0,chat,setings,4.0,4.0,6643291260,14280,,2022
612043,1902.0,chatwheel,71,6.0,129.0,6667145890,14389,,2022
631634,1470.0,chat,gg,3.0,3.0,6671680767,14391,,2022
613406,1269.0,chatwheel,76,2.0,2.0,6667250372,14389,,2022
545524,538.0,chatwheel,33001,6.0,129.0,6635657915,14304,,2022
550108,1390.0,chatwheel,141031,2.0,2.0,6637233315,14259,,2022
566435,1312.0,chatwheel,46002,2.0,2.0,6644631301,14259,,2022
634977,1818.0,chatwheel,71,4.0,4.0,6671864031,14391,,2022
602814,833.0,chatwheel,7,9.0,132.0,6663748561,14105,,2022
561316,728.0,chatwheel,106004,4.0,4.0,6641700707,14298,,2022
628456,1624.0,chatwheel,128001,2.0,2.0,6670807249,14389,,2022
552557,2159.0,chat,gg,7.0,130.0,6638391927,14200,,2022
607210,867.0,chatwheel,7,0.0,0.0,6665518064,13985,,2022
587362,-17.0,chat,g,7.0,130.0,6656759929,14105,,2022
593438,-64.0,chatwheel,141279,0.0,0.0,6660276837,14278,,2022
563424,-160.0,chatwheel,414,8.0,131.0,6642861768,14200,,2022
607771,1781.0,chatwheel,71,0.0,0.0,6665592123,14200,,2022
553014,-183.0,chatwheel,413,1.0,1.0,6638566435,14304,,2022
635825,933.0,chatwheel,59002,0.0,0.0,6671930572,14332,,2022
564180,1858.0,chat,g,5.0,128.0,6643386222,14299,,2022
603007,437.0,chatwheel,6,1.0,1.0,6663843797,14286,,2022
592199,-69.0,chat,glhf,4.0,4.0,6659780986,14270,,2022
559985,1727.0,chat,пп,7.0,130.0,6641190736,14200,,2022
558811,1049.0,chatwheel,7,4.0,4.0,6640759714,14200,,2022
571768,1117.0,chatwheel,66,0.0,0.0,6648306046,14200,,2022
617317,161.0,chat,dx,7.0,130.0,6668145446,14389,,2022
604786,-253.0,chatwheel,5,7.0,130.0,6664403921,13985,,2022
617106,-7.0,chatwheel,141234,2.0,2.0,6668119500,14389,,2022
554157,1620.0,chatwheel,7,2.0,2.0,6639082263,14200,,2022
563216,1086.0,chatwheel,141231,0.0,0.0,6642735080,14259,,2022
638195,-27.0,chatwheel,71,0.0,0.0,6672438917,14406,,2022
557207,-26.0,chatwheel,62001,8.0,131.0,6640178459,14200,,2022
554909,-26.0,chatwheel,1,6.0,129.0,6639326194,13379,,2022
574357,879.0,chatwheel,7,6.0,129.0,6649801509,14200,,2022
543454,1179.0,chatwheel,141173,1.0,1.0,6634734987,14298,,2022
539126,611.0,chatwheel,16003,1.0,1.0,6633483594,14299,,2022
592057,1465.0,chatwheel,54,8.0,131.0,6659694855,14286,,2022
576329,2008.0,chat,gg,0.0,0.0,6650955497,14105,,2022
552684,1162.0,chatwheel,80,2.0,2.0,6638428088,14105,,2022
613961,25.0,chatwheel,231,7.0,130.0,6667336072,13379,,2022
561901,2245.0,chat,Gg lads,8.0,131.0,6642026308,14298,,2022
584709,-141.0,chatwheel,140985,5.0,128.0,6654962975,14281,,2022
590000,1505.0,chatwheel,410,8.0,131.0,6658416550,14200,,2022
579186,2089.0,chat,gg,3.0,3.0,6652188609,14287,,2022
603209,39.0,chatwheel,61,8.0,131.0,6663928974,14401,,2022
541051,1575.0,chatwheel,38001,2.0,2.0,6634103368,14259,,2022
637686,538.0,chatwheel,107004,5.0,128.0,6672331597,14323,,2022
634648,1597.0,chatwheel,114001,3.0,3.0,6671839043,14389,,2022
561569,805.0,chatwheel,70001,5.0,128.0,6641848944,14296,,2022
548919,-57.0,chatwheel,129002,8.0,131.0,6636866147,14287,,2022
612061,2409.0,chat,gg,4.0,4.0,6667145890,14389,,2022
607823,1472.0,chatwheel,7,3.0,3.0,6665609635,14401,,2022
572684,-21.0,chatwheel,7,8.0,131.0,6648667510,13379,,2022
620199,584.0,chatwheel,88001,9.0,132.0,6668909699,13379,,2022
552820,3656.0,chatwheel,70004,7.0,130.0,6638473603,14304,,2022
600163,-81.0,chatwheel,106001,1.0,1.0,6662658554,14213,,2022
594146,786.0,chatwheel,114001,9.0,132.0,6660835718,14286,,2022
584713,-82.0,chatwheel,140985,5.0,128.0,6654962975,14281,,2022
735219,521.0,chatwheel,62,8.0,131.0,6708461635,14200,,2022
661656,-43.0,chatwheel,71,7.0,130.0,6679838904,14371,,2022
670886,40.0,chat,gwr,8.0,131.0,6682492162,14323,,2022
726227,1723.0,chatwheel,413,7.0,130.0,6704034735,14451,,2022
652286,1208.0,chatwheel,7,3.0,3.0,6677007418,14401,,2022
730756,2120.0,chat,GG,7.0,130.0,6706053009,14417,,2022
723302,2246.0,chatwheel,7,8.0,131.0,6702367304,14401,,2022
732321,441.0,chatwheel,71,3.0,3.0,6707319171,14451,,2022
738580,-28.0,chatwheel,72,3.0,3.0,6710137873,14440,,2022
720480,1090.0,chatwheel,7,9.0,132.0,6700744136,14200,,2022
681672,1845.0,chatwheel,19001,9.0,132.0,6686250419,14130,,2022
710217,1671.0,chatwheel,413,2.0,2.0,6696465592,14401,,2022
693248,-62.0,chatwheel,413,4.0,4.0,6690776269,14200,,2022
730299,-736.0,chatwheel,141137,7.0,130.0,6705745777,14417,,2022
640193,-89.0,chat,big fan misha,2.0,2.0,6673081589,14391,,2022
697441,893.0,chat,+,3.0,3.0,6692250796,14346,,2022
661040,3557.0,chat,gg,4.0,4.0,6679694782,14389,,2022
671850,1774.0,chatwheel,88001,3.0,3.0,6682681845,14401,,2022
685984,-41.0,chatwheel,8001,4.0,4.0,6687960076,14130,,2022
730151,350.0,chat,NA te amader herald rai game carry dibe xD,1.0,1.0,6705654639,14451,,2022
683021,849.0,chatwheel,54,2.0,2.0,6686773455,14367,,2022
669992,2632.0,chatwheel,141294,3.0,3.0,6682312452,14389,,2022
663135,1886.0,chat,ggwp./,3.0,3.0,6680184140,14200,,2022
650912,639.0,chat,ty,5.0,128.0,6676835033,14371,,2022
649387,474.0,chatwheel,7,2.0,2.0,6676195161,14200,,2022
680016,796.0,chatwheel,2,6.0,129.0,6685864545,14426,,2022
714509,255.0,chat,ok,11.0,,6697796568,14448,,2022
669481,395.0,chatwheel,2,2.0,2.0,6682250733,14389,,2022
724663,2505.0,chatwheel,64,2.0,2.0,6703199778,14373,,2022
699654,-73.0,chatwheel,4,6.0,129.0,6692594183,14417,,2022
661489,490.0,chatwheel,71,0.0,0.0,6679802770,14426,,2022
651773,-75.0,chatwheel,106001,8.0,131.0,6676961513,14323,,2022
671050,2698.0,chatwheel,2,9.0,132.0,6682496120,14426,,2022
679774,653.0,chatwheel,63,7.0,130.0,6685766100,14426,,2022
706870,1694.0,chatwheel,413,2.0,2.0,6695228892,14200,,2022
645546,-59.0,chatwheel,141067,2.0,2.0,6674750208,14389,,2022
639536,-441.0,chatwheel,412,8.0,131.0,6672769450,14391,,2022
649359,2983.0,chat,gg,6.0,129.0,6676194822,14389,,2022
705940,-70.0,chatwheel,413,6.0,129.0,6694915260,14441,,2022
664857,1493.0,chatwheel,4001,9.0,132.0,6681071754,14373,,2022
724151,1344.0,chatwheel,61,3.0,3.0,6702712605,14200,,2022
735752,2383.0,chat,hayre tora menon er loge ki je koros na,2.0,2.0,6708796127,14451,,2022
680505,1176.0,chatwheel,1,1.0,1.0,6685994799,14200,,2022
669476,27.0,chatwheel,51004,2.0,2.0,6682250733,14389,,2022
713846,1165.0,chatwheel,51001,6.0,129.0,6697693685,14469,,2022
738004,1305.0,chatwheel,62,8.0,131.0,6709765315,14200,,2022
706234,-995.0,chatwheel,141287,0.0,0.0,6695128709,14417,,2022
675298,1923.0,chatwheel,141027,5.0,128.0,6683701689,14389,,2022
671695,578.0,chatwheel,37001,1.0,1.0,6682666499,14406,,2022
654871,1897.0,chatwheel,120001,0.0,0.0,6677771511,14394,,2022
679783,990.0,chatwheel,71,4.0,4.0,6685766100,14426,,2022
665357,1378.0,chatwheel,71,2.0,2.0,6681156803,14389,,2022
667159,-67.0,chatwheel,141078,1.0,1.0,6681504344,14389,,2022
647298,-390.0,chatwheel,7,1.0,1.0,6675456717,14200,,2022
695547,857.0,chatwheel,7,3.0,3.0,6691689398,14373,,2022
714630,151.0,chatwheel,1,8.0,131.0,6697810630,14200,,2022
693558,941.0,chatwheel,413,9.0,132.0,6690905555,14200,,2022
659265,2107.0,chatwheel,19001,6.0,129.0,6679047634,14401,,2022
717267,1598.0,chatwheel,15001,3.0,3.0,6699250119,14471,,2022
738804,2759.0,chat,gg,2.0,2.0,6710233414,14130,,2022
653958,2544.0,chatwheel,166,6.0,129.0,6677306366,14389,,2022
717348,1856.0,chatwheel,7,1.0,1.0,6699277744,14200,,2022
642272,1071.0,chatwheel,7,7.0,130.0,6673945822,14200,,2022
651550,1352.0,chatwheel,7,1.0,1.0,6676942187,14389,,2022
738926,-51.0,chatwheel,113001,1.0,1.0,6710282401,14451,,2022
703818,1650.0,chatwheel,78004,7.0,130.0,6693898306,14417,,2022
703905,1418.0,chatwheel,141109,3.0,3.0,6693910939,14417,,2022
720363,-80.0,chatwheel,5,6.0,129.0,6700744136,14200,,2022
647090,1220.0,chatwheel,62,6.0,129.0,6675338424,14200,,2022
730655,2965.0,chat,gg,8.0,131.0,6705943008,14417,,2022
662930,760.0,chatwheel,136001,9.0,132.0,6680145522,13379,,2022
694281,375.0,chatwheel,135001,4.0,4.0,6691120458,14440,,2022
729272,-62.0,chatwheel,12,7.0,130.0,6705020632,14469,,2022
728831,-54.0,chatwheel,27,6.0,129.0,6704891936,14469,,2022
646734,2369.0,chat,gg,9.0,132.0,6675151375,14389,,2022
716813,1602.0,chatwheel,88006,6.0,129.0,6699118736,14401,,2022
678673,1137.0,chatwheel,108001,4.0,4.0,6685143157,14394,,2022
693739,141.0,chatwheel,7,6.0,129.0,6690986027,14346,,2022
708668,1710.0,chatwheel,80,2.0,2.0,6695566686,14200,,2022
691347,-76.0,chatwheel,19003,0.0,0.0,6690270489,14447,,2022
700819,1336.0,chatwheel,413,1.0,1.0,6693025839,14447,,2022
732956,2203.0,chatwheel,412,1.0,1.0,6707437585,14451,,2022
648512,16.0,chatwheel,7,3.0,3.0,6675819385,14200,,2022
735314,168.0,chatwheel,51001,8.0,131.0,6708563363,14440,,2022
662315,1845.0,chatwheel,140991,3.0,3.0,6679945149,14426,,2022
689246,873.0,chatwheel,79,0.0,0.0,6689280923,14200,,2022
639828,919.0,chatwheel,140968,2.0,2.0,6672940998,14391,,2022
660993,1529.0,chatwheel,140990,8.0,131.0,6679694782,14389,,2022
657256,859.0,chatwheel,6,6.0,129.0,6678401630,14323,,2022
738392,456.0,chatwheel,29004,2.0,2.0,6710037417,14486,,2022
691636,-43.0,chatwheel,71,6.0,129.0,6690320970,14323,,2022
734059,1866.0,chatwheel,1,4.0,4.0,6708113665,14200,,2022
716154,1037.0,chat,?,0.0,0.0,6698497114,14332,,2022
721030,467.0,chatwheel,83003,3.0,3.0,6700892863,14401,,2022
641506,452.0,chatwheel,166,6.0,129.0,6673732317,14406,,2022
731730,2335.0,chatwheel,71,1.0,1.0,6706960275,14200,,2022
686664,1789.0,chatwheel,7,8.0,131.0,6688286609,14200,,2022
729519,379.0,chatwheel,37005,9.0,132.0,6705159123,14200,,2022
702747,569.0,chatwheel,49001,0.0,0.0,6693685225,14440,,2022
690870,2734.0,chatwheel,71,3.0,3.0,6689790263,14394,,2022
651753,1369.0,chatwheel,62,2.0,2.0,6676953324,14389,,2022
648914,125.0,chatwheel,7,7.0,130.0,6676004912,14200,,2022
734891,-159.0,chatwheel,256,6.0,129.0,6708287218,14486,,2022
694204,225.0,chatwheel,48007,2.0,2.0,6691118167,14130,,2022
673677,1983.0,chatwheel,7,2.0,2.0,6682960303,14389,,2022
663023,1573.0,chatwheel,7,2.0,2.0,6680157177,14200,,2022
675108,-720.0,chatwheel,12,9.0,132.0,6683660401,14200,,2022
679427,1394.0,chatwheel,141027,5.0,128.0,6685493723,14389,,2022
682459,310.0,chatwheel,112002,8.0,131.0,6686542781,14200,,2022
708209,224.0,chatwheel,7,5.0,128.0,6695501293,14200,,2022
709047,2006.0,chat,gg,2.0,2.0,6695655080,14417,,2022
688594,818.0,chatwheel,68003,7.0,130.0,6689092149,14371,,2022
684523,1366.0,chatwheel,107001,6.0,129.0,6687466269,14323,,2022
708237,757.0,chat,Lina afk,3.0,3.0,6695501293,14200,,2022
653964,-457.0,chatwheel,414,9.0,132.0,6677338110,14389,,2022
716454,2681.0,chat,GG,7.0,130.0,6699023113,14448,,2022
669968,181.0,chatwheel,36001,5.0,128.0,6682312452,14389,,2022
735043,-111.0,chatwheel,140970,3.0,3.0,6708359862,14130,,2022
716812,1513.0,chatwheel,39001,3.0,3.0,6699118736,14401,,2022
688816,497.0,chatwheel,7,7.0,130.0,6689169095,14130,,2022
685937,1903.0,chat,gg,4.0,4.0,6687906035,14406,,2022
701515,-88.0,chat,g,3.0,3.0,6693255905,14441,,2022
658696,637.0,chatwheel,33002,8.0,131.0,6678841315,14401,,2022
736061,1062.0,chatwheel,136001,5.0,128.0,6708846415,14440,,2022
738720,1620.0,chatwheel,75,8.0,131.0,6710152340,14130,,2022
728367,356.0,chatwheel,11,8.0,131.0,6704794998,14471,,2022
693621,2601.0,chat,gg,8.0,131.0,6690910914,14440,,2022
694930,1397.0,chatwheel,47001,4.0,4.0,6691432040,14394,,2022
669758,-437.0,chatwheel,141287,0.0,0.0,6682300850,14389,,2022
680688,1524.0,chatwheel,65,0.0,0.0,6686002580,14200,,2022
712237,1184.0,chatwheel,71,2.0,2.0,6697116802,14456,,2022
718040,466.0,chatwheel,58,7.0,130.0,6699981572,14394,,2022
699903,2169.0,chatwheel,141114,2.0,2.0,6692670523,14417,,2022
732158,-85.0,chatwheel,140961,5.0,128.0,6707277407,14401,,2022
736995,1570.0,chatwheel,412,6.0,129.0,6709454868,14471,,2022
734128,277.0,chatwheel,140930,7.0,130.0,6708125292,14471,,2022
639685,2300.0,chat,GG,0.0,0.0,6672801882,14391,,2022
693805,1949.0,chatwheel,54,7.0,130.0,6691009873,14440,,2022
665106,540.0,chatwheel,7,9.0,132.0,6681107488,14200,,2022
688686,995.0,chatwheel,84001,4.0,4.0,6689152781,14373,,2022
733792,-55.0,chatwheel,1001,4.0,4.0,6708019557,14373,,2022
687190,1779.0,chatwheel,7,3.0,3.0,6688555046,14394,,2022
717103,22.0,chatwheel,7,6.0,129.0,6699200709,14447,,2022
668529,-723.0,chatwheel,7,5.0,128.0,6681993524,14389,,2022
733512,1633.0,chat,gg,6.0,129.0,6707714718,14417,,2022
681840,-185.0,chatwheel,24,9.0,132.0,6686352856,14200,,2022
705463,377.0,chatwheel,71,2.0,2.0,6694689276,14373,,2022
702475,927.0,chatwheel,167,7.0,130.0,6693610339,14417,,2022
696315,1092.0,chatwheel,7,8.0,131.0,6691813306,14200,,2022
685514,37.0,chat,how are you,1.0,1.0,6687761747,14130,,2022
653580,-12.0,chatwheel,41001,9.0,132.0,6677250934,14389,,2022
659513,3146.0,chatwheel,71,2.0,2.0,6679134363,13379,,2022
681310,1354.0,chatwheel,7,9.0,132.0,6686156229,14200,,2022
705662,1891.0,chat,gg,7.0,130.0,6694789601,14401,,2022
639643,1355.0,chat,),5.0,128.0,6672769450,14391,,2022
737134,805.0,chatwheel,6,4.0,4.0,6709491232,14373,,2022
698952,1128.0,chatwheel,100004,3.0,3.0,6692516938,14417,,2022
672535,2112.0,chatwheel,7,8.0,131.0,6682787551,14406,,2022
693263,349.0,chatwheel,71,4.0,4.0,6690776269,14200,,2022
725318,1177.0,chatwheel,13003,8.0,131.0,6703508307,14448,,2022
692970,1557.0,chatwheel,62,2.0,2.0,6690624700,14401,,2022
648233,1039.0,chatwheel,135005,2.0,2.0,6675751669,14371,,2022
716383,1326.0,chatwheel,7,7.0,130.0,6698979422,14438,,2022
680607,3394.0,chatwheel,5,2.0,2.0,6685994799,14200,,2022
654563,1625.0,chatwheel,106001,6.0,129.0,6677540901,14367,,2022
716955,-37.0,chatwheel,5,7.0,130.0,6699176359,14200,,2022
698852,1208.0,chat,1V1,8.0,131.0,6692512123,14394,,2022
663630,1133.0,chatwheel,10003,4.0,4.0,6680517273,14389,,2022
700313,-66.0,chat,glhf,9.0,132.0,6692767297,14417,,2022
719545,1721.0,chatwheel,7,9.0,132.0,6700593378,14401,,2022
713517,687.0,chatwheel,74,3.0,3.0,6697609008,14406,,2022
734980,139.0,chatwheel,62,7.0,130.0,6708289529,14200,,2022
677992,254.0,chatwheel,136001,9.0,132.0,6684946770,14401,,2022
643959,-85.0,chatwheel,413,2.0,2.0,6674610003,14389,,2022
653563,-88.0,chat,T1.Yowe.pog,7.0,130.0,6677250934,14389,,2022
728085,712.0,chatwheel,7,5.0,128.0,6704733360,14438,,2022
729701,1193.0,chatwheel,62,6.0,129.0,6705243604,14200,,2022
656836,395.0,chat,wag mo masyado galingan,7.0,130.0,6678341289,14389,,2022
686175,563.0,chatwheel,71,5.0,128.0,6688062453,14200,,2022
728470,2423.0,chat,gg,6.0,129.0,6704798252,14200,,2022
640754,-87.0,chatwheel,78001,4.0,4.0,6673434798,14394,,2022
661964,899.0,chatwheel,8005,1.0,1.0,6679897623,14323,,2022
703245,-88.0,chatwheel,141287,5.0,128.0,6693796391,14417,,2022
721534,-61.0,chatwheel,141285,6.0,129.0,6701351134,14417,,2022
639164,-16.0,chatwheel,71,3.0,3.0,6672643482,14323,,2022
663334,-73.0,chatwheel,9,3.0,3.0,6680368277,14200,,2022
668927,312.0,chatwheel,14001,8.0,131.0,6682032700,14332,,2022
663322,2283.0,chatwheel,54,9.0,132.0,6680279839,14200,,2022
681254,784.0,chatwheel,71,9.0,132.0,6686140674,14130,,2022
704201,1918.0,chatwheel,7,5.0,128.0,6693999473,14417,,2022
655756,-6.0,chatwheel,7,5.0,128.0,6677960234,14389,,2022
674608,1665.0,chatwheel,62,9.0,132.0,6683423842,14200,,2022
701813,1514.0,chatwheel,90003,1.0,1.0,6693335038,14401,,2022
694934,1478.0,chatwheel,7,4.0,4.0,6691432040,14394,,2022
659250,1778.0,chatwheel,19001,6.0,129.0,6679047634,14401,,2022
657682,1728.0,chatwheel,37003,1.0,1.0,6678530906,14406,,2022
657564,926.0,chatwheel,4005,2.0,2.0,6678508504,14323,,2022
707851,1534.0,chatwheel,1,3.0,3.0,6695407011,14200,,2022
639462,2307.0,chatwheel,22001,8.0,131.0,6672694180,14401,,2022
708415,27.0,chatwheel,69001,7.0,130.0,6695505420,14417,,2022
709687,1501.0,chatwheel,129002,6.0,129.0,6696092038,14438,,2022
670627,-76.0,chatwheel,140959,9.0,132.0,6682461862,14389,,2022
666176,481.0,chatwheel,71,4.0,4.0,6681330540,14200,,2022
731952,2378.0,chat,sjkDBFGP;KJLASD'GASD,2.0,2.0,6707091911,14200,,2022
695994,1555.0,chatwheel,62,7.0,130.0,6691756804,14200,,2022
729857,2266.0,chat,ARAB LFT,7.0,130.0,6705341687,14200,,2022
721912,3.0,chatwheel,140991,7.0,130.0,6701723778,14438,,2022
688829,1059.0,chat,Sec,1.0,1.0,6689169095,14130,,2022
724256,1186.0,chatwheel,141119,8.0,131.0,6702750795,14417,,2022
678567,195.0,chatwheel,46002,3.0,3.0,6685140060,14389,,2022
646718,1008.0,chatwheel,140983,9.0,132.0,6675151375,14389,,2022
682033,1581.0,chatwheel,231,9.0,132.0,6686376269,14200,,2022
644513,1053.0,chatwheel,54,4.0,4.0,6674628376,14389,,2022
727330,2324.0,chatwheel,19002,9.0,132.0,6704237332,14401,,2022
680839,1358.0,chatwheel,37001,2.0,2.0,6686059836,14401,,2022
700932,971.0,chatwheel,126001,6.0,129.0,6693065355,14447,,2022
652020,5.0,chatwheel,7,0.0,0.0,6676994661,14389,,2022
706163,2256.0,chatwheel,7,6.0,129.0,6695022051,14200,,2022
737616,1328.0,chatwheel,7,6.0,129.0,6709651900,14200,,2022
656882,773.0,chatwheel,140988,8.0,131.0,6678341289,14389,,2022
648640,-84.0,chatwheel,413,5.0,128.0,6675844936,14401,,2022
707141,2246.0,chatwheel,141113,2.0,2.0,6695232255,14417,,2022
651824,263.0,chatwheel,41003,0.0,0.0,6676978258,14389,,2022
683146,1187.0,chatwheel,71,6.0,129.0,6686775403,14130,,2022
728857,1104.0,chatwheel,41001,1.0,1.0,6704891936,14469,,2022
715424,1506.0,chat,GG,9.0,132.0,6698164958,14200,,2022
722647,1213.0,chatwheel,60003,7.0,130.0,6701940843,14401,,2022
671979,324.0,chatwheel,71,5.0,128.0,6682691554,14323,,2022
695138,13.0,chatwheel,11,4.0,4.0,6691605933,14406,,2022
655168,-25.0,chatwheel,63004,1.0,1.0,6677871728,14389,,2022
713592,1276.0,chatwheel,60,7.0,130.0,6697645842,14406,,2022
656725,101.0,chatwheel,400022,7.0,130.0,6678332867,14371,,2022
700565,274.0,chatwheel,1001,4.0,4.0,6692975092,14373,,2022
713742,-64.0,chatwheel,37001,8.0,131.0,6697685586,14401,,2022
710661,282.0,chatwheel,141129,1.0,1.0,6696756389,14417,,2022
731305,819.0,chatwheel,0,9.0,132.0,6706531656,14438,,2022
724564,1634.0,chat,gg,3.0,3.0,6703136171,14438,,2022
709686,1497.0,chatwheel,78002,9.0,132.0,6696092038,14438,,2022
643038,879.0,chatwheel,7,4.0,4.0,6674094619,14200,,2022
732556,2381.0,chat,GG,9.0,132.0,6707341022,14417,,2022
663455,461.0,chatwheel,62,5.0,128.0,6680447358,14200,,2022
715230,-128.0,chatwheel,413,7.0,130.0,6697997969,14401,,2022
663956,-783.0,chatwheel,231,1.0,1.0,6680625178,14200,,2022
712043,1347.0,chatwheel,413,7.0,130.0,6697069449,14200,,2022
731634,1653.0,chatwheel,7,6.0,129.0,6706893709,14200,,2022
713406,1049.0,chatwheel,71,6.0,129.0,6697593890,14200,,2022
645524,2204.0,chatwheel,33001,9.0,132.0,6674749125,14389,,2022
650108,1347.0,chatwheel,14010,5.0,128.0,6676359317,14332,,2022
666435,1835.0,chatwheel,46001,2.0,2.0,6681363688,14406,,2022
734977,23.0,chatwheel,12,3.0,3.0,6708289529,14200,,2022
702814,1118.0,chatwheel,141208,6.0,129.0,6693710833,14417,,2022
661316,-69.0,chatwheel,87,5.0,128.0,6679772782,14426,,2022
728456,1586.0,chatwheel,71,9.0,132.0,6704798252,14200,,2022
652557,619.0,chatwheel,7,8.0,131.0,6677054968,14401,,2022
707210,2363.0,chat,gg,2.0,2.0,6695257573,14417,,2022
687362,1690.0,chatwheel,7,5.0,128.0,6688750995,14438,,2022
693438,2359.0,chatwheel,54,8.0,131.0,6690802168,14440,,2022
663424,-73.0,chatwheel,24,5.0,128.0,6680447358,14200,,2022
707771,958.0,chatwheel,58,8.0,131.0,6695405879,14394,,2022
653014,1963.0,chatwheel,140988,8.0,131.0,6677174089,14389,,2022
735825,2631.0,chat,GG,5.0,128.0,6708803967,14451,,2022
664180,-51.0,chatwheel,104004,2.0,2.0,6680777099,14394,,2022
