no,time,type,slot,key,player_slot,value,killer,team,unit,match_id,leagueid,data_year
96275,263.0,CHAT_MESSAGE_COURIER_LOST,,,,,,3.0,,5320591798,11382,2020
22712,1347.0,building_kill,0.0,npc_dota_badguys_tower2_bot,0.0,,,,npc_dota_hero_drow_ranger,5221275338,11602,2020
31942,1573.0,building_kill,9.0,npc_dota_goodguys_range_rax_mid,132.0,,,,npc_dota_hero_beastmaster,5231475225,11629,2020
87283,949.0,building_kill,8.0,npc_dota_goodguys_tower2_bot,131.0,,,,npc_dota_hero_invoker,5306577316,11591,2020
13342,1434.0,building_kill,2.0,npc_dota_badguys_tower3_mid,2.0,,,,npc_dota_hero_beastmaster,5201981845,11517,2020
91812,3413.0,building_kill,6.0,npc_dota_goodguys_tower4,129.0,,,,npc_dota_hero_death_prophet,5312493939,11806,2020
84358,1259.0,building_kill,9.0,npc_dota_goodguys_tower1_mid,132.0,,,,npc_dota_hero_kunkka,5300777235,11668,2020
93377,1233.0,CHAT_MESSAGE_AEGIS,6.0,,129.0,,,,,5315048259,11700,2020
99636,2311.0,building_kill,7.0,npc_dota_goodguys_tower4,130.0,,,,npc_dota_hero_ember_spirit,5326114093,11683,2020
81536,4.0,CHAT_MESSAGE_FIRSTBLOOD,6.0,0,129.0,,,,,5295207783,11668,2020
42728,2248.0,building_kill,7.0,npc_dota_goodguys_melee_rax_top,130.0,,,,npc_dota_hero_abyssal_underlord,5240399581,11629,2020
71273,1444.0,building_kill,2.0,npc_dota_badguys_tower2_top,2.0,,,,npc_dota_hero_juggernaut,5281114426,11263,2020
54304,1686.0,building_kill,3.0,npc_dota_badguys_range_rax_top,3.0,,,,npc_dota_hero_storm_spirit,5256968799,11668,2020
91355,2232.0,CHAT_MESSAGE_COURIER_LOST,,,,,,3.0,,5311679901,11700,2020
1249,1846.0,building_kill,7.0,npc_dota_goodguys_melee_rax_mid,130.0,,,,npc_dota_hero_beastmaster,5181520568,11468,2020
58497,1136.0,CHAT_MESSAGE_AEGIS_STOLEN,2.0,,2.0,,,,,5263304511,11533,2020
22096,1949.0,building_kill,5.0,npc_dota_goodguys_melee_rax_mid,128.0,,,,npc_dota_hero_morphling,5220595286,10884,2020
32906,2410.0,building_kill,5.0,npc_dota_goodguys_tower4,128.0,,,,npc_dota_hero_life_stealer,5231748872,11629,2020
47040,1138.0,building_kill,8.0,npc_dota_goodguys_melee_rax_mid,131.0,,,,npc_dota_hero_leshrac,5246401449,11468,2020
91207,1485.0,building_kill,9.0,npc_dota_goodguys_tower2_top,132.0,,,,npc_dota_hero_skeleton_king,5311301024,11773,2020
44077,1024.0,building_kill,4.0,npc_dota_badguys_tower1_mid,4.0,,,,npc_dota_hero_kunkka,5241733866,11661,2020
31048,1670.0,building_kill,,npc_dota_goodguys_melee_rax_top,,,,,npc_dota_badguys_siege,5231315893,11629,2020
24191,1659.0,CHAT_MESSAGE_AEGIS,6.0,,129.0,,,,,5223281682,11623,2020
11968,738.0,building_kill,7.0,npc_dota_goodguys_tower1_mid,130.0,,,,npc_dota_hero_clinkz,5199517989,11620,2020
10443,1687.0,building_kill,5.0,npc_dota_goodguys_tower2_mid,128.0,,,,npc_dota_hero_abaddon,5197415515,11263,2020
41072,556.0,building_kill,0.0,npc_dota_badguys_tower1_bot,0.0,,,,npc_dota_hero_beastmaster,5238303178,11661,2020
75565,42.0,CHAT_MESSAGE_FIRSTBLOOD,6.0,4,129.0,,,,,5286974327,11719,2020
30537,1128.0,building_kill,4.0,npc_dota_badguys_tower2_top,4.0,,,,npc_dota_hero_slark,5231228897,11629,2020
85719,675.0,building_kill,,npc_dota_goodguys_tower1_mid,,,,,npc_dota_creep_badguys_melee,5303197749,11773,2020
60710,944.0,building_kill,0.0,npc_dota_badguys_tower1_top,0.0,,,,npc_dota_hero_faceless_void,5266542622,11533,2020
22545,2153.0,building_kill,5.0,npc_dota_goodguys_tower3_bot,128.0,,,,npc_dota_hero_centaur,5220945849,11591,2020
12829,350.0,CHAT_MESSAGE_COURIER_LOST,,,,,,7.0,,5201253734,11382,2020
32106,1544.0,building_kill,,npc_dota_badguys_tower1_mid,,,,,npc_dota_creep_goodguys_melee,5231540655,10884,2020
40830,1847.0,building_kill,,npc_dota_badguys_fort,,,,,dota_unknown,5237953538,11636,2020
67926,1044.0,building_kill,6.0,npc_dota_goodguys_tower1_mid,129.0,,,,npc_dota_hero_gyrocopter,5276329539,11382,2020
6602,78.0,CHAT_MESSAGE_COURIER_LOST,,,,,,0.0,,5191286625,11490,2020
592,1962.0,building_kill,0.0,npc_dota_badguys_healers,0.0,,,,npc_dota_hero_drow_ranger,5179849225,11370,2020
10415,2085.0,building_kill,5.0,npc_dota_goodguys_tower2_top,128.0,,,,npc_dota_hero_sven,5197378597,11263,2020
66996,2084.0,building_kill,3.0,npc_dota_badguys_melee_rax_bot,3.0,,,,npc_dota_hero_troll_warlord,5275471540,11620,2020
25913,911.0,building_kill,4.0,npc_dota_badguys_tower1_bot,4.0,,,,npc_dota_hero_nevermore,5225405145,11419,2020
85207,614.0,CHAT_MESSAGE_COURIER_LOST,,,,,,2.0,,5302542976,11591,2020
96808,811.0,building_kill,2.0,npc_dota_badguys_tower1_mid,2.0,,,,npc_dota_hero_meepo,5321332518,11478,2020
41561,875.0,building_kill,,npc_dota_badguys_tower1_mid,,,,,npc_dota_creep_goodguys_melee,5239101712,11629,2020
30532,506.0,CHAT_MESSAGE_COURIER_LOST,,,,,,4.0,,5231228897,11629,2020
74902,1872.0,building_kill,6.0,npc_dota_goodguys_tower2_mid,129.0,,,,npc_dota_hero_legion_commander,5286033671,11263,2020
99060,1037.0,building_kill,2.0,npc_dota_badguys_tower2_top,2.0,,,,npc_dota_hero_phantom_lancer,5325071615,11099,2020
67290,2491.0,building_kill,7.0,npc_dota_goodguys_fort,130.0,,,,npc_dota_hero_wisp,5275673264,11382,2020
36354,1361.0,building_kill,,npc_dota_goodguys_fort,,,,,dota_unknown,5234739214,11478,2020
32751,826.0,building_kill,,npc_dota_badguys_tower1_top,,,,,npc_dota_creep_goodguys_ranged,5231722445,11629,2020
15927,1983.0,building_kill,3.0,npc_dota_badguys_melee_rax_top,3.0,,,,npc_dota_hero_drow_ranger,5206908975,11602,2020
40839,1303.0,CHAT_MESSAGE_ROSHAN_KILL,,,,,,2.0,,5237982596,11661,2020
26413,1623.0,building_kill,,npc_dota_goodguys_tower1_mid,,,,,npc_dota_badguys_siege,5225912322,11591,2020
28215,995.0,CHAT_MESSAGE_COURIER_LOST,,,,,,5.0,,5228991229,11249,2020
8354,2185.0,building_kill,,npc_dota_badguys_tower1_bot,,,,,npc_dota_goodguys_siege,5194234805,11478,2020
56603,1107.0,CHAT_MESSAGE_COURIER_LOST,,,,,,-1.0,,5260352159,11688,2020
75686,1388.0,CHAT_MESSAGE_COURIER_LOST,,,,,,7.0,,5287081573,11623,2020
54614,2409.0,building_kill,2.0,npc_dota_badguys_melee_rax_top,2.0,,,,npc_dota_hero_razor,5257377714,10946,2020
20321,1936.0,CHAT_MESSAGE_COURIER_LOST,,,,,,9.0,,5216094767,11263,2020
78323,1430.0,building_kill,5.0,npc_dota_goodguys_tower3_bot,128.0,,,,npc_dota_hero_morphling,5290548700,11736,2020
99860,1303.0,building_kill,6.0,npc_dota_goodguys_tower1_mid,129.0,,,,npc_dota_hero_slark,5326816245,11382,2020
15014,1883.0,building_kill,5.0,npc_dota_goodguys_tower3_top,128.0,,,,npc_dota_hero_lycan,5204041543,11382,2020
78404,2449.0,building_kill,5.0,npc_dota_goodguys_tower3_mid,128.0,,,,npc_dota_hero_chaos_knight,5290904980,10884,2020
3328,172.0,CHAT_MESSAGE_COURIER_LOST,,,,,,4.0,,5185725330,11533,2020
12606,438.0,CHAT_MESSAGE_COURIER_LOST,,,,,,3.0,,5200761260,11620,2020
99982,1697.0,CHAT_MESSAGE_AEGIS,6.0,,129.0,,,,,5326879085,11807,2020
64874,2115.0,building_kill,,npc_dota_goodguys_fort,,,,,dota_unknown,5272110038,11263,2020
64961,2069.0,building_kill,9.0,npc_dota_goodguys_tower3_top,132.0,,,,npc_dota_hero_antimage,5272223462,11263,2020
81419,2282.0,building_kill,6.0,npc_dota_goodguys_range_rax_bot,129.0,,,,npc_dota_hero_morphling,5295112587,11448,2020
8146,1425.0,building_kill,,npc_dota_goodguys_tower2_mid,,,,,npc_dota_creep_badguys_melee,5194082724,11155,2020
91711,894.0,CHAT_MESSAGE_COURIER_LOST,,,,,,0.0,,5312454796,10884,2020
23986,1313.0,building_kill,6.0,npc_dota_goodguys_tower3_top,129.0,,,,npc_dota_hero_templar_assassin,5223178052,11382,2020
55337,3006.0,building_kill,9.0,npc_dota_goodguys_tower4,132.0,,,,npc_dota_hero_phantom_assassin,5258454892,11533,2020
90328,1826.0,building_kill,7.0,npc_dota_goodguys_tower3_mid,130.0,,,,npc_dota_hero_shadow_shaman,5310511466,11668,2020
89887,1652.0,building_kill,1.0,npc_dota_badguys_tower3_mid,1.0,,,,npc_dota_hero_naga_siren,5309768897,11439,2020
7790,1472.0,CHAT_MESSAGE_AEGIS,5.0,,128.0,,,,,5193447132,11490,2020
77869,1145.0,building_kill,,npc_dota_goodguys_tower1_bot,,,,,npc_dota_creep_badguys_melee,5289795692,11249,2020
39729,219.0,CHAT_MESSAGE_COURIER_LOST,,,,,,8.0,,5236676730,11661,2020
54795,1918.0,building_kill,7.0,npc_dota_goodguys_tower2_bot,130.0,,,,npc_dota_hero_morphling,5257722179,10946,2020
69724,2227.0,CHAT_MESSAGE_AEGIS,3.0,,3.0,,,,,5278358408,10477,2020
52403,2037.0,building_kill,4.0,npc_dota_badguys_tower2_top,4.0,,,,npc_dota_hero_viper,5253796573,11668,2020
61875,763.0,building_kill,9.0,npc_dota_goodguys_tower1_bot,132.0,,,,npc_dota_hero_monkey_king,5268019187,11694,2020
94012,1677.0,building_kill,5.0,npc_dota_goodguys_range_rax_bot,128.0,,,,npc_dota_hero_luna,5316385542,11668,2020
9568,2350.0,building_kill,7.0,npc_dota_goodguys_melee_rax_bot,130.0,,,,npc_dota_hero_tiny,5195740614,11600,2020
96370,106.0,CHAT_MESSAGE_COURIER_LOST,,,,,,3.0,,5320790240,11382,2020
23371,1535.0,building_kill,1.0,npc_dota_badguys_tower2_top,1.0,,,,npc_dota_hero_faceless_void,5222482384,11591,2020
50302,2236.0,building_kill,,npc_dota_badguys_tower2_bot,,,,,npc_dota_goodguys_siege,5251504544,11688,2020
884,205.0,CHAT_MESSAGE_FIRSTBLOOD,3.0,6,3.0,,,,,5181072285,11249,2020
22049,2314.0,building_kill,0.0,npc_dota_badguys_tower4,0.0,,,,npc_dota_hero_morphling,5220548767,10884,2020
18312,862.0,building_kill,0.0,npc_dota_badguys_tower1_mid,0.0,,,,npc_dota_hero_arc_warden,5212394371,10884,2020
99448,666.0,building_kill,6.0,npc_dota_goodguys_tower2_mid,129.0,,,,npc_dota_hero_furion,5325531181,11263,2020
52692,1923.0,building_kill,,npc_dota_badguys_tower3_bot,,,,,npc_dota_creep_goodguys_melee,5254478905,10884,2020
95115,1698.0,CHAT_MESSAGE_COURIER_LOST,,,,,,7.0,,5318326524,10884,2020
77210,877.0,building_kill,,npc_dota_goodguys_tower1_bot,,,,,npc_dota_creep_badguys_ranged,5289184204,10884,2020
82086,1665.0,building_kill,4.0,npc_dota_badguys_tower2_top,4.0,,,,npc_dota_hero_templar_assassin,5296055486,11468,2020
2562,963.0,CHAT_MESSAGE_COURIER_LOST,,,,,,4.0,,5184319502,11249,2020
92786,1970.0,CHAT_MESSAGE_COURIER_LOST,,,,,,2.0,,5314336951,11806,2020
47720,1459.0,building_kill,8.0,npc_dota_goodguys_melee_rax_mid,131.0,,,,npc_dota_hero_lone_druid,5248256137,11419,2020
90575,1209.0,building_kill,1.0,npc_dota_badguys_tower2_top,1.0,,,,npc_dota_hero_razor,5310716590,11668,2020
63803,2623.0,building_kill,8.0,npc_dota_goodguys_range_rax_bot,131.0,,,,npc_dota_hero_monkey_king,5270438909,11263,2020
51926,2014.0,building_kill,8.0,npc_dota_goodguys_tower2_mid,131.0,,,,npc_dota_hero_pugna,5253213763,11668,2020
12809,273.0,CHAT_MESSAGE_COURIER_LOST,,,,,,0.0,,5201207704,10884,2020
9970,3064.0,building_kill,0.0,npc_dota_badguys_tower2_top,0.0,,,,npc_dota_hero_nevermore,5196567485,11155,2020
95947,1618.0,building_kill,5.0,npc_dota_goodguys_tower2_bot,128.0,,,,npc_dota_hero_phantom_lancer,5319559841,10884,2020
55260,500.0,building_kill,,npc_dota_badguys_tower1_top,,,,,npc_dota_creep_goodguys_melee,5258451932,11249,2020
34733,1565.0,CHAT_MESSAGE_AEGIS,3.0,,3.0,,,,,5233099105,11629,2020
24079,1993.0,building_kill,9.0,npc_dota_goodguys_tower2_top,132.0,,,,npc_dota_hero_obsidian_destroyer,5223225210,11478,2020
36164,1743.0,building_kill,0.0,npc_dota_badguys_tower3_bot,0.0,,,,npc_dota_hero_morphling,5234619579,10884,2020
40483,1063.0,building_kill,,npc_dota_badguys_fort,,,,,dota_unknown,5237240085,11661,2020
43515,1438.0,building_kill,0.0,npc_dota_goodguys_tower1_top,0.0,,,,npc_dota_hero_centaur,5241166079,11439,2020
69265,1833.0,building_kill,1.0,npc_dota_badguys_tower3_top,1.0,,,,npc_dota_hero_dragon_knight,5277544449,11700,2020
70103,1508.0,building_kill,8.0,npc_dota_goodguys_tower2_mid,131.0,,,,npc_dota_hero_legion_commander,5279144621,11382,2020
49650,735.0,building_kill,1.0,npc_dota_badguys_tower1_top,1.0,,,,npc_dota_hero_legion_commander,5250890970,11468,2020
45579,1718.0,CHAT_MESSAGE_ROSHAN_KILL,,,,,,2.0,,5243330224,11661,2020
69293,1641.0,CHAT_MESSAGE_COURIER_LOST,,,,,,4.0,,5277603069,11382,2020
15020,2010.0,building_kill,5.0,npc_dota_goodguys_tower4,128.0,,,,npc_dota_hero_lycan,5204041543,11382,2020
77510,901.0,building_kill,2.0,npc_dota_badguys_tower1_mid,2.0,,,,npc_dota_hero_monkey_king,5289412888,11668,2020
31024,1639.0,building_kill,7.0,npc_dota_goodguys_tower3_mid,130.0,,,,npc_dota_hero_magnataur,5231313045,11629,2020
96099,1796.0,building_kill,9.0,npc_dota_goodguys_tower3_mid,132.0,,,,npc_dota_hero_life_stealer,5319970416,11604,2020
77868,956.0,building_kill,2.0,npc_dota_badguys_tower1_bot,2.0,,,,npc_dota_hero_shadow_demon,5289795692,11249,2020
49872,1636.0,building_kill,,npc_dota_goodguys_tower1_bot,,,,,npc_dota_creep_badguys_melee,5251143671,11419,2020
46993,1094.0,building_kill,,npc_dota_badguys_tower1_bot,,,,,npc_dota_creep_goodguys_melee,5246256028,11478,2020
62571,2460.0,building_kill,6.0,npc_dota_goodguys_range_rax_mid,129.0,,,,npc_dota_hero_legion_commander,5268835080,11263,2020
19752,2218.0,building_kill,5.0,npc_dota_goodguys_tower2_mid,128.0,,,,npc_dota_hero_life_stealer,5214773684,11263,2020
97117,1053.0,CHAT_MESSAGE_AEGIS,1.0,,1.0,,,,,5321687525,11823,2020
99776,1568.0,building_kill,2.0,npc_dota_badguys_melee_rax_mid,2.0,,,,npc_dota_hero_centaur,5326721773,11807,2020
89423,1910.0,building_kill,2.0,npc_dota_badguys_tower3_mid,2.0,,,,npc_dota_hero_ursa,5309147333,11448,2020
54677,1873.0,building_kill,,npc_dota_goodguys_melee_rax_bot,,,,,npc_dota_badguys_siege,5257505282,11478,2020
55986,77.0,CHAT_MESSAGE_FIRSTBLOOD,7.0,4,130.0,,,,,5259353649,11668,2020
30814,994.0,building_kill,,npc_dota_goodguys_tower1_bot,,,,,npc_dota_creep_badguys_melee,5231275290,11629,2020
41744,1548.0,building_kill,,npc_dota_goodguys_fort,,,,,dota_unknown,5239279831,11629,2020
73293,360.0,CHAT_MESSAGE_COURIER_LOST,,,,,,9.0,,5284460432,10884,2020
79096,1844.0,building_kill,9.0,npc_dota_goodguys_tower3_mid,132.0,,,,npc_dota_hero_legion_commander,5291648592,11249,2020
60959,1415.0,building_kill,1.0,npc_dota_badguys_melee_rax_mid,1.0,,,,npc_dota_hero_shredder,5266798663,11688,2020
93214,483.0,building_kill,6.0,npc_dota_goodguys_tower1_bot,129.0,,,,npc_dota_hero_earthshaker,5314856952,11806,2020
98051,1838.0,building_kill,9.0,npc_dota_goodguys_tower4,132.0,,,,npc_dota_hero_bristleback,5323136560,11806,2020
95184,1635.0,building_kill,4.0,npc_dota_badguys_melee_rax_bot,4.0,,,,npc_dota_hero_shadow_shaman,5318447508,11370,2020
741,1720.0,CHAT_MESSAGE_AEGIS,0.0,,0.0,,,,,5180005967,11370,2020
54861,1113.0,building_kill,5.0,npc_dota_goodguys_tower2_bot,128.0,,,,npc_dota_hero_life_stealer,5257974584,10946,2020
26162,2402.0,building_kill,4.0,npc_dota_badguys_tower4,4.0,,,,npc_dota_hero_lina,5225649016,11249,2020
49742,1894.0,building_kill,,npc_dota_badguys_tower1_mid,,,,,npc_dota_goodguys_siege,5250978327,10946,2020
94848,1540.0,building_kill,,npc_dota_goodguys_fort,,,,,dota_unknown,5317917905,10884,2020
48246,1313.0,building_kill,9.0,npc_dota_goodguys_tower1_top,132.0,,,,npc_dota_hero_templar_assassin,5248805087,11657,2020
78159,1771.0,building_kill,0.0,npc_dota_badguys_tower4,0.0,,,,npc_dota_hero_skeleton_king,5290338138,11741,2020
29585,488.0,building_kill,4.0,npc_dota_badguys_tower1_bot,4.0,,,,npc_dota_hero_snapfire,5230760609,11629,2020
94568,2238.0,building_kill,7.0,npc_dota_goodguys_range_rax_mid,130.0,,,,npc_dota_hero_ursa,5317389191,10592,2020
42896,2277.0,CHAT_MESSAGE_AEGIS,1.0,,1.0,,,,,5240518570,11629,2020
66519,1338.0,building_kill,4.0,npc_dota_badguys_tower3_mid,4.0,,,,npc_dota_hero_tiny,5274673399,11694,2020
63531,2591.0,building_kill,3.0,npc_dota_badguys_tower2_mid,3.0,,,,npc_dota_hero_enchantress,5269966135,10884,2020
57371,2040.0,CHAT_MESSAGE_ROSHAN_KILL,,,,,,2.0,,5261717638,11533,2020
46570,703.0,building_kill,2.0,npc_dota_badguys_tower1_bot,2.0,,,,npc_dota_hero_troll_warlord,5245650084,11672,2020
14636,770.0,building_kill,4.0,npc_dota_badguys_tower1_top,4.0,,,,npc_dota_hero_nevermore,5203551718,11517,2020
20569,1667.0,building_kill,,npc_dota_goodguys_tower2_mid,,,,,npc_dota_creep_badguys_melee,5216641637,11382,2020
42366,434.0,building_kill,,npc_dota_badguys_tower1_top,,,,,npc_dota_creep_goodguys_melee,5240012723,11661,2020
66718,2082.0,building_kill,,npc_dota_badguys_fort,,,,,dota_unknown,5275020148,11719,2020
699,1701.0,building_kill,,npc_dota_goodguys_range_rax_bot,,,,,npc_dota_creep_badguys_melee_upgraded,5179949347,11370,2020
98190,1096.0,building_kill,,npc_dota_badguys_tower1_bot,,,,,npc_dota_creep_goodguys_melee,5323228622,11263,2020
60008,1136.0,building_kill,4.0,npc_dota_badguys_tower2_top,4.0,,,,npc_dota_hero_nyx_assassin,5265143453,11099,2020
33591,1880.0,building_kill,8.0,npc_dota_goodguys_tower3_mid,131.0,,,,npc_dota_hero_void_spirit,5231960286,11249,2020
54319,1401.0,building_kill,1.0,npc_dota_badguys_tower1_bot,1.0,,,,npc_dota_hero_leshrac,5257026839,11620,2020
86374,819.0,CHAT_MESSAGE_COURIER_LOST,,,,,,5.0,,5304798329,11668,2020
54026,1255.0,CHAT_MESSAGE_COURIER_LOST,,,,,,3.0,,5256653814,11688,2020
9289,1296.0,building_kill,7.0,npc_dota_goodguys_melee_rax_mid,130.0,,,,npc_dota_hero_drow_ranger,5195390840,11600,2020
77439,176.0,CHAT_MESSAGE_FIRSTBLOOD,7.0,2,130.0,,,,,5289366990,11668,2020
41663,107.0,CHAT_MESSAGE_FIRSTBLOOD,4.0,5,4.0,,,,,5239277577,11629,2020
15619,533.0,CHAT_MESSAGE_COURIER_LOST,,,,,,9.0,,5206132977,11517,2020
78011,699.0,building_kill,9.0,npc_dota_goodguys_tower1_mid,132.0,,,,npc_dota_hero_furion,5290107317,11736,2020
59908,991.0,building_kill,8.0,npc_dota_goodguys_tower1_mid,131.0,,,,npc_dota_hero_troll_warlord,5265048341,11688,2020
24686,1230.0,building_kill,0.0,npc_dota_badguys_tower2_bot,0.0,,,,npc_dota_hero_phantom_assassin,5223627425,10884,2020
61369,2309.0,building_kill,5.0,npc_dota_badguys_melee_rax_mid,128.0,,,,npc_dota_hero_vengefulspirit,5267379272,11382,2020
80601,1646.0,building_kill,1.0,npc_dota_badguys_tower3_mid,1.0,,,,npc_dota_hero_void_spirit,5293872691,11731,2020
74573,-14.0,CHAT_MESSAGE_FIRSTBLOOD,5.0,0,128.0,,,,,5285802405,11741,2020
96036,1619.0,building_kill,5.0,npc_dota_goodguys_tower2_mid,128.0,,,,npc_dota_hero_slark,5319816216,11823,2020
39048,858.0,building_kill,3.0,npc_dota_badguys_tower1_top,3.0,,,,npc_dota_hero_morphling,5236245157,11661,2020
5015,958.0,building_kill,,npc_dota_badguys_tower1_top,,,,,npc_dota_goodguys_siege,5188367222,11533,2020
14619,167.0,CHAT_MESSAGE_COURIER_LOST,,,,,,3.0,,5203547625,11517,2020
89141,1086.0,CHAT_MESSAGE_COURIER_LOST,,,,,,8.0,,5308848366,11448,2020
90757,115.0,CHAT_MESSAGE_COURIER_LOST,,,,,,4.0,,5310838974,11668,2020
17892,2559.0,building_kill,0.0,npc_dota_badguys_tower2_mid,0.0,,,,npc_dota_hero_naga_siren,5211805001,11263,2020
47231,1388.0,building_kill,,npc_dota_goodguys_fort,,,,,dota_unknown,5246829375,10884,2020
89526,1895.0,building_kill,1.0,npc_dota_badguys_tower3_mid,1.0,,,,npc_dota_hero_bristleback,5309294381,11736,2020
1810,2429.0,building_kill,3.0,npc_dota_badguys_tower1_bot,3.0,,,,npc_dota_hero_elder_titan,5182805636,11155,2020
23020,945.0,building_kill,4.0,npc_dota_badguys_tower1_bot,4.0,,,,npc_dota_hero_troll_warlord,5221713454,11620,2020
64301,1043.0,building_kill,,npc_dota_goodguys_tower2_bot,,,,,npc_dota_creep_badguys_melee,5270896069,11533,2020
82590,732.0,building_kill,4.0,npc_dota_badguys_tower1_top,4.0,,,,npc_dota_hero_mars,5297216386,11668,2020
220,774.0,building_kill,1.0,npc_dota_badguys_tower1_mid,1.0,,,,npc_dota_hero_magnataur,5178545258,11099,2020
24390,72.0,CHAT_MESSAGE_COURIER_LOST,,,,,,8.0,,5223409988,11478,2020
29983,1368.0,building_kill,8.0,npc_dota_goodguys_tower4,131.0,,,,npc_dota_hero_meepo,5230852745,11629,2020
24378,2444.0,building_kill,,npc_dota_goodguys_fort,,,,,npc_dota_creep_badguys_melee_upgraded,5223387524,10884,2020
42310,1550.0,building_kill,3.0,npc_dota_badguys_tower2_mid,3.0,,,,npc_dota_hero_necrolyte,5239945004,11661,2020
65257,922.0,CHAT_MESSAGE_ROSHAN_KILL,,,,,,2.0,,5272757206,11719,2020
16812,848.0,building_kill,2.0,npc_dota_badguys_tower1_top,2.0,,,,npc_dota_hero_life_stealer,5208137460,11602,2020
35664,1542.0,CHAT_MESSAGE_AEGIS,6.0,,129.0,,,,,5234390376,11661,2020
62869,735.0,building_kill,5.0,npc_dota_goodguys_tower2_mid,128.0,,,,npc_dota_hero_puck,5269320738,11478,2020
55990,743.0,building_kill,5.0,npc_dota_goodguys_tower2_top,128.0,,,,npc_dota_hero_lycan,5259353649,11668,2020
20306,131.0,CHAT_MESSAGE_COURIER_LOST,,,,,,0.0,,5216094767,11263,2020
18738,969.0,building_kill,1.0,npc_dota_goodguys_tower1_mid,1.0,,,,npc_dota_hero_broodmother,5212799314,10884,2020
18620,2703.0,building_kill,,npc_dota_goodguys_tower4,,,,,npc_dota_creep_badguys_ranged_upgraded,5212664465,11517,2020
68907,1568.0,building_kill,0.0,npc_dota_goodguys_tower3_mid,0.0,,,,npc_dota_hero_slardar,5277173244,11620,2020
518,132.0,CHAT_MESSAGE_COURIER_LOST,,,,,,2.0,,5179767994,11249,2020
69471,797.0,building_kill,0.0,npc_dota_goodguys_tower1_mid,0.0,,,,npc_dota_hero_razor,5277835085,11694,2020
70743,1826.0,CHAT_MESSAGE_ROSHAN_KILL,,,,,,2.0,,5280135185,11657,2020
31683,751.0,building_kill,6.0,npc_dota_goodguys_tower2_top,129.0,,,,npc_dota_hero_templar_assassin,5231420448,11629,2020
27232,1159.0,building_kill,1.0,npc_dota_badguys_tower1_bot,1.0,,,,npc_dota_hero_storm_spirit,5227134149,11249,2020
93008,1333.0,building_kill,9.0,npc_dota_goodguys_tower1_bot,132.0,,,,npc_dota_hero_medusa,5314594127,11591,2020
57050,541.0,CHAT_MESSAGE_COURIER_LOST,,,,,,6.0,,5260811670,11623,2020
90913,668.0,building_kill,2.0,npc_dota_badguys_tower1_top,2.0,,,,npc_dota_hero_windrunner,5311034072,11249,2020
82968,1740.0,building_kill,7.0,npc_dota_goodguys_tower4,130.0,,,,npc_dota_hero_legion_commander,5297654605,11736,2020
49885,2278.0,building_kill,,npc_dota_badguys_fort,,,,,npc_dota_creep_goodguys_melee_upgraded,5251143671,11419,2020
85312,359.0,CHAT_MESSAGE_COURIER_LOST,,,,,,3.0,,5302653893,11591,2020
39623,3094.0,building_kill,8.0,npc_dota_goodguys_range_rax_bot,131.0,,,,npc_dota_hero_monkey_king,5236603534,11661,2020
7774,2226.0,building_kill,4.0,npc_dota_badguys_melee_rax_mid,4.0,,,,npc_dota_hero_abaddon,5193401469,11490,2020
43089,1546.0,building_kill,7.0,npc_dota_goodguys_tower3_bot,130.0,,,,npc_dota_hero_troll_warlord,5240711257,11661,2020
5569,2433.0,CHAT_MESSAGE_ROSHAN_KILL,,,,,,3.0,,5189678823,11533,2020
88386,670.0,building_kill,,npc_dota_badguys_tower1_mid,,,,,npc_dota_creep_goodguys_melee,5307898862,11478,2020
41895,48.0,CHAT_MESSAGE_FIRSTBLOOD,0.0,7,0.0,,,,,5239294539,11629,2020
61988,1882.0,building_kill,,npc_dota_badguys_tower4,,,,,npc_dota_creep_goodguys_melee_upgraded_mega,5268047523,11181,2020
13076,2183.0,building_kill,,npc_dota_goodguys_range_rax_top,,,,,npc_dota_badguys_siege,5201776890,11517,2020
67219,586.0,CHAT_MESSAGE_COURIER_LOST,,,,,,4.0,,5275616353,11533,2020
98672,1717.0,building_kill,4.0,npc_dota_badguys_tower3_top,4.0,,,,npc_dota_hero_lycan,5324215958,11683,2020
17938,552.0,building_kill,,npc_dota_badguys_tower1_top,,,,,npc_dota_creep_goodguys_melee,5211995166,11263,2020
9696,1150.0,building_kill,,npc_dota_goodguys_tower1_mid,,,,,npc_dota_creep_badguys_melee,5196000037,11600,2020
68197,2146.0,building_kill,6.0,npc_dota_goodguys_tower4,129.0,,,,npc_dota_hero_kunkka,5276615934,11694,2020
12880,1317.0,building_kill,1.0,npc_dota_badguys_tower2_top,1.0,,,,npc_dota_hero_earth_spirit,5201375658,11382,2020
44202,1681.0,building_kill,7.0,npc_dota_goodguys_tower1_top,130.0,,,,npc_dota_hero_legion_commander,5241825230,11661,2020
89913,1806.0,building_kill,7.0,npc_dota_goodguys_tower4,130.0,,,,npc_dota_hero_troll_warlord,5309812866,11694,2020
76480,772.0,building_kill,5.0,npc_dota_badguys_tower2_bot,128.0,,,,npc_dota_hero_monkey_king,5288219046,11382,2020
83703,1338.0,building_kill,8.0,npc_dota_goodguys_fort,131.0,,,,npc_dota_hero_templar_assassin,5299281365,11249,2020
33035,929.0,CHAT_MESSAGE_AEGIS,1.0,,1.0,,,,,5231778811,11629,2020
