no,match_id,leagueid,key,value,data_year
721041,5614127121,11863,12946,4,2020
719867,5613892426,12386,7909,3,2020
732824,5621961832,11863,9407,129,2020
778373,5648525442,12447,7214,130,2020
765842,5640828713,12326,9817,130,2020
778162,5648242472,12459,8541,2,2020
715213,5611094378,11863,9167,130,2020
724272,5616461248,11863,13676,131,2020
799251,5660692747,12375,12920,128,2020
718263,5613042260,11863,9713,131,2020
715965,5611739424,12297,6976,4,2020
735413,5623564558,12436,9785,1,2020
704510,5598425680,12245,12723,131,2020
700182,5594805166,12229,5810,3,2020
753113,5632624539,11863,9952,132,2020
737385,5624884544,12397,12572,132,2020
713740,5610242969,11863,4004,132,2020
775017,5646615302,12396,10295,130,2020
722957,5615558567,11249,6663,132,2020
745765,5628169547,12386,12413,130,2020
751056,5631074019,12205,13564,0,2020
740242,5626228996,12436,12920,0,2020
764265,5639523312,12459,13760,3,2020
702107,5596428969,12229,7829,0,2020
798742,5660288058,12205,10381,3,2020
795704,5658135140,12436,13538,3,2020
722625,5615416342,11863,14620,130,2020
709975,5604764183,11863,7529,130,2020
773117,5645454664,12436,13575,4,2020
768879,5642703321,12396,11111,131,2020
733740,5622642609,12386,9971,129,2020
781255,5649936137,12375,12190,2,2020
713876,5610334163,11863,17534,0,2020
761219,5637968194,12326,5569,0,2020
755202,5633632443,12436,12162,3,2020
745769,5628169547,12386,12900,129,2020
896275,5710405168,12548,7660,128,2020
822712,5672518615,12464,647,4,2020
831942,5676552097,12425,13775,131,2020
887283,5706109447,12529,8835,4,2020
813342,5668347204,12532,12323,132,2020
891812,5708449610,12528,14507,128,2020
884358,5704769743,12528,8886,0,2020
893377,5708841844,12577,13787,2,2020
899636,5711668832,11249,602,3,2020
881536,5703517271,12508,14993,2,2020
842728,5683028958,12532,13815,3,2020
871273,5699050686,12528,13670,131,2020
854304,5689910452,12532,9749,128,2020
891355,5708319551,12567,8542,129,2020
801249,5661992128,12093,10298,3,2020
858497,5691746267,12496,12989,129,2020
822096,5672154037,12532,7123,0,2020
832906,5676711280,12508,6848,0,2020
847040,5685533228,12532,7814,132,2020
891207,5708224962,12531,7519,3,2020
844077,5683995076,12214,5026,131,2020
831048,5676226017,12532,14276,2,2020
824191,5672763589,12508,7603,0,2020
811968,5668068524,11249,4537,131,2020
810443,5667273102,12375,7162,132,2020
841072,5681991090,12093,10025,128,2020
875565,5701442320,12496,7095,4,2020
830537,5676056864,12436,4825,4,2020
885719,5705873363,12567,12947,0,2020
860710,5692553202,12093,18314,129,2020
822545,5672421930,11249,10006,0,2020
812829,5668225088,12464,8730,130,2020
832106,5676574884,12458,11461,129,2020
840830,5681943709,12528,8612,129,2020
867926,5697171499,12496,9162,4,2020
806602,5665645507,12205,5381,132,2020
800592,5661482121,12459,13572,0,2020
810415,5667187144,12205,12933,1,2020
866996,5696332931,11382,8636,128,2020
825913,5673781695,12532,4821,1,2020
885207,5705498987,12531,5956,129,2020
896808,5710596968,12548,13772,129,2020
841561,5682172118,12093,6735,2,2020
830532,5676036098,12214,11968,4,2020
874902,5700733824,12529,13670,4,2020
899060,5711537106,12528,4203,2,2020
867290,5696528449,12548,9165,1,2020
836354,5678696995,12375,14618,3,2020
832751,5676696951,12528,8363,132,2020
815927,5669513001,12532,13531,4,2020
840839,5681943709,12528,9912,4,2020
826413,5673893248,12528,8061,1,2020
828215,5675111984,12532,14048,132,2020
808354,5666729933,12532,8059,130,2020
856603,5690812855,12508,13014,128,2020
875686,5701480698,12496,4921,131,2020
854614,5690148471,12532,9350,130,2020
820321,5671155787,12532,13772,0,2020
878323,5702540610,10937,5289,132,2020
899860,5711736730,12548,11321,129,2020
815014,5669141870,12436,647,131,2020
878404,5702587597,12548,9153,3,2020
803328,5663219413,12295,12306,129,2020
812606,5668184663,12464,11111,130,2020
899982,5711752130,12508,14251,3,2020
864874,5694793790,12531,17738,129,2020
864961,5694806771,12525,14723,131,2020
881419,5703480382,12567,13818,132,2020
808146,5666625530,12532,7459,0,2020
891711,5708442801,12508,8630,129,2020
823986,5672704596,12459,11771,129,2020
855337,5690345494,12513,12947,132,2020
890328,5707417144,12508,8365,132,2020
889887,5707268116,12508,630,130,2020
807790,5666517835,12496,647,0,2020
877869,5702298513,12548,7595,128,2020
839729,5681062303,12496,9236,132,2020
854795,5690256039,12532,14724,4,2020
869724,5698533899,12548,8593,130,2020
852403,5688778499,12496,17764,4,2020
861875,5693036965,12556,13535,128,2020
894012,5709551940,12531,8268,3,2020
809568,5666976626,12459,7778,132,2020
896370,5710506612,12525,5553,130,2020
823371,5672632803,12508,11111,128,2020
850302,5687601792,12513,5538,0,2020
800884,5661672113,12459,14721,3,2020
822049,5672119006,12436,6854,0,2020
818312,5670368519,12214,13017,1,2020
899448,5711619661,12528,9337,128,2020
852692,5688987181,12508,9618,130,2020
895115,5709967973,12528,13453,129,2020
877210,5702112188,12529,8195,0,2020
882086,5703676718,12548,17774,0,2020
802562,5662996211,11249,6851,4,2020
892786,5708678010,12528,12502,3,2020
847720,5686254046,12548,7629,2,2020
890575,5707647524,12548,12782,129,2020
863803,5694143187,12548,13440,2,2020
851926,5688549509,12532,7049,132,2020
812809,5668223655,12459,13425,4,2020
809970,5667066657,11668,6629,4,2020
895947,5710233789,12508,13771,0,2020
855260,5690339754,12508,11461,3,2020
834733,5678028744,12326,9953,131,2020
824079,5672741618,12464,7829,131,2020
836164,5678515539,12375,13775,131,2020
840483,5681658947,12528,12875,1,2020
843515,5683389718,11382,10025,132,2020
869265,5698169969,12548,12943,3,2020
870103,5698665501,12496,12962,4,2020
849650,5687257713,12532,8309,3,2020
845579,5684682464,12532,9240,128,2020
869293,5698249237,12548,7667,0,2020
815020,5669141870,12436,7809,1,2020
877510,5702216192,12577,13875,0,2020
831024,5676226017,12532,9739,0,2020
896099,5710307397,12548,647,132,2020
877868,5702298513,12548,7426,4,2020
849872,5687313323,12532,9845,4,2020
846993,5685464518,12532,14248,131,2020
862571,5693510359,12425,6194,130,2020
819752,5670965793,12532,8997,131,2020
897117,5710656615,12525,6291,4,2020
899776,5711711457,12529,4707,132,2020
889423,5707196279,12548,9973,0,2020
854677,5690216150,12532,13565,2,2020
855986,5690587926,12548,9205,3,2020
830814,5676137940,12436,17762,1,2020
841744,5682393918,12436,17774,129,2020
873293,5700347549,11668,8627,131,2020
879096,5703120180,12508,14295,129,2020
860959,5692656450,12548,6685,1,2020
893214,5708788689,12548,9618,3,2020
898051,5711100601,12531,5383,0,2020
895184,5710017564,12567,13775,132,2020
800741,5661588177,12459,7410,4,2020
854861,5690268464,12513,11461,3,2020
826162,5673834358,11249,8059,130,2020
849742,5687275967,12496,8630,0,2020
894848,5709893909,11668,10171,132,2020
848246,5686391027,12508,8363,4,2020
878159,5702403505,12548,14415,132,2020
829585,5675348571,11668,10698,128,2020
894568,5709832692,12567,647,130,2020
842896,5683136146,12532,13771,129,2020
866519,5695998368,12531,13755,132,2020
863531,5693919775,12548,7990,128,2020
857371,5691197031,12532,5922,3,2020
846570,5685260419,12214,5829,4,2020
814636,5668984551,12375,8775,132,2020
820569,5671249416,11668,5440,132,2020
842366,5682943173,12506,5939,131,2020
866718,5696219033,12529,10310,129,2020
800699,5661536783,11249,4256,128,2020
898190,5711175723,12531,8189,1,2020
860008,5692380401,12556,10725,132,2020
833591,5677422607,12436,8630,128,2020
854319,5689910452,12532,12556,130,2020
886374,5705984318,12528,14417,3,2020
854026,5689801027,12496,13334,2,2020
809289,5666928756,12532,8096,130,2020
877439,5702192297,12528,14046,0,2020
841663,5682343295,12093,12190,1,2020
815619,5669385208,12464,647,1,2020
878011,5702357924,10650,9788,2,2020
859908,5692369816,12548,5222,128,2020
824686,5673276543,12214,10133,0,2020
861369,5692803308,12556,6154,0,2020
880601,5703385068,12529,9741,130,2020
874573,5700634575,11170,14002,1,2020
896036,5710270529,11249,12956,4,2020
839048,5680312134,12375,10162,129,2020
805015,5665120927,12436,9059,2,2020
814619,5668984551,12375,8025,2,2020
889141,5707145211,12525,17957,0,2020
890757,5707875036,12548,13454,1,2020
817892,5670136161,12375,12607,129,2020
847231,5685682775,12548,13538,130,2020
889526,5707197269,12528,13184,128,2020
801810,5662321695,12093,8317,1,2020
823020,5672581049,12508,13807,130,2020
864301,5694562167,12531,9205,128,2020
882590,5704065339,12548,9704,128,2020
800220,5661250808,12496,6976,1,2020
824390,5672832293,12532,9680,130,2020
829983,5675541328,12508,10148,3,2020
824378,5672832293,12532,7837,130,2020
842310,5682897425,12506,14173,131,2020
865257,5694966292,12295,17668,132,2020
816812,5669698384,12528,9748,128,2020
835664,5678279607,12326,7809,130,2020
862869,5693647092,12425,12998,4,2020
855990,5690587926,12548,9809,132,2020
820306,5671155787,12532,10345,130,2020
818738,5670533422,12436,13327,129,2020
818620,5670469107,12214,10041,4,2020
868907,5697904719,12548,11426,131,2020
800518,5661461541,12458,8363,132,2020
869471,5698406070,12548,8527,3,2020
870743,5698923381,12528,7936,132,2020
831683,5676515433,12532,647,132,2020
827232,5674093660,11668,7364,130,2020
893008,5708748260,12528,8062,1,2020
857050,5691008174,12508,647,129,2020
890913,5708013328,12548,9243,3,2020
882968,5704375205,12531,17800,132,2020
849885,5687313323,12532,13480,4,2020
885312,5705598264,12531,14047,132,2020
839623,5680973596,12496,9407,2,2020
807774,5666461974,12532,13778,132,2020
843089,5683221646,12532,9100,129,2020
805569,5665439846,11249,8363,0,2020
888386,5706955089,12567,8625,130,2020
841895,5682574141,12436,9165,0,2020
861988,5693085679,12532,11383,128,2020
813076,5668259862,12205,12943,4,2020
867219,5696458757,12529,11085,4,2020
898672,5711463802,12508,7549,132,2020
817938,5670212972,12436,10007,131,2020
809696,5666983501,12532,13095,2,2020
868197,5697507041,12513,8627,130,2020
812880,5668226031,12532,11771,1,2020
844202,5684028311,12532,11459,3,2020
889913,5707268116,12508,8735,4,2020
876480,5701921518,12567,13302,129,2020
883703,5704655588,12525,12558,2,2020
833035,5676764155,12508,14197,130,2020
856194,5690663610,12556,10132,0,2020
816224,5669578656,12528,11085,131,2020
874648,5700671273,12529,6892,1,2020
817781,5670030373,12459,10899,0,2020
861621,5692948068,12548,9980,129,2020
874798,5700713552,12577,7005,3,2020
871717,5699462428,12548,6786,3,2020
892361,5708564136,12508,12190,131,2020
885620,5705841726,12567,9202,0,2020
870742,5698923381,12528,7398,132,2020
804094,5664418785,12528,10298,0,2020
893612,5709236138,12531,12947,130,2020
824511,5672838915,12508,12993,131,2020
876286,5701847382,12525,13531,3,2020
825012,5673432655,12214,10147,129,2020
873099,5700291255,12525,18080,2,2020
892690,5708641626,12529,12392,4,2020
874462,5700621844,12525,13775,3,2020
806580,5665643338,12459,12759,1,2020
811164,5667886623,12496,10845,3,2020
827491,5674858816,12496,9059,132,2020
896033,5710270529,11249,11899,130,2020
863870,5694279195,12548,7860,129,2020
822372,5672311842,12532,7595,128,2020
889512,5707197269,12528,10310,1,2020
813613,5668447815,11027,4303,1,2020
868266,5697517438,12529,13013,129,2020
848418,5686520433,12548,5285,132,2020
854494,5690039917,12496,13668,2,2020
824480,5672838915,12508,7816,0,2020
868827,5697851532,12529,10298,128,2020
814070,5668620758,12093,11965,3,2020
896881,5710601430,12525,13814,132,2020
825236,5673543558,12496,17774,128,2020
864063,5694390609,12531,6005,4,2020
853255,5689249461,11027,647,131,2020
821041,5671416545,11668,8363,4,2020
819867,5671030021,12532,7540,1,2020
832824,5676699396,12458,11461,3,2020
878373,5702540610,10937,17661,2,2020
865842,5695400334,12548,12964,128,2020
878162,5702403505,12548,14418,132,2020
815213,5669183989,12496,12860,0,2020
824272,5672768138,12532,10193,0,2020
899251,5711596176,12548,9220,1,2020
818263,5670367436,12214,12926,4,2020
815965,5669514454,12425,8777,129,2020
835413,5678194910,12326,13670,0,2020
804510,5664577929,12436,10147,0,2020
800182,5661220498,12496,7733,1,2020
853113,5689188981,12532,9196,129,2020
837385,5679466213,12532,6621,4,2020
813740,5668459957,12375,647,132,2020
875017,5700787504,12548,13179,129,2020
822957,5672570036,11249,10025,131,2020
845765,5684741957,12295,7938,131,2020
851056,5687860734,12548,13483,128,2020
840242,5681553272,12425,12598,129,2020
864265,5694497255,12531,13454,129,2020
802107,5662433164,12214,9044,132,2020
898742,5711468262,12529,9910,130,2020
895704,5710129607,12508,14993,2,2020
822625,5672472224,12532,13300,132,2020
809975,5667066657,11668,12962,131,2020
873117,5700295638,12528,7123,128,2020
868879,5697904719,12548,7957,2,2020
833740,5677498361,12496,13561,130,2020
881255,5703472384,12528,17830,0,2020
813876,5668475029,12528,14295,1,2020
861219,5692716897,12556,18376,2,2020
855202,5690339420,12508,12947,132,2020
845769,5684741957,12295,8679,131,2020
62,5766868635,12638,14140,130,2021
922712,5723848948,12531,9129,3,2020
931942,5729772592,12616,11461,129,2020
987283,5750637826,11863,7875,2,2020
913342,5718917778,12529,9234,132,2020
991812,5755417573,12638,12496,130,2020
984358,5749429787,12610,18376,130,2020
993377,5758297107,12677,11890,129,2020
3423,5773367771,12717,9666,3,2021
981536,5748139666,12677,12943,4,2020
942728,5734831841,11863,9165,2,2020
971273,5744643086,11863,7486,132,2020
954304,5737928330,11863,14974,4,2020
991355,5754316111,12677,8903,132,2020
901249,5712113757,12525,13772,131,2020
958497,5739291037,12616,17774,132,2020
922096,5723167506,12026,7655,129,2020
932906,5730786641,12531,14172,4,2020
947040,5736251129,12567,9225,132,2020
991207,5754264597,12677,4815,132,2020
944077,5735152462,12508,12190,132,2020
931048,5729270424,11769,11111,128,2020
924191,5724544266,12616,13488,129,2020
911968,5718521380,12508,10009,129,2020
910443,5717842177,12548,7214,2,2020
941072,5733966104,12548,8027,129,2020
975565,5746008821,12621,4843,129,2020
930537,5728707412,12548,10174,132,2020
985719,5750025785,12677,5932,132,2020
960710,5740372878,12508,7348,130,2020
922545,5723694191,12093,14992,132,2020
912829,5718706796,12556,8061,3,2020
932106,5729904344,12548,9202,129,2020
940830,5733911309,12026,7658,131,2020
967926,5743068877,12638,10147,3,2020
906602,5715344287,12531,18314,2,2020
900592,5711875659,12093,11760,4,2020
910415,5717752241,12548,13392,3,2020
966996,5742801794,11912,7909,128,2020
925913,5726163829,12548,7581,132,2020
985207,5749726778,12508,8003,132,2020
595,5768314097,12638,17774,4,2021
941561,5734088720,12638,630,130,2020
930532,5728707412,12548,9643,129,2020
974902,5745740834,12677,7377,3,2020
2847,5773364474,12717,18276,132,2021
967290,5742921721,11863,9147,2,2020
936354,5732423187,12616,12690,130,2020
932751,5730717243,12531,8234,131,2020
915927,5720165602,12548,12955,3,2020
940839,5733911309,12026,11998,128,2020
926413,5726662802,12531,6546,0,2020
928215,5727278588,12548,10323,131,2020
908354,5716327707,12548,9694,130,2020
956603,5738950144,12616,4692,1,2020
975686,5746039046,11863,17626,130,2020
954614,5738227338,12548,10195,131,2020
920321,5722218126,12093,4541,1,2020
978323,5746736475,12646,11321,130,2020
3647,5773371467,12717,11998,0,2021
915014,5719934632,11769,6627,0,2020
978404,5746745785,12646,5805,2,2020
903328,5713015368,12528,5810,130,2020
912606,5718645423,11249,11384,130,2020
3769,5773375787,12717,13772,2,2021
964874,5741784207,12677,6428,1,2020
964961,5741817735,11863,9974,129,2020
981419,5748122500,12508,7690,129,2020
908146,5716067778,11249,6769,0,2020
991711,5755354894,12638,14879,130,2020
923986,5724475945,12567,18316,131,2020
955337,5738608739,11863,10147,132,2020
990328,5752994173,12638,13391,132,2020
989887,5752811423,12638,8834,4,2020
907790,5715871311,12528,7580,4,2020
977869,5746680344,12646,13092,4,2020
939729,5733660007,11912,17664,3,2020
954795,5738455698,12548,10386,1,2020
969724,5744242413,12508,7231,0,2020
952403,5737605106,12508,6384,4,2020
961875,5740705834,12508,18376,131,2020
994012,5759820646,12638,13200,4,2020
909568,5717208381,12508,9783,4,2020
157,5767035409,12638,9700,0,2021
923371,5724238540,12616,14737,4,2020
950302,5737101375,12548,13541,132,2020
900884,5711944805,12093,17790,130,2020
922049,5723148574,12556,7935,132,2020
918312,5721529243,12567,14484,131,2020
3235,5773366977,12717,17841,128,2021
952692,5737645752,12528,14620,0,2020
995115,5762488271,12638,12962,132,2020
977210,5746581226,12638,647,4,2020
982086,5748272214,12638,18338,0,2020
902562,5712783756,12567,10374,132,2020
992786,5758007986,12638,647,2,2020
947720,5736360923,12508,5402,132,2020
990575,5753764194,11170,13529,131,2020
963803,5741559195,11912,7935,130,2020
951926,5737522838,12528,13772,132,2020
912809,5718685655,12529,13670,4,2020
909970,5717331280,12508,9971,130,2020
995947,5765290836,12638,12962,129,2020
955260,5738584321,11912,17661,2,2020
934733,5731452263,12093,12190,2,2020
924079,5724504866,12548,8363,128,2020
936164,5732379479,12508,4415,132,2020
940483,5733844712,11863,10070,131,2020
943515,5735025149,12616,9920,131,2020
969265,5743953100,11863,9910,4,2020
970103,5744341069,12616,9058,129,2020
949650,5736636622,12026,12931,130,2020
945579,5735682801,12548,7432,132,2020
969293,5743953100,11863,18376,128,2020
915020,5719934632,11769,11899,130,2020
977510,5746635405,12646,10345,130,2020
931024,5729224896,12531,13339,3,2020
996099,5765477164,12638,9247,3,2020
977868,5746680344,12646,13091,4,2020
949872,5736772449,11863,9240,128,2020
946993,5736239219,12638,14418,132,2020
962571,5740909114,12548,10395,132,2020
919752,5721899308,12556,11384,4,2020
904,5769784822,12638,12427,1,2021
3563,5773369753,12717,12323,131,2021
989423,5751729039,12677,8021,2,2020
954677,5738304060,12548,12190,128,2020
955986,5738848363,12677,12955,2,2020
930814,5729062598,12531,13292,129,2020
941744,5734150860,12548,12930,129,2020
973293,5745390697,12616,13541,130,2020
979096,5746843219,12646,5004,4,2020
960959,5740452616,12616,6005,0,2020
993214,5758214350,12677,8068,1,2020
1838,5772849947,12721,12947,3,2021
995184,5762543895,12638,13771,3,2020
900741,5711908374,12548,17985,2,2020
954861,5738482451,11863,13519,130,2020
926162,5726489934,12531,17677,0,2020
949742,5736644172,11863,9449,131,2020
994848,5761108834,12638,7910,132,2020
948246,5736442392,12548,18301,2,2020
978159,5746698223,12508,17661,131,2020
929585,5728182886,12616,17664,128,2020
994568,5760209199,12677,12931,132,2020
942896,5734871146,11912,13389,130,2020
966519,5742697090,11912,8598,130,2020
963531,5741494137,11912,4923,3,2020
957371,5739077992,12677,10524,130,2020
946570,5736157691,11863,8086,3,2020
914636,5719850342,12508,9151,131,2020
920569,5722475575,12548,17764,129,2020
942366,5734670217,12548,18370,0,2020
966718,5742743010,11912,6636,3,2020
900699,5711908374,12548,9129,0,2020
1977,5772898178,12724,6833,1,2021
960008,5740191406,12567,12947,4,2020
933591,5731041121,12620,17882,131,2020
954319,5737953107,12528,6599,132,2020
986374,5750219394,12677,7653,0,2020
954026,5737854223,12616,13337,2,2020
909289,5717090882,12567,8954,129,2020
977439,5746635179,12646,12947,0,2020
941663,5734112401,11863,12190,132,2020
915619,5720085097,12508,10479,131,2020
978011,5746691818,12646,10653,129,2020
959908,5740172161,12616,12943,1,2020
924686,5725251340,12531,8982,132,2020
961369,5740577021,12508,12330,130,2020
980601,5747738615,11863,14371,129,2020
974573,5745679541,12677,9757,131,2020
996036,5765422316,12638,7821,4,2020
939048,5733200002,12548,14173,0,2020
905015,5714192077,12528,13775,2,2020
914619,5719850342,12508,7095,0,2020
989141,5751591833,12677,6695,3,2020
990757,5754047392,12638,9772,128,2020
917892,5721399462,12567,13296,132,2020
947231,5736291429,12567,9337,2,2020
989526,5751816734,12677,12568,130,2020
901810,5712323816,12525,10007,4,2020
923020,5724079787,12531,13773,4,2020
964301,5741691911,11863,14974,1,2020
982590,5748417705,12677,9761,130,2020
900220,5711847375,12508,8630,0,2020
924390,5724695276,12026,10845,3,2020
929983,5728307990,12620,14725,130,2020
924378,5724695276,12026,7502,2,2020
942310,5734670217,12548,7867,132,2020
965257,5741860651,12638,10479,128,2020
916812,5720625730,12548,13566,4,2020
935664,5732131765,12531,10070,128,2020
962869,5741066354,11863,8159,4,2020
955990,5738848363,12677,13246,1,2020
920306,5722113210,12093,13290,129,2020
918738,5721653973,12508,10192,128,2020
918620,5721644839,12548,14490,2,2020
968907,5743820622,12621,9703,3,2020
900518,5711871780,12577,8069,132,2020
969471,5744134762,12638,10164,132,2020
970743,5744492339,12621,14248,2,2020
931683,5729641741,12620,6004,2,2020
927232,5726894198,12620,6976,131,2020
993008,5758107758,12638,8612,4,2020
957050,5739016100,12616,14618,0,2020
990913,5754146632,12677,8001,4,2020
982968,5748506232,12638,13519,132,2020
949885,5736772449,11863,12191,4,2020
985312,5749786796,12508,12306,131,2020
939623,5733616742,11912,9826,132,2020
907774,5715858081,11249,10193,132,2020
943089,5734911253,11912,10572,3,2020
905569,5714402164,12567,9243,132,2020
988386,5751298627,11863,7517,131,2020
941895,5734226547,12548,9749,0,2020
961988,5740715345,12548,12423,130,2020
913076,5718811991,12529,12935,131,2020
967219,5742918322,12567,6255,3,2020
2459,5773180956,12724,10423,1,2021
917938,5721431540,12529,10347,128,2020
909696,5717247120,12567,12219,0,2020
968197,5743187152,12616,14879,2,2020
912880,5718730313,12508,684,3,2020
944202,5735190851,12548,5412,2,2020
989913,5752811423,12638,12219,0,2020
976480,5746446462,12610,17774,131,2020
983703,5748942051,11863,5799,0,2020
933035,5730909016,12616,7087,129,2020
956194,5738893954,12616,17661,0,2020
916224,5720242021,12508,9989,129,2020
974648,5745714472,12621,9205,130,2020
917781,5721384295,11769,10193,1,2020
961621,5740639235,12508,7283,3,2020
974798,5745725396,11863,13414,2,2020
971717,5744888933,12621,13773,130,2020
992361,5756675724,12677,5412,2,2020
985620,5749962682,12508,9718,0,2020
970742,5744492339,12621,13815,0,2020
904094,5713422503,12548,14878,2,2020
993612,5759577206,12638,7910,4,2020
924511,5724828945,12548,11903,1,2020
976286,5746391850,11863,10070,3,2020
925012,5725462017,12567,10096,131,2020
973099,5745332344,12610,10298,129,2020
992690,5756960669,12677,8246,128,2020
974462,5745655227,11863,13531,130,2020
906580,5715344287,12531,13178,3,2020
911164,5718334023,11668,12190,1,2020
927491,5726949567,12620,9142,128,2020
996033,5765422316,12638,7690,132,2020
963870,5741567177,11863,7979,1,2020
922372,5723454655,12548,7090,0,2020
989512,5751816734,12677,10006,1,2020
913613,5719255554,12548,11426,132,2020
968266,5743250803,12621,7462,128,2020
948418,5736457300,12508,9761,0,2020
954494,5738111219,11863,13570,130,2020
924480,5724828945,12548,647,130,2020
968827,5743749910,12621,4387,131,2020
914070,5719671983,12531,5285,131,2020
668,5768541969,12638,4380,132,2021
925236,5725544255,12567,12190,131,2020
964063,5741621430,12638,7716,3,2020
953255,5737710952,11863,6519,132,2020
921041,5722726076,12531,10896,130,2020
919867,5721915723,12508,14295,1,2020
932824,5730757756,12531,9235,128,2020
978373,5746738056,12508,12320,132,2020
965842,5742023110,11863,8277,3,2020
978162,5746699693,12638,647,3,2020
915213,5719977580,12567,18376,128,2020
924272,5724577339,12548,18314,0,2020
3038,5773365515,12717,12956,4,2021
918263,5721529243,12567,8062,129,2020
915965,5720172135,12529,8558,128,2020
935413,5731892503,12548,12608,3,2020
904510,5713941365,12531,11192,4,2020
900182,5711839778,12528,13572,2,2020
953113,5737676409,12528,14277,1,2020
937385,5732542416,12567,13390,0,2020
913740,5719385924,12548,13454,0,2020
975017,5745748269,12508,12451,128,2020
922957,5724041754,12531,10375,4,2020
945765,5735952462,12548,9619,131,2020
951056,5737354391,11912,9618,1,2020
940242,5733803043,11769,10019,2,2020
964265,5741691911,11863,9165,132,2020
902107,5712495020,12548,630,131,2020
2529,5773256467,12724,13783,0,2021
995704,5764128922,12638,8724,2,2020
922625,5723721642,12531,17684,131,2020
909975,5717331280,12508,10374,130,2020
973117,5745332344,12610,13454,2,2020
968879,5743749910,12621,17661,129,2020
933740,5731111325,12616,6959,130,2020
981255,5748048995,12638,8790,131,2020
913876,5719528063,12548,14250,3,2020
961219,5740517790,12508,14163,131,2020
955202,5738581928,11863,17762,3,2020
945769,5735952462,12548,10007,131,2020
100062,5826363584,12638,7071,2,2021
26499,5777353139,12721,5244,128,2021
35729,5779557224,12719,13775,131,2021
91070,5819250473,12718,11085,132,2021
17129,5775222214,12726,9443,4,2021
95599,5822089528,12718,13456,4,2021
88145,5817225062,12705,9918,129,2021
97164,5823200976,12814,10287,3,2021
103423,5828591196,12780,13101,1,2021
85323,5815312896,12755,9369,132,2021
46515,5782241475,12717,13775,128,2021
75060,5807287372,12727,18078,1,2021
58091,5795854306,12705,4276,1,2021
95142,5821943253,12093,11965,132,2021
5036,5773452136,12717,10144,4,2021
62284,5798114377,12755,12290,129,2021
25883,5777168369,12717,9213,3,2021
36693,5779833799,12726,13775,132,2021
50827,5790498719,12703,12935,130,2021
94994,5821902756,12718,9750,129,2021
47864,5782457651,12717,7722,131,2021
34835,5779444725,12719,12598,128,2021
27978,5777681529,12717,5235,4,2021
15755,5775204281,12726,7082,2,2021
14230,5775168775,12726,10192,131,2021
44859,5781251002,12719,4992,128,2021
79352,5810529150,12720,13518,128,2021
34324,5779379311,12719,9297,1,2021
89506,5818200829,12735,11266,4,2021
64497,5799878962,12727,5957,1,2021
26332,5777252776,12717,9790,132,2021
16616,5775218358,12726,17664,3,2021
35893,5779596696,12726,9698,132,2021
44617,5781122893,12719,10162,4,2021
71713,5805271786,12093,12392,130,2021
10389,5775072767,12719,602,131,2021
4379,5773422124,12717,4269,1,2021
14202,5775168389,12726,12413,4,2021
70783,5804695038,12748,9785,128,2021
29700,5777780864,12717,9743,131,2021
88994,5817826442,12718,13772,1,2021
100595,5826589145,12780,14718,128,2021
45348,5781539459,12734,11421,3,2021
34319,5779379311,12719,9272,131,2021
78689,5809796401,12705,10156,130,2021
102847,5828229264,12814,13467,130,2021
71077,5804879582,12705,5892,3,2021
40141,5780878472,12717,9773,2,2021
36538,5779784080,12726,8061,130,2021
19714,5775302433,12726,13483,132,2021
44626,5781122893,12719,13486,4,2021
30200,5777910139,12719,600,3,2021
32002,5778674458,12721,11469,131,2021
12141,5775161528,12726,10724,1,2021
60390,5797116346,12723,6976,128,2021
79473,5810753208,12727,17257,1,2021
58401,5795976085,12705,4277,1,2021
24108,5776671398,12726,13178,2,2021
82110,5813129850,12723,13473,128,2021
103647,5828650652,12814,6976,2,2021
18801,5775271138,12726,13177,132,2021
82191,5813181377,12755,18083,4,2021
7115,5774130179,12721,8705,128,2021
16393,5775214800,12726,11461,128,2021
103769,5828671544,12755,11993,0,2021
68661,5803319589,12723,8478,0,2021
68748,5803370840,12723,9972,1,2021
85206,5815256387,12755,7814,4,2021
11933,5775160902,12726,4290,2,2021
95498,5822079851,12723,8843,131,2021
27773,5777662955,12717,17954,4,2021
59124,5796432475,12718,5957,1,2021
94115,5821460630,12723,17774,0,2021
93674,5821248804,12735,8745,129,2021
11577,5775159901,12726,5470,131,2021
81656,5812823549,12735,9173,130,2021
43516,5781020356,12719,10096,132,2021
58582,5796046888,12705,12920,129,2021
73511,5806484962,12748,13461,132,2021
56190,5794755111,12705,4954,0,2021
65662,5800701445,12748,5172,4,2021
97799,5823595629,12705,13775,129,2021
13355,5775164826,12726,10653,129,2021
100157,5826469106,12638,14617,2,2021
27158,5777586423,12717,9122,132,2021
54089,5793364280,12093,13775,4,2021
4671,5773434628,12717,18410,4,2021
25836,5777163301,12717,13007,130,2021
22099,5776412203,12719,13743,128,2021
103235,5828471611,12814,7935,3,2021
56479,5794926232,12755,6878,1,2021
98902,5824924610,12638,13569,0,2021
80997,5811948272,12718,13772,130,2021
85873,5815721147,12705,8808,128,2021
6349,5773549466,12719,13485,1,2021
96573,5822898728,12735,13767,129,2021
51507,5790850075,12703,7099,131,2021
94362,5821547160,12638,9214,1,2021
67590,5802181734,12705,13876,3,2021
55713,5794543049,12707,10521,131,2021
16596,5775218358,12726,9664,0,2021
