no,match_id,leagueid,radiant.team_id,radiant.name,radiant.tag,radiant.logo_url,dire.team_id,dire.name,dire.tag,dire.logo_url,data_year
2984,7559313442,16109,8849990,REAL ECLIPSE,RE,https://steamusercontent-a.akamaihd.net/ugc/1929254752465573749/361F2A6C8D795A02396A031F45011DC69AD552AE/,8879077,Titan Strikers,Ts,https://steamusercontent-a.akamaihd.net/ugc/1883094772998200750/B3C96731E7DC2A2F2FBC12845A1C307112F1F389/,2024
8988,6593516373,14239,8597183,Summit Gaming,Summit,https://steamusercontent-a.akamaihd.net/ugc/1858293253134037240/AE1A9BA983BF52F42E5E12A0363C108CBC75FDBC/,8741674,Team Saiyan,TS,https://steamusercontent-a.akamaihd.net/ugc/1817777977609797855/222513B38B7E3B548D48891CF7F1A74C2F41BE30/,2022
773,7530943050,16053,9309287,Kalmychata,kalmychata,https://cdn.steamusercontent.com/ugc/2294087545396448242/A0CBDFC29BE2D76EC1D14132128D342234582231/,7422789,9Pandas,9Pandas,https://cdn.steamusercontent.com/ugc/2485502666697365913/234C3E0EDA6A8E315DC78A5EC2C6C1FBB1DD6657/,2024
3818,7015707833,14565,8962585,Star Foxes ,SF,https://steamusercontent-a.akamaihd.net/ugc/5077277234388141724/A6FA8DDA68296D4ED65754301F2C0AEC812321F7/,8994291,Air Defence,AD,https://steamusercontent-a.akamaihd.net/ugc/2029470694580919694/85FEE9759F6A9ABB8283A21CE2A8AC57004B4BCA/,2023
13194,6668422147,14286,8721429,Create-X,CrtX,https://steamusercontent-a.akamaihd.net/ugc/1735595184990011101/E92A721C2FC9013E371CED2D223B050C1E0CD60A/,8597183,Summit Gaming,Summit,https://steamusercontent-a.akamaihd.net/ugc/1858293253134037240/AE1A9BA983BF52F42E5E12A0363C108CBC75FDBC/,2022
12809,5508175001,11382,7467638,Team Rockets,,https://steamusercontent-a.akamaihd.net/ugc/764974771702063556/BB17069ED4F65C064E7912C8AAA4EF67EB2F480D/,7358551,Sunrise,,https://steamusercontent-a.akamaihd.net/ugc/775103976193271931/250ADBD10EC520F89708F9B0F14365BA9ADB4696/,2020
9970,5441735542,12027,7098928,Adroit,Adroit,https://steamusercontent-a.akamaihd.net/ugc/1477695389025464429/C8DDE707B2CC970B42699AC1856B96D03AABED7C/,3586078,Geek Fam,GeekFam,https://steamusercontent-a.akamaihd.net/ugc/2011450519782421256/C72214A86E6C450DA8CF1A18AE9539B5CAEE7D45/,2020
6145,7624306560,16109,8849850,HELLBEAR HEROES,HH,https://steamusercontent-a.akamaihd.net/ugc/1832426636071471178/000ACC2A4ADD9D3EBA21A1A4556FCC192415B318/,8850100,TOXIC TEAM,Tt,https://steamusercontent-a.akamaihd.net/ugc/1908988554144828055/21F5207FA69BBFDEAE66FC1A852FBCFF09FCD140/,2024
16528,6731189364,14200,8607589,EYE-gaming,EYE,https://steamusercontent-a.akamaihd.net/ugc/1880842325021944166/AD594D1C59AB23CF8AFD155209D477A382698B1A/,8546012,Celestials,CS,https://steamusercontent-a.akamaihd.net/ugc/1789640723386569625/CE6B7000FA0491C7325A31F4FA63BA5DEB520B28/,2022
12415,6241097703,13442,8546012,Celestials,CS,https://steamusercontent-a.akamaihd.net/ugc/1789640723386569625/CE6B7000FA0491C7325A31F4FA63BA5DEB520B28/,8526121,Kiba Arms,Kiba,https://steamusercontent-a.akamaihd.net/ugc/1681520338017611321/C874F0EBA5B3083240361F889D627EC9FEA1E177/,2021
1761,5819879375,12705,7653080,Yangon Galacticos,YG,https://steamusercontent-a.akamaihd.net/ugc/1772699046724205365/4B26D0595EF6D331640462985C7C6E01E1BA63AD/,8262026,ZeroTwo,02,https://steamusercontent-a.akamaihd.net/ugc/1653350875922875114/657D8D367D3DD8883DE37A6DC237462EDD198481/,2021
13846,6284700300,13742,7626304,SAND KING GÓMEZ,SKG,https://steamusercontent-a.akamaihd.net/ugc/2077888936797748911/EE4B48AA0D315BB844CC3CA8EAA77D5CD45B5AB6/,8081301,Typical NA ,TNA,https://steamusercontent-a.akamaihd.net/ugc/1816614963773169976/2B3E84815E499968A4E6225CE58696D09A41E374/,2021
1751,6417459140,13613,8638425,Kinkalow,KKL,,8668164,Eternal ,Eternal,https://steamusercontent-a.akamaihd.net/ugc/1860559060616297255/0C4127A6D76CE88256A9EFDA1B6BA77A39893C82/,2022
4783,6493080640,14055,8421741,Pavaga Gaming BY,PVG_BY,https://steamusercontent-a.akamaihd.net/ugc/1794100469709355023/983C96DC58EB1252341E700F8AC33DF6106A3C86/,8679473,Eclipse,Eclipse,https://steamusercontent-a.akamaihd.net/ugc/1813265500206491019/2C7279D80B89332ABB5A36331645931A0994379D/,2022
9280,7109485668,15141,8943671,Supernova,Nova,https://steamusercontent-a.akamaihd.net/ugc/2022709518835895061/2D931A627B882E01AEDDF0160EEA8373FBFD7ECE/,7356881,Meteor Gaming,MG,https://steamusercontent-a.akamaihd.net/ugc/1925880768489629203/41136088F0E4B4733EFB16A73300BBA20574DE93/,2023
10118,7125986350,15109,8893835,SuperRare,SR,https://steamusercontent-a.akamaihd.net/ugc/1898857990604608894/E678E4977D977E69300325D0E1C6EB6D728A1402/,8936507,FenixTeam,FT,https://steamusercontent-a.akamaihd.net/ugc/5063766435541618273/369B45B6067BA807581F7C454D69D02416456FD7/,2023
10918,6623706234,14284,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2022
6847,6546240084,14148,8597183,Summit Gaming,Summit,https://steamusercontent-a.akamaihd.net/ugc/1858293253134037240/AE1A9BA983BF52F42E5E12A0363C108CBC75FDBC/,8489432,Tiger God,,https://steamusercontent-a.akamaihd.net/ugc/1705160718495548877/549AEBFF59692C123635B7271A00734D1816DE0F/,2022
9308,7109900411,15109,9018528,Crew X,CrX,https://steamusercontent-a.akamaihd.net/ugc/2068882429938837131/68A44FC4EE83B8F88C4BEAF8E71F22E55A21409B/,8864178,Marvelous Warriors,MW,https://steamusercontent-a.akamaihd.net/ugc/1915745870312970733/08ACDA39A18F8336DF6782B6D64A148F906D7278/,2023
15020,5567227190,12229,7470549,Blaze,Blaze,https://steamusercontent-a.akamaihd.net/ugc/767227751163401012/1342C56714DBC088F25626ED5615E88419F4DAB6/,8091459,旧时代的残党,,https://steamusercontent-a.akamaihd.net/ugc/1484452717211077006/C3687288023CE648CA66B26D65D566E75199A2B8/,2020
17525,7251972012,15480,8936507,FenixTeam,FT,https://steamusercontent-a.akamaihd.net/ugc/5063766435541618273/369B45B6067BA807581F7C454D69D02416456FD7/,8961813,SHAOLIN,SHN,https://steamusercontent-a.akamaihd.net/ugc/5097543432692536332/C3EA7D411BF1527BD6E77CB50C7BCBFD971F73B9/,2023
8706,6111901527,13286,8336189,Dota Geniuses,DG,https://steamusercontent-a.akamaihd.net/ugc/1724289666338994369/4A9AD2FC647468A48364C05AEA6F090D7752AFD9/,8328654,Shinigami,SnG,https://steamusercontent-a.akamaihd.net/ugc/1758064386008122330/BB216B4FAF9EE21B4A21930335D6FED97F98998E/,2021
6297,7628262190,15890,9366478,HouseHold Warriors,HHW,https://steamusercontent-a.akamaihd.net/ugc/2432577673800461225/E7AF4C273DF7AF34DD173E80005AD53BA8E4E674/,9098294,Carstensz Esports,Carstensz,https://steamusercontent-a.akamaihd.net/ugc/2056501732702586195/249112747B3394B5222936EAEAC258436EE15AF3/,2024
17883,7256147320,15480,8893837,Parallel eSports,PeS,https://steamusercontent-a.akamaihd.net/ugc/1999066441861408614/71D1E68ECD1B5567B1E56F93F8511DB66D829C93/,8961813,SHAOLIN,SHN,https://steamusercontent-a.akamaihd.net/ugc/5097543432692536332/C3EA7D411BF1527BD6E77CB50C7BCBFD971F73B9/,2023
11140,6626452782,14299,8254400,beastcoast,bc,https://steamusercontent-a.akamaihd.net/ugc/2008072595679478968/A080A63C70A5DEA039FBC1AE798EE2570E194606/,7119077,Hokori,Hokori,https://steamusercontent-a.akamaihd.net/ugc/2029478957748303606/E6E5012BA7FB146BF6924154E0848491518C5159/,2022
8261,6577932844,14198,8575072,team brasil,BR,https://steamusercontent-a.akamaihd.net/ugc/1812129453481426376/3CBA9BB97DD18A50764F8ADE495575050D5D30BA/,8335298,Randoms Esports,Randoms,https://steamusercontent-a.akamaihd.net/ugc/1799745823657793319/639D8F73559E3838F60014164335DB28032E79FB/,2022
2586,6996354810,14887,8737621,Lava Esports ,Lava,https://steamusercontent-a.akamaihd.net/ugc/2020458443820677798/6DBE7E16C897F641DC4BA91F1F04D784905F72B5/,8131728,Ukumari,Uku,https://steamusercontent-a.akamaihd.net/ugc/2005821149636251119/8AA0FD65758980E29B762EF7124456B95650118D/,2023
19752,5695638787,12526,8193375,Alpha Gaming,AG,,8097526,Team ODD,ODD,,2020
7315,7643518438,16390,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,8820521,NoMatthew,NoMatthew,https://steamusercontent-a.akamaihd.net/ugc/2438208701509068489/350B89E8E9FB98BF8027B3FCDE4637AA2A15064D/,2024
9974,7691221614,16059,8629324,Swift Knights,Sk,https://steamusercontent-a.akamaihd.net/ugc/2518145430787227449/09843295840179839F2FAF5870B9CBAC09E19911/,8629317,Bright Crusaders,Bc,https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/,2024
29438,7506316894,15971,9284744,Team Mars International,TMI,https://steamusercontent-a.akamaihd.net/ugc/2285077174199120569/334F066AECE43C82CD46B37163BE91D676E2FC89/,9156114,TEAM FREEDOM ESPORT,TF,https://steamusercontent-a.akamaihd.net/ugc/2035115975506964675/73428644D267DE860E1D9497E1A62C56F87619AD/,2023
15945,6718925937,14471,8168128,UD VESSUWAN,UDV,https://steamusercontent-a.akamaihd.net/ugc/1867311233773898162/D794290E044E716F386EBD09C5BEF85398017FEE/,8757202,Dream Walker,DRW,https://steamusercontent-a.akamaihd.net/ugc/1849305905115141860/C3BFEEA0168F7E7EAA01F826151EEC4CEA7A4825/,2022
17254,6760745823,14574,8687717,Ancient Tribe,ATT,https://steamusercontent-a.akamaihd.net/ugc/1991184321454001998/07A293B6565085107C7A440115D66892AA2006FC/,8390848,ITB.Shuffle,ITB,https://steamusercontent-a.akamaihd.net/ugc/2033971688891717612/74B24272DD4C683A2069F5B75254A61AC429E8A9/,2022
8496,6104727081,13268,1689423,Nature is not for a weak,NINFAW,https://steamusercontent-a.akamaihd.net/ugc/1747953039428717660/DD1AD992EAD95D2DE66DD127656604ECF19F3056/,8449479,Team GL,GL,https://steamusercontent-a.akamaihd.net/ugc/1851544201712028600/41FE37B27FEF92BD0D3CB5DD81E2A8274CEBCD2C/,2021
3012,6453237116,13980,8519148,eSport Rhein-Neckar,ERN,https://steamusercontent-a.akamaihd.net/ugc/1683771629303796099/378B9ED8D2A8576A4C4FDA3268086DE8DA3EE649/,6878393,Casual Gamers,CG,https://steamusercontent-a.akamaihd.net/ugc/1011527815300101078/EF832F939B3D184F97BE2310A8100381781BB786/,2022
13308,7185663921,12903,9092294,Team Wizarders,WZD_t,https://steamusercontent-a.akamaihd.net/ugc/2061005332308998142/3D6757430F757063809E42CCDDD13A5A43311835/,9073936,Astra,Ast,https://steamusercontent-a.akamaihd.net/ugc/2024973999886252624/821051B2FE512F421C03767EAE16988FFEDEAD78/,2023
19111,7278302029,15026,8629318,Mad Monkeys,Mm,https://steamusercontent-a.akamaihd.net/ugc/2030594623051270091/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/,8629315,Wiser Warriors,WW,https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/,2023
974,6971430677,14959,8970102,Amanita ,Amanita ,https://steamusercontent-a.akamaihd.net/ugc/2054237887215626526/9E66388BF5F0063A20A119ED0F127C678B16BCC1/,8970163,Pull Up,Pup,https://steamusercontent-a.akamaihd.net/ugc/2031723060160720366/87AADF71E08A8BA61763A0DEAFF49DDA76D517A5/,2023
3412,7566668236,16077,9323850,Chompers X,Chomp,https://steamusercontent-a.akamaihd.net/ugc/2309851411868349896/31CF1A7CD341B7967F203503A11745F64CAF5B4D/,9330146,Sporkface Killaz Div2,,https://steamusercontent-a.akamaihd.net/ugc/2276074414692701591/5E311B3953236794EB3E8DF05FE439AF0329B01A/,2024
8249,7657080611,16478,8597976,Talon,TLN,https://steamusercontent-a.akamaihd.net/ugc/2028347991408203552/8DC9872DA88071D728A914CE17279959423FA340/,8360138,Neon Esports,neon,https://steamusercontent-a.akamaihd.net/ugc/1905612771137210708/67688ED3000B1B2140DCDD96275E114F3F9F3BC7/,2024
5382,7608811277,16201,8724984,Virtus.pro,VP,https://steamusercontent-a.akamaihd.net/ugc/1796396122320355023/2E833B3744ECB93AD9FF3797C0309B4ADB54AD2E/,5,G2 x iG,IG,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/5.png,2024
741,5207033540,11592,7555400,VAULT,Vault,https://steamusercontent-a.akamaihd.net/ugc/789748832049280380/549BD98A6248DF7B55F5D0CF3027F9392518A1CC/,6409189,Team Empire Hope,EmpireH,https://steamusercontent-a.akamaihd.net/ugc/788624714192129581/94E7F21983B7BB2007C0273EB9A447386433DB36/,2020
16129,6722032340,14200,8546012,Celestials,CS,https://steamusercontent-a.akamaihd.net/ugc/1789640723386569625/CE6B7000FA0491C7325A31F4FA63BA5DEB520B28/,8794067,Rakuzan,Rakuzan,https://steamusercontent-a.akamaihd.net/ugc/1903353113609042234/5F013D18FA3BF8B3AEAB8B9EE8785CAD9CAB80AB/,2022
3844,5915209811,12906,8360138,Neon Esports,neon,https://steamusercontent-a.akamaihd.net/ugc/1905612771137210708/67688ED3000B1B2140DCDD96275E114F3F9F3BC7/,7390454,The Oversight,OVS,https://steamusercontent-a.akamaihd.net/ugc/2054242960854114119/CB44D64E16DFD662E5862394A07CE83047AE24AC/,2021
11010,6624279743,14284,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2022
5046,7601256280,15901,9088071,EYE Gaming,EYE,https://steamusercontent-a.akamaihd.net/ugc/1880842325021945866/AD594D1C59AB23CF8AFD155209D477A382698B1A/,9209880,Prodigy Of God,POG,https://steamusercontent-a.akamaihd.net/ugc/2502382832092927234/D8CB3937C90008630491BBAFE364224C191A4573/,2024
9514,6607345910,14284,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2022
18174,7261172613,15540,9075558,Limit,LMG,https://steamusercontent-a.akamaihd.net/ugc/2053122130362084197/0D011B145AEEF4F115BD14DC698C9A7402B38084/,350190,Vision,VSG,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/350190.png,2023
7267,6059549089,13194,8375466,Motivate. Viper Gaming,MVG,https://steamusercontent-a.akamaihd.net/ugc/1697276876114058177/C93540F44666B466DD577679B40A6C689BE874F8/,2640025,iG.Vitality,iG.V,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2640025.png,2021
4766,7595464805,15981,15,LGD Gaming,LGD,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/15.png,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2024
4164,6476953420,13754,8482620,M Y,M Y,https://steamusercontent-a.akamaihd.net/ugc/1698404946593255709/584C31AEB3979F80156F1132B369E37C059DD20B/,8350517,TEAM M11,M11,https://steamusercontent-a.akamaihd.net/ugc/1759191489698829647/D568C2109E30DDF6B892DEC556EAB95221BA8099/,2022
6534,7064303005,15125,8244493,Team SMG,SMG,https://steamusercontent-a.akamaihd.net/ugc/1856049226625971775/C8540DF2478E5EE8890CD4128DE07176F9FE5FA2/,8254145,Execration,XctN,https://steamusercontent-a.akamaihd.net/ugc/2024966396057134788/4EE29568BB91ECB5E77FC61824B6264789485060/,2023
3546,7011230849,14921,8344760,Team Bald Reborn,Tb,https://steamusercontent-a.akamaihd.net/ugc/1771579475955883553/F0DFC828EF7F028C61C909BB842A0C67E5C82078/,8733722,Water Rune Enjoyers,WRE,https://steamusercontent-a.akamaihd.net/ugc/1807654391835216438/AB0DCADFCA12D31B0B00BF202EF83DEF364D3D9E/,2023
18639,6806217871,14373,8629014,Dragon Blood,DB,https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/,8629315,Wiser Warriors,WW,https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/,2022
7838,6566076447,14132,8661276,Fusion Gaming,FG,https://steamusercontent-a.akamaihd.net/ugc/1813263145584146785/6B23DD90CF624032F7718F258E5A51E2A7025288/,7298091,Noping VPN,NP,https://steamusercontent-a.akamaihd.net/ugc/1832397555270794379/74495E56884CBA2CD0791A072503DA6CC86A6F7A/,2022
14636,5557269948,12169,2672298,NoPing Esports,NOPING,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2672298.png,6849739,Ωmega Gaming,Ωmega,https://steamusercontent-a.akamaihd.net/ugc/1458555594796362184/AB542C336682A319783E2EF6AB24F9ACE0779F0D/,2020
20569,5713211230,12528,5,INVICTUS GAMING,IG,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/5.png,726228,Vici Gaming,VG,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/726228.png,2020
3634,6462684257,13754,8638425,Kinkalow,KKL,,8580985,Team Renewal,RNWL,https://steamusercontent-a.akamaihd.net/ugc/1869552606062811475/0096329C95FCF07715BB0239290AC9C2A23393C1/,2022
6733,7068205119,15122,8724829,HF,HF,https://steamusercontent-a.akamaihd.net/ugc/2012576066232974535/5C33B8E03B5EDC5FCE30657C3635AD552D0363FF/,8975678,Team Sexy,Sexy,https://steamusercontent-a.akamaihd.net/ugc/2029472529806585561/647C96E8587F12FA82659D9D41A45C408BCD03AF/,2023
699,5205357861,11382,7358551,Sunrise,,https://steamusercontent-a.akamaihd.net/ugc/775103976193271931/250ADBD10EC520F89708F9B0F14365BA9ADB4696/,7610605,Hot Pot Brother,,https://steamusercontent-a.akamaihd.net/ugc/772863466038607762/5BFA6567C06ADC9EEEACEE9047145C2A9F3AB5AF/,2020
8388,7658707612,15901,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,9088071,EYE Gaming,EYE,https://steamusercontent-a.akamaihd.net/ugc/1880842325021945866/AD594D1C59AB23CF8AFD155209D477A382698B1A/,2024
23,6948604530,14812,8756469,Team Balut,TB,https://steamusercontent-a.akamaihd.net/ugc/1870697260272540333/97AB65886C820B03B7915C8E7E3341930C70EB80/,8706216,Refraction Gaming,RG,https://steamusercontent-a.akamaihd.net/ugc/1850423368768746118/CD85E50CF774C02D2E4DB459D9DC1BDB529D6C9B/,2023
11273,6197670407,13498,8244493,Team SMG,SMG,https://steamusercontent-a.akamaihd.net/ugc/1856049226625971775/C8540DF2478E5EE8890CD4128DE07176F9FE5FA2/,7732977,BOOM Esports,BOOM,https://steamusercontent-a.akamaihd.net/ugc/768365068750604173/EF3216F4B02A0DA2327AC3190A369349C7BF3A24/,2021
15587,6709938206,14130,6409189,Team Empire Hope,EmpireH,https://steamusercontent-a.akamaihd.net/ugc/788624714192129581/94E7F21983B7BB2007C0273EB9A447386433DB36/,8318683,IVY,IVY,https://steamusercontent-a.akamaihd.net/ugc/1831282128719142345/16D8DF72EE1A32D55674948D8C8F949168AA5A5C/,2022
26389,7438848082,15909,9248874,Atlas Burden,Atlas,https://steamusercontent-a.akamaihd.net/ugc/2229905542241137115/6C9C2D6ACE9D7A9251CA361267E53FDAABF95518/,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2023
15294,6703394917,14448,8538804,Rectify,Rekt,https://steamusercontent-a.akamaihd.net/ugc/2066633655845496143/530AE7150AAE8A786D5AF5F43710532564872F0E/,8746860,wolf,,https://steamusercontent-a.akamaihd.net/ugc/1881955358026211270/09C03F6C63D8A8A96644CF592266BE3681FDB0EB/,2022
9289,5426921865,11889,6266565,0-900,0-900,https://steamusercontent-a.akamaihd.net/ugc/781873071400631505/B28548CACF0859792995F0AE6EB69762B5988AB8/,2672298,NoPing Esports,NOPING,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2672298.png,2020
17454,7250777078,15495,9109307,Ryoki Tenkai ,RT,https://steamusercontent-a.akamaihd.net/ugc/2058754800403828449/E0BB11415EAD10BC4C6F4832DCD2B78B48E65343/,9109275,PullUp,PullUp,https://steamusercontent-a.akamaihd.net/ugc/2024977803198375738/87AADF71E08A8BA61763A0DEAFF49DDA76D517A5/,2023
2931,6451259823,13877,8571253,RAKUZAN,RAKUZAN,https://steamusercontent-a.akamaihd.net/ugc/1742323198253021982/CCCD223F386D7F2835A4B141ED01AE1DB856AC00/,8533458,Team Flamingos,TF,https://steamusercontent-a.akamaihd.net/ugc/1618471532867651602/1E80D4492EBF01893BEA19F8E96154163B9D45DE/,2022
15619,5581274533,12245,1883502,Virtus.pro,VP,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/1883502.png,8077174,5men,5men,https://steamusercontent-a.akamaihd.net/ugc/1496837617076738644/D3C00B835FFEFFC9EDBFC56872C40689C2F76722/,2020
18026,7258525403,14915,9005165,Star Foxes,SF,https://steamusercontent-a.akamaihd.net/ugc/2027220095511607538/A6FA8DDA68296D4ED65754301F2C0AEC812321F7/,8765917,Shinigami Gaming,Shin,https://steamusercontent-a.akamaihd.net/ugc/2006954531680678481/9FC4E10AC898DD9E3E77A40211558273D498CFC8/,2023
21176,6931886151,14878,8944282,Pull Up,Pup,https://steamusercontent-a.akamaihd.net/ugc/1973169922942641986/87AADF71E08A8BA61763A0DEAFF49DDA76D517A5/,8944174,Amanita ,Amanita ,https://steamusercontent-a.akamaihd.net/ugc/2028339018383729957/9E66388BF5F0063A20A119ED0F127C678B16BCC1/,2022
2368,5845595093,12727,8254400,beastcoast,bc,https://steamusercontent-a.akamaihd.net/ugc/2008072595679478968/A080A63C70A5DEA039FBC1AE798EE2570E194606/,7298091,Noping VPN,NP,https://steamusercontent-a.akamaihd.net/ugc/1832397555270794379/74495E56884CBA2CD0791A072503DA6CC86A6F7A/,2021
1384,6977299616,14845,8969638,Benz190E,benz,https://steamusercontent-a.akamaihd.net/ugc/2020462796469421865/3FAE7BF65B6A284DF9D7F58A1E54BCAED66ADA33/,8769466,EZ KATKA,EZ ,https://steamusercontent-a.akamaihd.net/ugc/1892091893978023079/CB2156A26357516E7930BB9EB01602D84BD34FB3/,2023
20616,7307656070,14915,8957652,KIBA ARMS,KIBA,https://steamusercontent-a.akamaihd.net/ugc/5067144135193454546/C874F0EBA5B3083240361F889D627EC9FEA1E177/,9142866,Business Club,bs,https://steamusercontent-a.akamaihd.net/ugc/2031737253379162247/A9D128309B9FC2C328AE048CB69E4D07C67BD26C/,2023
14588,7205067567,15375,8944302,Myth Avenue Gaming,MAG,https://steamusercontent-a.akamaihd.net/ugc/2077887587643978863/6C1ACCEC01EB0BE4C9C75D82421118973C757DCF/,9005019,IHC,IHC,https://steamusercontent-a.akamaihd.net/ugc/2067757007450984921/A2C88E02AEB6336CE6069B321F12B3567F448C7A/,2023
6234,7626063506,16059,2443375,Foxy gaming,Foxy,https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/,8629317,Bright Crusaders,Bc,https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/,2024
316,6365590209,13754,8435977,Red Flower,,https://steamusercontent-a.akamaihd.net/ugc/1770458885747517491/9C58B10A4FC5C0292C1CFAA3867E003D7F3D8163/,8261554,Army Geniuses Mansion ,AGM,https://steamusercontent-a.akamaihd.net/ugc/2036229291620856332/487BA4B704ADCA08C99B4F67E0DF5EF3D2F4DFD1/,2022
5015,5333914101,11829,6947300,Lutea,LUTEA,https://steamusercontent-a.akamaihd.net/ugc/1001430317047014724/BCDA097DFE5C26818119B32A30C6041B7EA8277B/,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2020
14619,5556581404,12222,7732977,BOOM Esports,BOOM,https://steamusercontent-a.akamaihd.net/ugc/768365068750604173/EF3216F4B02A0DA2327AC3190A369349C7BF3A24/,4817649,496 Gaming,496,https://steamusercontent-a.akamaihd.net/ugc/947347005705942313/366DDC9ACA9760D099E84685DE88D72E9BA65F3E/,2020
29156,7499043111,15898,9271759,MONTE ,MONTE ,https://steamusercontent-a.akamaihd.net/ugc/2297461440058922936/44B6C46F1F48325340342CDC065F119E5103C75A/,9017006,NAVI Junior,NAVIj,https://steamusercontent-a.akamaihd.net/ugc/2037353829143019867/9AE6002A5A41A74550B51358C4ADB9F81E6B50B0/,2023
955,7533004988,16053,7119077,Hokori,Hokori,https://cdn.steamusercontent.com/ugc/2270440475417693057/E6CD5B8C942B91762340873685BD895A84077330/,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2024
17892,5650959427,11263,7355343,Immortal Gaming,,https://steamusercontent-a.akamaihd.net/ugc/782984638949525955/82A30CCEFCB057D7A467D280DA49FE0289CE19BA/,7846103,Vampire Gamig,,https://steamusercontent-a.akamaihd.net/ugc/1016066563307580937/0FA9E415C120E60AB2270A76D5C3A8F49CCDE486/,2020
8499,6584734455,13379,8680909,ALIS VENTORUS,AVE,https://steamusercontent-a.akamaihd.net/ugc/1848168397327296131/946582AD4504E7EDB5CA07799B805F5319C54C95/,8724829,HF,HF,https://steamusercontent-a.akamaihd.net/ugc/2012576066232974535/5C33B8E03B5EDC5FCE30657C3635AD552D0363FF/,2022
29541,7508274872,15898,9216247,Team Klee,Klee,https://steamusercontent-a.akamaihd.net/ugc/2097046179637529531/D719D73590F6D8614DC5901F578C8880EF096439/,9255039,Klim Sani4,Klimi4,https://steamusercontent-a.akamaihd.net/ugc/2264812881897028424/C00BE783DDA3B8AB9ADC99B303332A1B13663A53/,2023
1810,5235537087,10884,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2020
702,5779532887,12719,8261397,No Bounty Hunter,NBH,https://steamusercontent-a.akamaihd.net/ugc/1770445790631666790/6A55BB6F2B6A8FB2749EFC543A65475001653454/,166,Scenario,,https://steamusercontent-a.akamaihd.net/ugc/1832407370390600391/4B8EDF6460D5D3210412F6CFC2CBE3764DE863C1/,2021
4316,7024000014,14928,8538804,Atlantis,Atl,https://steamusercontent-a.akamaihd.net/ugc/1622975098310096562/A5295477C5A6A3A4765D1BDB457139EA3A24E3A7/,8863825,SPAWN Team,SPAWN,https://steamusercontent-a.akamaihd.net/ugc/2039603793768383082/F64305141DCAE854B84FA8A08E575951032202AD/,2023
22605,7347428098,15660,8849990,REAL ECLIPSE,RE,https://steamusercontent-a.akamaihd.net/ugc/1929254752465573749/361F2A6C8D795A02396A031F45011DC69AD552AE/,8849837,FALL VICTIMS,FV,https://steamusercontent-a.akamaihd.net/ugc/1839182035511443777/DF26E33597EAEB9EBB3F085DA1CA7667E5E11BCB/,2023
220,5188203159,11533,7542951,Fire Dragon,,https://steamusercontent-a.akamaihd.net/ugc/771733885116986657/A2CC9ADD5D9515A70292CB401FFD3A994E4C8016/,5805234,You Know Who,YKW,https://steamusercontent-a.akamaihd.net/ugc/764976955068054972/C8579458727625DEBF0C9D0813CC342FF35FC1E5/,2020
2072,5832595712,12692,8262532,Old n’ Bad,old man,https://steamusercontent-a.akamaihd.net/ugc/1678120729579394605/FDE226C2254D2171EA632A928D473C62484471B1/,8062461,YOUR SOUL IS MINE,ysiM,https://steamusercontent-a.akamaihd.net/ugc/1764817883957607834/170EC46F1B082767D89B26DAEA761B42FC4E045B/,2021
